source_system,source_record_no,source_reported_road_no,source_name,source_district,road_key,canonical_display_name,match_method,evidence,match_status
historical_normative_workbook,221,057,Papagaran/Palangsatan,Kandangan,HSS-KAB-057,Papagaran/Palangsatan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,222,124,Papancan - Ds. Tanah Bangkang,"Padang Batung, Sungai Raya",HSS-KAB-124,Papancan - Ds. Tanah Bangkang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,223,324,Paramaian,Daha Utara,HSS-KAB-324,Paramaian,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,224,027,Parincahan - Singakarsa (Harapan),Kandangan,HSS-KAB-027,Parincahan - Singakarsa (Jl. Harapan),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,225,018,Parindra,Kandangan,HSS-KAB-018,Parindra,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,226,003,Pasar Kandangan - Oprit Jembt. Loklua,Kandangan,HSS-KAB-003,Pasar Kandangan - Oprit Jembt. Loklua,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,227,054,Pegangsaan Timur - Teluk Aman,Kandangan,HSS-KAB-054,Pegangsaan Timur - Teluk Aman,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,228,133,Pembangunan - Ds. Sungai Raya Utara,Sungai Raya,HSS-KAB-133,Pembangunan - Ds. Sungai Raya Utara,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,229,017,Pemuda,Kandangan,HSS-KAB-017,Pemuda,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,230,224,Pendawa - Ds. Tebing Tinggi,Simpur,HSS-KAB-224,Pendawa - Ds. Tebing Tinggi,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,231,349,Pertanian - Ds. Wasah Tengah,Simpur,HSS-KAB-349,Pertanian - Ds. Wasah Tengah,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,232,317,Pertukangan,Daha Utara,HSS-KAB-317,Pertukangan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,233,326,Pesantren Muradiyah,Daha Utara,HSS-KAB-326,Pesantren Muradiyah,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,234,228,Pianggu,Simpur,HSS-KAB-228,Pianggu,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,235,022,Rahmah Bahran,Kandangan,HSS-KAB-022,Rahmah Bahran,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,236,061,Rambai - Bariang,Kandangan,HSS-KAB-061,Rambai - Bariang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,237,192,Rantauan - Sungai Baru (Pulau),"Angkinang, Kandangan",HSS-KAB-192,Rantauan - Sungai Baru (Jl. Pulau),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,238,227,Rawati - Ds. Panjampang Bahagia,Simpur,HSS-KAB-227,Rawati - Ds. Panjampang Bahagia,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,239,186,Rel Angkinang - TMMD Angkinang,Angkinang,HSS-KAB-186,Rel Angkinang - TMMD Angkinang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,240,084,RS. Hasan Basry II,Sungai Raya,HSS-KAB-084,RS. Hasan Basry II,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,241,336,Sakincung - Ds. Hakurung Dalam,Daha Utara,HSS-KAB-336,Sakincung - Ds. Hakurung Dalam,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,242,038,Samping Bappeda - Mesjid Darul Halik,Kandangan,HSS-KAB-038,Samping Bappeda - Mesjid Darul Halik,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,243,329,Samping Kantor Camat Daha Utara,Daha Utara,HSS-KAB-329,Samping Kantor Camat Daha Utara,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,244,164,Samping Mesjid Mandapai,Padang Batung,HSS-KAB-164,Samping Mesjid Mandapai,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,245,299,Samuda - Bajayau,"Daha Barat, Daha Selatan",HSS-KAB-299,Samuda - Bajayau,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,246,105,Sarang Halang Padang - Sp. Batang Kulur,Sungai Raya,HSS-KAB-105,Sarang Halang Padang - Sp. Batang Kulur,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,247,291,Satria,Daha Selatan,HSS-KAB-291,Satria,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,248,042,Sei Kupang Utara - Simp. Empat Lungau,Kandangan,HSS-KAB-042,Sei Kupang Utara - Simp. Empat Lungau,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,249,311,Sei. Mandala Murung Raya,Daha Utara,HSS-KAB-311,Sei. Mandala Murung Raya,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,250,021,Sekolah Islam (Kandangan Barat),Kandangan,HSS-KAB-021,Sekolah Islam (Kandangan Barat),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,251,293,Sekolah Islam (Sungai Pinang),Daha Selatan,HSS-KAB-293,Sekolah Islam (Sungai Pinang),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,252,338,Siang Gantung - Ds. Baru,Daha Barat,HSS-KAB-338,Siang Gantung - Ds. Baru,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,253,318,Silaturrahim,Daha Utara,HSS-KAB-318,Silaturrahim,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,254,100,Simpang Hamalau - Teluk Pinang,Sungai Raya,HSS-KAB-100,Simpang Hamalau - Teluk Pinang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,255,335,Simpang Jadi Makmur - Ds. Samuda,Daha Selatan,HSS-KAB-335,Simpang Jadi Makmur - Ds. Samuda,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,256,146,Simpang Malutu - Pahampangan,"Padang Batung, Sungai Raya",HSS-KAB-146,Simpang Malutu - Pahampangan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,257,147,Simpang Malutu - Tambak,Padang Batung,HSS-KAB-147,Simpang Malutu - Tambak,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,258,206,Simpur - Simp. Bilui,Simpur,HSS-KAB-206,Simpur - Simp. Bilui,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,259,207,Simpur - Sp. 3 Muara Paring Agung,"Simpur, Sungai Raya",HSS-KAB-207,Simpur - Sp. 3 Muara Paring Agung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,260,026,Singakarsa - Getek,Kandangan,HSS-KAB-026,Singakarsa - Getek,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,261,025,Singakarsa - Palas,Kandangan,HSS-KAB-025,Singakarsa - Palas,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,262,253,Sirih - Pacakan,Kalumpang,HSS-KAB-253,Sirih - Pacakan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,263,246,Sirih - Taro,Kalumpang,HSS-KAB-246,Sirih - Taro,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,264,240,Slasa Garih - Ds. Kapuh,"Simpur, Sungai Raya",HSS-KAB-240,Slasa Garih - Ds. Kapuh,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,265,316,SMAN Negara (KH. Abdullah),Daha Utara,HSS-KAB-316,SMAN Negara (KH. Abdullah),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,266,002,Soeprapto - H.M Rusli,Kandangan,HSS-KAB-002,Soeprapto - Jl. H.M Rusli,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,267,004,Soetoyo - Teluk Mesjid,Kandangan,HSS-KAB-004,Soetoyo - Teluk Mesjid,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,268,041,Sp. 3 Baluti - Amawang,Kandangan,HSS-KAB-041,Sp. 3 Baluti - Amawang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,269,096,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,"Simpur, Sungai Raya",HSS-KAB-096,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,270,182,Sp. Bakarung Selatan - Sungai Kudung,"Kandangan, Padang Batung",HSS-KAB-182,Sp. Bakarung Selatan - Sungai Kudung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,271,089,Sp. Batang Kulur Kiri - Tatas,Sungai Raya,HSS-KAB-089,Sp. Batang Kulur Kiri - Tatas,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,272,043,Sp. Empat Lungau - Bangkau,Kandangan,HSS-KAB-043,Sp. Empat Lungau - Bangkau,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,273,044,Sp. Empat Lungau - Garis,Kandangan,HSS-KAB-044,Sp. Empat Lungau - Garis,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,274,189,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,"Angkinang, Padang Batung",HSS-KAB-179,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,275,150,Sp.3 Bukuanin - Riam Talo,"Loksado, Padang Batung",HSS-KAB-150,Sp.3 Bukuanin - Riam Talo,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,276,151,Sp.3 Bukuanin - Tayub,Padang Batung,HSS-KAB-151,Sp.3 Bukuanin - Tayub,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,277,303,SP.4 Banjarbaru - Pasar Negara,Daha Selatan,HSS-KAB-303,SP.4 Banjarbaru - Pasar Negara,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,278,254,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,"Kalumpang, Sungai Raya",HSS-KAB-254,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,279,305,SP.4. Banjarbaru - Pihanin Raya,"Daha Selatan, Daha Utara",HSS-KAB-305,SP.4. Banjarbaru - Pihanin Raya,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,280,320,Sukaramai - Keramat,Daha Utara,HSS-KAB-320,Sukaramai - Keramat,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,281,308,Sungai Bugundi,Daha Selatan,HSS-KAB-308,Sungai Bugundi,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,282,030,Sungai Damang - Amawang Kiri,Kandangan,HSS-KAB-030,Sungai Damang - Amawang Kiri,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,283,201,Sungai Durian - Ds. Gumbil,Telaga Langsat,HSS-KAB-201,Sungai Durian - Ds. Gumbil,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,284,216,Sungai Kacil I - Kapuh Padang,Simpur,HSS-KAB-216,Sungai Kacil I - Kapuh Padang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,285,217,Sungai Kacil II,Simpur,HSS-KAB-217,Sungai Kacil II,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,286,060,Sungai Karuh,Kandangan,HSS-KAB-060,Sungai Karuh,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,287,180,Sungai Kudung - Kalinduku,Angkinang,HSS-KAB-180,Sungai Kudung - Kalinduku,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,288,160,Sungai Minting - Ds. Malutu,Padang Batung,HSS-KAB-160,Sungai Minting - Ds. Malutu,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,289,126,Sungai Namang - Ds. Tanah Bangkang,Sungai Raya,HSS-KAB-126,Sungai Namang - Ds. Tanah Bangkang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,290,048,Sungai Paring - Sei Hanyar Pantai Ulin,"Kandangan, Simpur",HSS-KAB-048,Sungai Paring - Sei Hanyar Pantai Ulin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,291,072,Sungai Paring - Toba,Simpur,HSS-KAB-072,Sungai Paring - Toba,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,292,094,Sungai Raya - Jambu Hulu/Paku,"Padang Batung, Sungai Raya",HSS-KAB-094,Sungai Raya - Jambu Hulu/Paku,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,293,095,Sungai Raya Selatan - Malutu - Goa Berangin,"Padang Batung, Sungai Raya",HSS-KAB-095,Sungai Raya Selatan - Malutu - Goa Berangin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,294,088,Sungai Raya Selatan - Sarang Halang,Sungai Raya,HSS-KAB-088,Sungai Raya Selatan - Sarang Halang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,295,116,Sungai Raya Utara - Teluk Pinang,Sungai Raya,HSS-KAB-116,Sungai Raya Utara - Teluk Pinang _x000D_,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,296,077,Suriangpati - Gambah Dalam Barat,Kandangan,HSS-KAB-077,Suriangpati - Gambah Dalam Barat,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,297,090,Taal Batang Kulur - Sp. 3 Muara Prg Agung,Sungai Raya,HSS-KAB-090,Taal Batang Kulur - Sp. 3 Muara Prg Agung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,298,093,Taal Jarau - Sp. Baru/Tampang,Sungai Raya,HSS-KAB-093,Taal Jarau - Sp. Baru/Tampang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,299,137,Tabihi - Telaga Langsat,"Padang Batung, Telaga Langsat",HSS-KAB-137,Tabihi - Telaga Langsat,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,300,085,Tajun - Sp.3 Muara Paring Agung,Sungai Raya,HSS-KAB-085,Tajun - Sp.3 Muara Paring Agung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,301,245,Talapak Manuk - Ds. Kapuh,Simpur,HSS-KAB-245,Talapak Manuk - Ds. Kapuh,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,302,166,Tambak Pipii - Batu Ampar,Padang Batung,HSS-KAB-166,Tambak Pipii - Batu Ampar,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,303,156,Tambak Pipii - Malilingin,Padang Batung,HSS-KAB-156,Tambak Pipii - Malilingin,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,304,300,Tambangan - Ds. Baruh Jaya,Daha Selatan,HSS-KAB-300,Tambangan - Ds. Baruh Jaya,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,305,114,Taminung,Sungai Raya,HSS-KAB-114,Taminung,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,306,107,Tamiyang - Ds. Tamiyang (Eks TMMD),Sungai Raya,HSS-KAB-107,Tamiyang - Ds. Tamiyang (Eks TMMD),EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,307,108,Tanah Bangkang Menuju Balai Benih Ikan,Padang Batung,HSS-KAB-108,Tanah Bangkang Menuju Balai Benih Ikan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,308,242,Tanah Habang - Ds. Simpur,Simpur,HSS-KAB-242,Tanah Habang - Ds. Simpur,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,309,136,Tanayung - Simp. Ambarai,Padang Batung,HSS-KAB-136,Tanayung - Simp. Ambarai,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,310,235,Tandik - Ds. Wasah Hilir,Simpur,HSS-KAB-235,Tandik - Ds. Wasah Hilir,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,311,281,Tanginau - Balai Haruyan,Loksado,HSS-KAB-281,Tanginau - Balai Haruyan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,312,168,Taniran Selatan - Rantauan,"Angkinang, Kandangan",HSS-KAB-168,Taniran Selatan - Rantauan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,313,171,Taniran Selatan Kubah - Buntut Taniran / Wawaran,"Angkinang, Kandangan",HSS-KAB-171,Taniran Selatan Kubah - Buntut Taniran / Wawaran,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,314,184,Taniran Tengah - Taniran Selatan,Angkinang,HSS-KAB-184,Taniran Tengah - Taniran Selatan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,315,342,Tanjung Selor - Ds. Badaun,Daha Barat,HSS-KAB-342,Tanjung Selor - Ds. Badaun,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,316,087,Tanjungan - Sp. 10 Batang Kulur - Sungai Kali,Sungai Raya,HSS-KAB-087,Tanjungan - Sp. 10 Batang Kulur - Sungai Kali,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,317,104,Tanjungan - Sp. 3 Sakijang,Sungai Raya,HSS-KAB-104,Tanjungan - Sp. 3 Sakijang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,318,272,Tanuhi - Hulu Banyu,Loksado,HSS-KAB-272,Tanuhi - Hulu Banyu,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,319,258,Tanuhi - Ulang,Loksado,HSS-KAB-258,Tanuhi - Ulang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,320,282,Tataian - (Ds. Ulang) - Loksado,Loksado,HSS-KAB-282,Tataian - (Ds. Ulang) - Loksado,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,321,173,Tawia - Kayu Abang,Angkinang,HSS-KAB-173,Tawia - Kayu Abang,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,322,079,Telaga Banta - Patigan,Kandangan,HSS-KAB-079,Telaga Banta - Patigan,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,323,193,Telaga Langsat - Pakuan Timur,Telaga Langsat,HSS-KAB-193,Telaga Langsat - Pakuan Timur,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,324,312,Teluk Haur I,Daha Utara,HSS-KAB-312,Teluk Haur I,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,325,313,Teluk Haur II,Daha Utara,HSS-KAB-313,Teluk Haur II,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,326,005,Teluk Mesjid - Sp. 4 Muara Banta,Kandangan,HSS-KAB-005,Teluk Mesjid - Sp. 4 Muara Banta,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,327,067,Teluk Pinang - Baluti,Kandangan,HSS-KAB-067,Teluk Pinang - Baluti,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
historical_normative_workbook,328,135,Teluk Pinang - Padang Rasau,"Kandangan, Padang Batung",HSS-KAB-135,Teluk Pinang - Padang Rasau,EXACT_NORMALIZED_OR_APPROVED_ALIAS,Unique match against canonical/dashboard/QGIS names and approved alias registry,VERIFIED
