road_id,road_key,nomor_ruas,canonical_name,display_name,qgis_source_road_code,qgis_source_name,district_2025,village_source_qgis,historical_source_name,historical_source_record_no,historical_reported_road_no,ml_source_record_id,ml_source_name,identity_status
2d774e5d-e5d0-545d-821d-b7e8c3f9986f,HSS-KAB-085,085,Tajun - Sp.3 Muara Paring Agung,Tajun - Sp.3 Muara Paring Agung,085,Tajun - SP.3 Muara Paring Agung,Sungai Raya,Ds. Sungai Raya Utara - Ds.Sungai Kali,Tajun - Sp.3 Muara Paring Agung,300,085,41,Tajun - Sp.3 Muara Paring Agung,AUTHORITATIVE_V1
693065a1-f452-516c-90be-6137f1915ffb,HSS-KAB-086,086,Hamalau - Anjiran,Hamalau - Anjiran,086,Hamalau - Anjiran,Sungai Raya,Ds. Hamalau - Ds. Telaga Bidadari,Hamalau - Anjiran,94,086,204,Hamalau - Anjiran,AUTHORITATIVE_V1
0f5ae539-3e88-59c1-afbb-a8a147fc1c4b,HSS-KAB-087,087,Tanjungan - Sp. 10 Batang Kulur - Sungai Kali,Tanjungan - Sp. 10 Batang Kulur - Sungai Kali,087,Tanjungan - SP.10 Batang Kulur - Sungai Kali,Sungai Raya,Ds. Sei Raya Selatan - Ds. Sungai Kali,Tanjungan - Sp. 10 Batang Kulur - Sungai Kali,316,087,16,Tanjungan - Sp. 10 Batang Kulur - Sungai Kali,AUTHORITATIVE_V1
eebe6dec-cae5-5e2f-8144-aed8a3d17ead,HSS-KAB-088,088,Sungai Raya Selatan - Sarang Halang,Sungai Raya Selatan - Sarang Halang,088,Sungai Raya Selatan - Sarang Halang,Sungai Raya,Ds. Sei Raya Selatan - Ds. Paring Agung,Sungai Raya Selatan - Sarang Halang,294,088,94,Sungai Raya Selatan - Sarang Halang,AUTHORITATIVE_V1
924ea014-84de-5bdf-a257-90850798acd6,HSS-KAB-089,089,Sp. Batang Kulur Kiri - Tatas,Sp. Batang Kulur Kiri - Tatas,089,SP. Batang Kulur Kiri - Tatas,Sungai Raya,Ds. Btng Klr Kiri - Ds. Btng Klr Tengah,Sp. Batang Kulur Kiri - Tatas,271,089,97,Sp. Batang Kulur Kiri - Tatas,AUTHORITATIVE_V1
87650e5f-f9f3-5b73-a485-d4577e7a665b,HSS-KAB-090,090,Taal Batang Kulur - Sp. 3 Muara Prg Agung,Taal Batang Kulur - Sp. 3 Muara Prg Agung,090,Taal Batang Kulur - SP.3 Muara Paring Agung,Sungai Raya,Ds. Hariti - Ds. Sungai Kali,Taal Batang Kulur - Sp. 3 Muara Prg Agung,297,090,58,Taal Batang Kulur - Sp. 3 Muara Prg Agung,AUTHORITATIVE_V1
e1d38775-86cf-5899-87df-53917fc1e61f,HSS-KAB-091,091,Batang Kulur Kanan - Sarangan,Batang Kulur Kanan - Sarangan,091,Batang Kulur Kanan - Sarangan,Sungai Raya,Ds. Btng Kulur Kanan - Ds. Ida Manggala,Batang Kulur Kanan - Sarangan,47,091,109,Batang Kulur Kanan - Sarangan,AUTHORITATIVE_V1
01344cd6-0a3c-557b-9cc8-65cc3afe3d8d,HSS-KAB-092,092,Bumi Berkat - Mungkur Galah,Bumi Berkat - Mungkur Galah,092,Bumi Berkat - Mungkur Galah,Sungai Raya,Ds. Bumi Berkat,Bumi Berkat - Mungkur Galah,61,092,152,Bumi Berkat - Mungkur Galah,AUTHORITATIVE_V1
63c442ba-5160-5179-94c3-ff7bbe1e5ca8,HSS-KAB-093,093,Taal Jarau - Sp. Baru/Tampang,Taal Jarau - Sp. Baru/Tampang,093,Taal Jarau - SP. Baru/Tampang,Sungai Raya,Ds. Ida Manggala - Ds. Btng Kulur Kanan,Taal Jarau - Sp. Baru/Tampang,298,093,30,Taal Jarau - Sp. Baru/Tampang,AUTHORITATIVE_V1
8394baf0-01d5-5c7e-884f-9a7416f3c149,HSS-KAB-094,094,Sungai Raya - Jambu Hulu/Paku,Sungai Raya - Jambu Hulu/Paku,094,Sungai Raya - Jambu Hulu/Paku,Sungai Raya - Padang Batung,Ds. Sungai Raya Utara - Ds. Jambu Hulu,Sungai Raya - Jambu Hulu/Paku,292,094,38,Sungai Raya - Jambu Hulu/Paku,AUTHORITATIVE_V1
c3cd5c79-5065-534a-8f6c-80de38d6c268,HSS-KAB-095,095,Sungai Raya Selatan - Malutu - Goa Berangin,Sungai Raya Selatan - Malutu - Goa Berangin,095,Sungai Raya Selatan - Malutu - Goa Berangin,Sungai Raya - Padang Batung,Ds. Sungai Raya Selatan - Ds. Malutu,Sungai Raya Selatan - Malutu - Goa Berangin,293,095,24,Sungai Raya Selatan - Malutu - Goa Berangin,AUTHORITATIVE_V1
ab5d6fc2-0ace-535d-9123-b93af24e08cb,HSS-KAB-096,096,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,096,SP.4 Baru/Tampang - SP. Biluy Pamujaan,Sungai Raya - Simpur,Ds. Batang Kulur Kanan - Ds. Simpur,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,269,096,66,Sp. 4 Baru/Tampang - Sp. Bilui Pamujaan,AUTHORITATIVE_V1
2d3af059-f3d0-5a10-9aee-3b37df2fa9bf,HSS-KAB-097,097,Asam Cangkuk - Telaga Bidadari,Asam Cangkuk - Telaga Bidadari,097,Asam Cangkuk - Telaga Bidadari,Sungai Raya,Ds. Amawang Kanan - Ds. Telaga Bidadari,Asam Cangkuk - Telaga Bidadari,16,097,212,Asam Cangkuk - Telaga Bidadari,AUTHORITATIVE_V1
87d6be1f-0554-5bfd-883d-bb034356dcc4,HSS-KAB-098,098,Hamalau - Pahampangan,Hamalau - Pahampangan,098,Hamalau - Pahampangan,Sungai Raya,Ds. Hamalau - Ds. Karasikan,Hamalau - Pahampangan,97,098,223,Hamalau - Pahampangan,AUTHORITATIVE_V1
0a2d6773-c22f-596d-8dfc-5f5641d14fb0,HSS-KAB-099,099,Ida Manggala - Padang Makmur,Ida Manggala - Padang Makmur,099,Ida Manggala - Padang Makmur,Sungai Raya,Ds. Ida Manggala,Ida Manggala - Padang Makmur,107,099,67,Ida Manggala - Padang Makmur,AUTHORITATIVE_V1
ffc14cb3-34db-5a6b-93e7-45d7d9173f3e,HSS-KAB-100,100,Simpang Hamalau - Teluk Pinang,Simpang Hamalau - Teluk Pinang,100,Simpang Hamalau - Teluk Pinang,Sungai Raya,Ds. Hamalau - Ds. Karasikan,Simpang Hamalau - Teluk Pinang,254,100,237,Simpang Hamalau - Teluk Pinang,AUTHORITATIVE_V1
fe3d0618-e13d-58b2-9b29-0569ef432eb5,HSS-KAB-101,101,Teluk Pinang - Pahampangan Utara,Teluk Pinang - Pahampangan Utara,101,Teluk Pinang - Pahampangan Utara,Sungai Raya,Ds. Karasikan - Ds. Pahampangan,Teluk Pinang - Pahampangan Utara,329,101,107,Teluk Pinang - Pahampangan Utara,AUTHORITATIVE_V1
8930f7ad-c381-5043-b7db-29f5cfb38876,HSS-KAB-102,102,Hamalau - Telaga Bidadari - Wasah Hilir,Hamalau - Telaga Bidadari - Wasah Hilir,102,Hamalau - Telaga Bidadari - Wasah Hilir,Sungai Raya,Ds. Hamalau - Ds. Wasah Hilir,Hamalau - Telaga Bidadari - Wasah Hilir,98,102,42,Hamalau - Telaga Bidadari - Wasah Hilir,AUTHORITATIVE_V1
6da7c9fe-8af9-5b30-8640-733ab6a0fb1f,HSS-KAB-103,103,Karasikan - Sarang Halang,Karasikan - Sarang Halang,103,Karasikan - Sarang Halang,Sungai Raya,Ds. Karasikan - Ds. Sarang Halang,Karasikan - Sarang Halang,134,103,126,Karasikan - Sarang Halang,AUTHORITATIVE_V1
16463ede-cf85-5651-b7ef-4d08b9ea9618,HSS-KAB-104,104,Tanjungan - Sp. 3 Sakijang,Tanjungan - Sp. 3 Sakijang,104,Tanjungan - SP.3 Sakijang,Sungai Raya,Ds. Sarang Halang - Ds. Sei Raya Selatan,Tanjungan - Sp. 3 Sakijang,317,104,146,Tanjungan - Sp. 3 Sakijang,AUTHORITATIVE_V1
6d420aef-6304-5a96-a6d9-eea528473636,HSS-KAB-105,105,Sarang Halang Padang - Sp. Batang Kulur,Sarang Halang Padang - Sp. Batang Kulur,105,Sarang Halang Padang - SP Batang Kulur,Sungai Raya,Ds. Paring Agung - Ds. Sungai Kali,Sarang Halang Padang - Sp. Batang Kulur,246,105,113,Sarang Halang Padang - Sp. Batang Kulur,AUTHORITATIVE_V1
a72bd22a-b376-5cf6-a30c-1a4d4ab33a24,HSS-KAB-106,106,Hamalau - Ganda,Hamalau - Ganda,106,Jl. Hamalau - Ganda,Sungai Raya - Kandangan,Ds. Hamalau - Ds. Baluti,Hamalau - Ganda,96,106,179,Hamalau - Ganda,AUTHORITATIVE_V1
fe34cd92-c0b7-5de2-b0d4-eea5096a9c7f,HSS-KAB-107,107,Tamiyang - Ds. Tamiyang (Eks TMMD),Tamiyang - Ds. Tamiyang (Eks TMMD),107,Jl. Tamiyang - Ds. Tamiyang (Eks TMMD),Sungai Raya,Ds. Tamiyang,Tamiyang - Ds. Tamiyang (Eks TMMD),306,107,119,Tamiyang - Ds. Tamiyang (Eks TMMD),AUTHORITATIVE_V1
541afa9e-31ab-550c-976a-c12316fe5aff,HSS-KAB-108,108,Tanah Bangkang Menuju Balai Benih Ikan,Tanah Bangkang Menuju Balai Benih Ikan,108,Jl. Tanah Bangkang Menuju Balai Benih Ikan,Sungai Raya,Ds. Pahampangan,Tanah Bangkang Menuju Balai Benih Ikan,307,108,243,Tanah Bangkang Menuju Balai Benih Ikan,AUTHORITATIVE_V1
346d6465-dbc3-5125-90d4-659f3c9ef3fa,HSS-KAB-109,109,Karang Intan - Tanah Bangkang,Karang Intan - Tanah Bangkang,109,Jl. Karang Intan - Tanah Bangkang,Sungai Raya,Ds. Sei Raya Selatan - Ds. Tnh Bangkang,Karang Intan - Tanah Bangkang,132,119,184,Karang Intan - Tanah Bangkang,AUTHORITATIVE_V1
52400d20-92c7-57ae-a238-f984bdfe2dc1,HSS-KAB-110,110,Jl. Haritas (PT. Pertani),Haritas (PT. Pertani),110,Jl. Haritas (PT. Pertani),Sungai Raya,Ds. Hariti - Ds. Bataang Kulur Tengah,Haritas (PT. Pertani),103,110,245,Haritas (PT. Pertani),AUTHORITATIVE_V1
4c5ebb91-f712-5f7d-9af1-fd7a25357916,HSS-KAB-111,111,Paharuangan - Sei. Raya Selatan,Paharuangan - Sei. Raya Selatan,111,Paharuangan - Sungai Raya Selatan,Sungai Raya,Ds. Sungai Raya Selatan,Paharuangan - Sei. Raya Selatan,201,111,123,Paharuangan - Sei. Raya Selatan,AUTHORITATIVE_V1
0c9496ea-4c8f-53d6-b03a-5fe21cb3d211,HSS-KAB-112,112,Jl. Bangga TMMD,Bangga TMMD,112,Jl. Bangga TMMD,Sungai Raya,Ds. Telaga Bidadari,Bangga TMMD,37,112,222,Bangga TMMD,AUTHORITATIVE_V1
41b41550-796c-5d08-b376-a47530e33522,HSS-KAB-113,113,Batang Kulur Kiri - Durian Landung,Batang Kulur Kiri - Durian Landung,113,Jl. Batang Kulur Kiri - Durian Landung,Sungai Raya,Ds. Batang Kulur Kiri - Ds. Paring Agung,Batang Kulur Kiri - Durian Landung,48,113,255,Batang Kulur Kiri - Durian Landung,AUTHORITATIVE_V1
97dc9501-9cba-5e4c-90a1-70ef94ea9ec8,HSS-KAB-114,114,Jl. Taminung,Taminung,114,Jl. Taminung,Sungai Raya,Ds. Telaga Bidadari,Taminung,305,114,120,Taminung,AUTHORITATIVE_V1
00328dc2-3c29-5955-9ce2-75861cbd962e,HSS-KAB-115,115,Matang Gadung - Halalang,Matang Gadung - Halalang,115,Jl. Matang Gadung - Halalang,Sungai Raya,Ds. Telaga Bidadari,Matang Gadung - Halalang,166,115,274,Matang Gadung - Halalang,AUTHORITATIVE_V1
e28d7c24-f48d-5cee-8d91-606feffe879b,HSS-KAB-116,116,Sungai Raya Utara - Teluk Pinang _x000D_,Sungai Raya Utara - Teluk Pinang _x000D_,116,Jl. Sungai Raya Utara-Teluk Pinang,Sungai Raya,Ds. Sungai Raya Utara - Ds. Karasikan,Sungai Raya Utara - Teluk Pinang,295,116,135,Sungai Raya Utara - Teluk Pinang,AUTHORITATIVE_V1
2579890f-e6bb-5e5c-8cae-c2ed45187f85,HSS-KAB-117,117,Jl. Mangunang - Ds. Sungai Raya Utara,Mangunang - Ds. Sungai Raya Utara,117,Jl. Mangunang,Sungai Raya,Ds. Sungai Raya Utara,Mangunang - Ds. Sungai Raya Utara,165,117,232,Mangunang - Ds. Sungai Raya Utara,AUTHORITATIVE_V1
a3b89aaa-3431-5318-8420-deab2a7fb5e7,HSS-KAB-118,118,Hamalau - Asam Cangkok,Hamalau - Asam Cangkok,118,Hamalau - Asam Cangkok,Sungai Raya - Kandangan,Ds. Telaga Bidadari - Ds. Amawang Kanan,Hamalau - Asam Cangkok,95,118,156,Hamalau - Asam Cangkok,AUTHORITATIVE_V1
e8eff519-4cda-5bc0-af7f-7a0bb91dc34c,HSS-KAB-119,119,Hariti - Sungai Raya Selatan,Hariti - Sungai Raya Selatan,119,Jl. Hariti - Sungai Raya Selatan,Sungai Raya,Ds. Hariti - Ds. Sungai Raya Selatan,Hariti - Sungai Raya Selatan,104,119,93,Hariti - Sungai Raya Selatan,AUTHORITATIVE_V1
7d1cd87d-b23b-55ff-9865-12e6cbc06f6c,HSS-KAB-120,120,Mangaris - Limau Manis,Mangaris - Limau Manis,120,Mangaris - Limau Manis,Sungai Raya,Ds. Hariti - Ds. Ida Manggala,Mangaris - Limau Manis,163,120,60,Mangaris - Limau Manis,AUTHORITATIVE_V1
1cc397ba-3be6-5226-bc7e-cf7f8dc57a81,HSS-KAB-121,121,Jl. Munggu Raya - Ds. Hariti,Munggu Raya - Ds. Hariti,121,Jl. Munggu Raya - Ds. Hariti,Sungai Raya,Ds. Hariti,Munggu Raya - Ds. Hariti,183,121,269,Munggu Raya - Ds. Hariti,AUTHORITATIVE_V1
61ab62b7-0669-5bf3-acc6-a8e37470b5de,HSS-KAB-122,122,Paharuangan - Asam Dua,Paharuangan - Asam Dua,122,Paharuangan - Asam Dua,Sungai Raya,Ds. Sungai Raya Selatan,Paharuangan - Asam Dua,200,122,202,Paharuangan - Asam Dua,AUTHORITATIVE_V1
37db58e5-7b11-5701-be57-10ad59d6b663,HSS-KAB-123,123,Asam Seranggan - Asam Tamiyang,Asam Seranggan - Asam Tamiyang,123,Asam Seranggan - Asam Tamiyang,Sungai Raya,Ds. Asam - Ds. Tamiyang,Asam Seranggan - Asam Tamiyang,18,123,194,Asam Seranggan - Asam Tamiyang,AUTHORITATIVE_V1
3ed6d008-1acd-5136-ada0-105ae52c9642,HSS-KAB-124,124,Jl. Papancan - Ds. Tanah Bangkang,Papancan - Ds. Tanah Bangkang,124,Jl. Papancan - Ds. Tanah Bangkang,Sungai Raya,Ds. Pahampangan - Ds. Tanah Bangkang,Papancan - Ds. Tanah Bangkang,222,124,155,Papancan - Ds. Tanah Bangkang,AUTHORITATIVE_V1
e1874c39-42cc-50c0-b82d-59da78699126,HSS-KAB-125,125,Jl. Baru - Asam Desa Baru,Baru - Asam Desa Baru,125,Jl. Baru - Asam Desa Baru/Asam,Sungai Raya,Ds. Baru - Ds. Asam,Baru - Asam Desa Baru,43,125,162,Baru - Asam Desa Baru,AUTHORITATIVE_V1
71553a37-3da3-5a7f-9e43-2787e848b779,HSS-KAB-126,126,Jl. Sungai Namang - Ds. Tanah Bangkang,Sungai Namang - Ds. Tanah Bangkang,126,Jl. Sungai Namang - Ds. Tanah Bangkang,Sungai Raya,Ds. Tanah Bangkang,Sungai Namang - Ds. Tanah Bangkang,289,126,227,Sungai Namang - Ds. Tanah Bangkang,AUTHORITATIVE_V1
7b352196-43db-5108-bf58-bbee336aab23,HSS-KAB-127,127,Jarau - Parandakan,Jarau - Parandakan,127,Jl. Jarau - Parandakan,Sungai Raya,Ds. Ida Manggala,Jarau - Parandakan,113,127,230,Jarau - Parandakan,AUTHORITATIVE_V1
17068322-4fea-5e57-9886-bfe73081c527,HSS-KAB-128,128,Mungkur Galah - Lokpaikat,Mungkur Galah - Lokpaikat,128,Jl. Mungkur Galah - Lokpaikat,Sungai Raya,Ds. Bumi Berkat,Mungkur Galah - Lokpaikat,184,128,229,Mungkur Galah - Lokpaikat,AUTHORITATIVE_V1
8de6e6e4-568f-594d-ac38-e78c212c0a6b,HSS-KAB-129,129,Batang Kulur Kanan - Bumi Berkat (Jl. Kisung),Batang Kulur Kanan - Bumi Berkat (Jl. Kisung),129,Batang Kulur Kanan - Bumi Berkat (Jl. Kisung),Sungai Raya,Ds. Batang Kulur Kanan - Ds. Bumi Berkat,Batang Kulur Kanan - Bumi Berkat (Kisung),46,129,143,Batang Kulur Kanan - Bumi Berkat (Kisung),AUTHORITATIVE_V1
1f0eea52-60bb-52a7-9d4c-eb4f6ab6d87e,HSS-KAB-130,130,Batang Kulur Kanan - Batang Kulur Kiri,Batang Kulur Kanan - Batang Kulur Kiri,130,Batang Kulur Kanan - Batang Kulur Kiri,Sungai Raya,Ds. Batang Kulur Kiri,Batang Kulur Kanan - Batang Kulur Kiri,45,130,215,Batang Kulur Kanan - Batang Kulur Kiri,AUTHORITATIVE_V1
82bdfc29-01e3-5e61-bd9a-a769412e8714,HSS-KAB-131,131,Jl. Manggis - Ds. Baru,Manggis - Ds. Baru,131,Jl. Manggis,Sungai Raya,Ds. Baru - Ds. Asam,Manggis - Ds. Baru,164,131,166,Manggis - Ds. Baru,AUTHORITATIVE_V1
bb5f653c-ba98-5b03-96da-52a8c5a935d2,HSS-KAB-132,132,Jl. TPA - Ds. Sungai Raya Selatan,TPA - Ds. Sungai Raya Selatan,132,Jl. TPA Sungai Raya Selatan,Sungai Raya,Ds. Sungai Raya Selatan,TPA - Ds. Sungai Raya Selatan,338,132,209,TPA - Ds. Sungai Raya Selatan,AUTHORITATIVE_V1
dcd193cd-ef14-5ce6-a0e0-824dceb8dfb6,HSS-KAB-133,133,Jl. Pembangunan - Ds. Sungai Raya Utara,Pembangunan - Ds. Sungai Raya Utara,133,Jl. Pembangunan - Ds. Sungai Raya Utara,Sungai Raya,Ds. Sei Raya Utara - Ds. Sarang Halang,Pembangunan - Ds. Sungai Raya Utara,228,133,200,Pembangunan - Ds. Sungai Raya Utara,AUTHORITATIVE_V1
a518967c-6c1c-5dc6-af2e-5decaaff6cc9,HSS-KAB-134,134,Jl. Kalaka Dayuh - Ds. Sungai Raya Utara,Kalaka Dayuh - Ds. Sungai Raya Utara,134,Jl. Kalaka Dayuh - Ds. Sungai Raya Utara,Sungai Raya,Ds. Sungai Raya Utara,Kalaka Dayuh - Ds. Sungai Raya Utara,117,134,272,Kalaka Dayuh - Ds. Sungai Raya Utara,AUTHORITATIVE_V1
c92ef383-7f9e-557e-b098-2236572491a3,HSS-KAB-135,135,Teluk Pinang - Padang Rasau,Teluk Pinang - Padang Rasau,135,Teluk Pinang - Padang Rasau,Padang Batung,Ds. Baluti - Ds. Jembatan Merah,Teluk Pinang - Padang Rasau,328,135,110,Teluk Pinang - Padang Rasau,AUTHORITATIVE_V1
8b41c34c-8695-5a53-81dd-861143de210a,HSS-KAB-136,136,Tanayung - Simp. Ambarai,Tanayung - Simp. Ambarai,136,Tanayung - Simpang Ambarai,Padang Batung,Ds. Pandulangan - Ds. Karang Jawa,Tanayung - Simp. Ambarai,309,136,144,Tanayung - Simp. Ambarai,AUTHORITATIVE_V1
9f14ae7f-7804-57f5-a680-2f43a7eb9db8,HSS-KAB-137,137,Tabihi - Telaga Langsat,Tabihi - Telaga Langsat,137,Tabihi - Telaga Langsat,Padang Batung - Telaga Langsat,Ds. Tabihi - Ds. Mandala,Tabihi - Telaga Langsat,299,137,7,Tabihi - Telaga Langsat,AUTHORITATIVE_V1
c3d667bb-9147-539a-84b1-1e8d4d8c7ad1,HSS-KAB-138,138,Karang Jawa -Ambarai - Sungai Bungur,Karang Jawa -Ambarai - Sungai Bungur,138,Karang Jawa - Ambarai - Sungai Bungur,Padang Batung,Ds. Karang Jawa - Ds. Pandulangan,Karang Jawa -Ambarai - Sungai Bungur,133,138,62,Karang Jawa -Ambarai - Sungai Bungur,AUTHORITATIVE_V1
9370dbb5-cab2-5d64-9523-4428df36d546,HSS-KAB-139,139,Ambarai - Madang,Ambarai - Madang,139,Ambarai - Madang,Padang Batung,Ds. Karang Jawa - Ds. Madang,Ambarai - Madang,7,149,133,Ambarai - Madang,AUTHORITATIVE_V1
75a409b6-0ab4-5532-a85e-63afc9ab1e06,HSS-KAB-140,140,Padang Batung - Batulaki - Malilingin,Padang Batung - Batulaki - Malilingin,140,Padang Batung - Batu Laki - Malilingin,Padang Batung,Ds. Padang Batung - Ds. Malilingin,Padang Batung - Batulaki - Malilingin,194,140,6,Padang Batung - Batulaki - Malilingin,AUTHORITATIVE_V1
b6d1f7fd-73ec-5b82-9300-89428d99b7f5,HSS-KAB-141,141,Malilingin - Lokbahan - Paniungan,Malilingin - Lokbahan - Paniungan,141,Malilingin - Lokbahan - Paniungan,Padang Batung,Ds. Malilingin,Malilingin - Lokbahan - Paniungan,156,141,3,Malilingin - Lokbahan - Paniungan,AUTHORITATIVE_V1
6b5b7686-020a-5b1e-a3ae-0344ea3bccd1,HSS-KAB-142,142,Mawangi - Bukuanin - Telaga Langsat,Mawangi - Bukuanin - Telaga Langsat,142,Mawangi - Bukuanin - Telaga Langsat,Padang Batung - Telaga Langsat,Ds. Mawangi - Ds. Mandala,Mawangi - Bukuanin - Telaga Langsat,167,142,2,Mawangi - Bukuanin - Telaga Langsat,AUTHORITATIVE_V1
a77f7d16-baaa-5342-877d-db51f4f1fe16,HSS-KAB-143,143,Mandapai - Madang,Mandapai - Madang,143,Mandapai - Madang,Padang Batung,Ds. Batubini - Ds. Madang,Mandapai - Madang,161,143,28,Mandapai - Madang,AUTHORITATIVE_V1
2e096bf6-9d98-55eb-bc95-1a313f19daa3,HSS-KAB-144,144,Kaliring - Sp. Padang Batung,Kaliring - Sp. Padang Batung,144,Kaliring - SP. Padang Batung,Padang Batung,Ds. Kaliring - Ds. Jembatan Merah,Kaliring - Sp. Padang Batung,120,144,51,Kaliring - Sp. Padang Batung,AUTHORITATIVE_V1
4cc16a9e-bec3-5b14-9a11-02e27e521b4e,HSS-KAB-145,145,Pagar Haur - Malutu,Pagar Haur - Malutu,145,Pagar Haur - Malutu,Padang Batung,Ds. Jalatang,Pagar Haur - Malutu,198,145,333,Pagar Haur - Malutu,AUTHORITATIVE_V1
249e1b7b-ba55-583a-aba4-f6bea9bc6ea7,HSS-KAB-146,146,Simpang Malutu - Pahampangan,Simpang Malutu - Pahampangan,146,Simpang Malutu - Pahampangan,Padang Batung - Sungai Raya,Ds. Malutu - Ds. Pahampangan,Simpang Malutu - Pahampangan,256,146,50,Simpang Malutu - Pahampangan,AUTHORITATIVE_V1
d853a63a-c886-5206-acc6-1755be5b5478,HSS-KAB-147,147,Simpang Malutu - Tambak,Simpang Malutu - Tambak,147,Simpang Malutu - Tambak,Padang Batung,Ds. Malutu - Ds. Jalatang,Simpang Malutu - Tambak,257,147,85,Simpang Malutu - Tambak,AUTHORITATIVE_V1
68f0f6a4-d847-56e6-aa2e-5d7d0df2e2fc,HSS-KAB-148,148,Pagat Batu - Muara Hariang,Pagat Batu - Muara Hariang,148,Pagat Batu - Muara Hariang,Padang Batung,Ds. Batubini,Pagat Batu - Muara Hariang,199,148,74,Pagat Batu - Muara Hariang,AUTHORITATIVE_V1
8bca6d26-3bbc-5e12-89d8-90d1de39e257,HSS-KAB-149,149,Paku (Jambu Hulu) - Ganda,Paku (Jambu Hulu) - Ganda,149,Paku (Jambu Hulu) - Ganda,Padang Batung - Kandangan,Ds. Jambu Hulu - Ds. Baluti,Paku (Jambu Hulu) - Ganda,207,159,127,Paku (Jambu Hulu) - Ganda,AUTHORITATIVE_V1
dac3084b-1a9b-5e98-b314-50c9be538717,HSS-KAB-150,150,Sp.3 Bukuanin - Riam Talo,Sp.3 Bukuanin - Riam Talo,150,SP.3 Bukuanin - Riam Talo,Padang Batung - Telaga Langsat,Ds. Mawangi - Ds. Halunuk,Sp.3 Bukuanin - Riam Talo,275,150,77,Sp.3 Bukuanin - Riam Talo,AUTHORITATIVE_V1
9d5016c8-4509-50bf-a735-5d53756531e2,HSS-KAB-151,151,Sp.3 Bukuanin - Tayub,Sp.3 Bukuanin - Tayub,151,SP.3 Bukuanin - Tayub,Padang Batung,Ds. Mawangi - Ds. Madang,Sp.3 Bukuanin - Tayub,276,151,72,Sp.3 Bukuanin - Tayub,AUTHORITATIVE_V1
2d7dd951-57bf-5f86-b85b-2eb4be279495,HSS-KAB-152,152,Madang - Ambutun,Madang - Ambutun,152,Madang - Ambutun,Padang Batung - Telaga Langsat,Ds. Madang - Ds. Ambutun,Madang - Ambutun,153,152,82,Madang - Ambutun,AUTHORITATIVE_V1
cf651294-7f78-5914-bf40-55c57c7890cf,HSS-KAB-153,153,Jl. Monumen 17 Mei - Mandapai,Monumen 17 Mei - Mandapai,153,Jl. Monumen 17 Mei - Mandapai,Padang Batung,Ds. Batubini,Monumen 17 Mei - Mandapai,178,153,350,Monumen 17 Mei - Mandapai,AUTHORITATIVE_V1
a62be348-ee42-549c-b4cf-9470c6e8477c,HSS-KAB-154,154,Batu Laki - Muara Pipii,Batu Laki - Muara Pipii,154,Batulaki - Muara Pipii,Padang Batung,Ds. Batulaki,Batu Laki - Muara Pipii,49,154,55,Batu Laki - Muara Pipii,AUTHORITATIVE_V1
f4dbcbe1-a6c7-592e-b1a2-2627fd984fda,HSS-KAB-155,155,Muara Pipii - Tambak Pipii,Muara Pipii - Tambak Pipii,155,Muara Pipii - Tambak Pipii,Padang Batung,Ds. Batulaki,Muara Pipii - Tambak Pipii,182,155,47,Muara Pipii - Tambak Pipii,AUTHORITATIVE_V1
9deded88-396b-5766-8cfb-9ba2ed1dc334,HSS-KAB-156,156,Tambak Pipii - Malilingin,Tambak Pipii - Malilingin,156,Tambak Pipii - Malilingin,Padang Batung,Ds. Batulaki - Ds. Malilingin,Tambak Pipii - Malilingin,303,156,44,Tambak Pipii - Malilingin,AUTHORITATIVE_V1
c5e36c2b-794f-59f3-acb7-67ac963bb79e,HSS-KAB-157,157,Malilingin - Muara Hariang,Malilingin - Muara Hariang,157,Malilingin - Muara Hariang,Padang Batung,Ds. Malilingin - Ds. Batubini,Malilingin - Muara Hariang,157,157,49,Malilingin - Muara Hariang,AUTHORITATIVE_V1
ea1331e2-f890-5eb1-af8b-115bdae157f1,HSS-KAB-158,158,Mawangi - Pariangan,Mawangi - Pariangan,158,Mawangi - Pariangan,Padang Batung,Ds. Mawangi - Ds. Batubini,Mawangi - Pariangan,168,158,100,Mawangi - Pariangan,AUTHORITATIVE_V1
713c55c3-7321-5d4b-b20c-5c86afd346db,HSS-KAB-159,159,Jambu Hulu - Paku Pantai,Jambu Hulu - Paku Pantai,159,Jambu Hulu - Paku Pantai,Padang Batung,Ds. Jambu Hulu,Jambu Hulu - Paku Pantai,110,169,142,Jambu Hulu - Paku Pantai,AUTHORITATIVE_V1
7cb528c5-e7e2-5149-9829-59c5d78f65cb,HSS-KAB-160,160,Sungai Minting - Ds. Malutu,Sungai Minting - Ds. Malutu,160,Jl. Sungai Minting - Ds. Malutu,Padang Batung,Ds. Malutu,Sungai Minting - Ds. Malutu,288,160,268,Sungai Minting - Ds. Malutu,AUTHORITATIVE_V1
