road_id,road_key,nomor_ruas,canonical_name,display_name,qgis_source_road_code,qgis_source_name,district_2025,village_source_qgis,historical_source_name,historical_source_record_no,historical_reported_road_no,ml_source_record_id,ml_source_name,identity_status
2256d18f-6610-5e71-b969-a1a90d2972fd,HSS-KAB-161,161,Padang Rasau (Tambak Tamiang) - Paku Pantai,Padang Rasau (Tambak Tamiang) - Paku Pantai,161,Jl. Padang Rasau (Tambak Tamiang) - Paku Pantai,Padang Batung,Ds. Jambu Hulu - Ds. Baluti,Padang Rasau (Tambak Tamiang) - Paku Pantai,197,161,106,Padang Rasau (Tambak Tamiang) - Paku Pantai,AUTHORITATIVE_V1
aac6a0a1-392d-5683-9835-022253f2e840,HSS-KAB-162,162,Jl. Galuntang Tayub - Ds. Madang,Galuntang Tayub - Ds. Madang,162,Jl. Galuntang Tayub - Ds. Madang,Padang Batung,Ds. Madang,Galuntang Tayub - Ds. Madang,69,162,98,Galuntang Tayub - Ds. Madang,AUTHORITATIVE_V1
2bdd0939-8ea5-57d5-a7d9-1cc229d63419,HSS-KAB-163,163,Jl. Menuju SMPN Malilingin,Menuju SMPN Malilingin,163,Jl. Menuju SMPN Malilingin,Padang Batung,Ds. Malilingin,Menuju SMPN Malilingin,172,163,270,Menuju SMPN Malilingin,AUTHORITATIVE_V1
1ee9154d-82f4-5229-84c8-d1777298aeb1,HSS-KAB-164,164,Jl. Samping Mesjid Mandapai,Samping Mesjid Mandapai,164,Jl. Samping Mesjid Mandapai,Padang Batung,Ds. Batubini,Samping Mesjid Mandapai,244,164,327,Samping Mesjid Mandapai,AUTHORITATIVE_V1
dc945966-148f-5565-9588-716447039a73,HSS-KAB-165,165,Muara Hariang - Bayumbung,Muara Hariang - Bayumbung,165,Muara Hariang - Bayumbung,Padang Batung - Loksado,Ds. Batubini - Ds. Halunuk,Muara Hariang - Bayumbung,180,165,63,Muara Hariang - Bayumbung,AUTHORITATIVE_V1
9bc7754b-68b2-5697-88cb-310136c2204f,HSS-KAB-166,166,Tambak Pipii - Batu Ampar,Tambak Pipii - Batu Ampar,166,Tambak Pipii - Batu Ampar,Padang Batung,Ds. Batulaki,Tambak Pipii - Batu Ampar,302,166,121,Tambak Pipii - Batu Ampar,AUTHORITATIVE_V1
4f967d36-7605-58c3-a5b3-4dc919d00538,HSS-KAB-167,167,Bakarung - Rantauan,Bakarung - Rantauan,167,Bakarung - Rantauan,Angkinang,Ds. Bakarung - Ds. Gambah Dalam Barat,Bakarung - Rantauan,24,167,79,Bakarung - Rantauan,AUTHORITATIVE_V1
570e69ce-3058-5bf2-af14-e4adaf46c6fd,HSS-KAB-168,168,Taniran Selatan - Rantauan,Taniran Selatan - Rantauan,168,Taniran Selatan - Rantauan,Angkinang,Ds. Bakarung - Ds. Taniran Selatan,Taniran Selatan - Rantauan,312,168,185,Taniran Selatan - Rantauan,AUTHORITATIVE_V1
9c35253d-af38-5b74-974b-67d708e9d933,HSS-KAB-169,169,Bakarung -Tabihi - Karang Jawa,Bakarung -Tabihi - Karang Jawa,169,Bakarung - Tabihi -Karang Jawa,Angkinang - Padang Batung,Ds. Bakarung - Ds. Karang Jawa,Bakarung -Tabihi - Karang Jawa,25,179,48,Bakarung -Tabihi - Karang Jawa,AUTHORITATIVE_V1
65afdc59-ab61-5cb5-a46e-5b8202d2dfd2,HSS-KAB-170,170,Pandulangan - Kalinduku,Pandulangan - Kalinduku,170,Pandulangan - Kalinduku,Angkinang - Padang Batung,Ds. Pandulangan - Ds. Telaga Sili-Sili,Pandulangan - Kalinduku,213,170,188,Pandulangan - Kalinduku,AUTHORITATIVE_V1
85b57849-5e37-55ac-9411-7d7a37f136d7,HSS-KAB-171,171,Taniran Selatan Kubah - Buntut Taniran / Wawaran,Taniran Selatan Kubah - Buntut Taniran / Wawaran,171,Taniran Selatan Kubah - Buntut Taniran/Wawaran,Angkinang - Kandangan,Ds. Taniran Selatan - Ds. Sungai Kupang,Taniran Selatan Kubah - Buntut Taniran / Wawaran,313,171,22,Taniran Selatan Kubah - Buntut Taniran / Wawaran,AUTHORITATIVE_V1
c94009bc-7e04-5885-8010-bbed388215a1,HSS-KAB-172,172,Angkinang Selatan - Tawia - Wawaran,Angkinang Selatan - Tawia - Wawaran,172,Angkinang Selatan - Tawia - Wawaran,Angkinang,Ds. Angkinang Selatan - Ds Taniran Kubah,Angkinang Selatan - Tawia - Wawaran,14,172,26,Angkinang Selatan - Tawia - Wawaran,AUTHORITATIVE_V1
7e1308d8-e967-576d-9fd8-ab0e45916b8f,HSS-KAB-173,173,Tawia - Kayu Abang,Tawia - Kayu Abang,173,Tawia - Kayu Abang,Angkinang,Ds. Tawia - Ds. Kayu Abang,Tawia - Kayu Abang,321,173,153,Tawia - Kayu Abang,AUTHORITATIVE_V1
1ae6f596-32ea-5075-8d0b-b9fd5bf53ea4,HSS-KAB-174,174,Bamban Selatan - Tanggang - Panggang Hijau,Bamban Selatan - Tanggang - Panggang Hijau,174,Bamban Selatan - Tangang - Panggang Hijau,Angkinang,Ds. Bamban - Ds. Kayu Abang,Bamban Selatan - Tanggang - Panggang Hijau,34,174,70,Bamban Selatan - Tanggang - Panggang Hijau,AUTHORITATIVE_V1
fb1c51a8-83d4-5145-bba5-69916b462224,HSS-KAB-175,175,Angkinang - Telaga Langsat,Angkinang - Telaga Langsat,175,Angkinang - Telaga Langsat,Angkinang - Telaga Langsat,Ds. Angkinang - Ds. Mandala,Angkinang - Telaga Langsat,13,175,32,Angkinang - Telaga Langsat,AUTHORITATIVE_V1
fe4653e9-8544-53f7-8b5e-fb91ba96a9c5,HSS-KAB-176,176,Bamban Selatan - Pakuan,Bamban Selatan - Pakuan,176,Bamban Selatan - Pakuan,Angkinang - Telaga Langsat,Ds. Bamban Selatan - Ds. Pakuan Timur,Bamban Selatan - Pakuan,32,176,116,Bamban Selatan - Pakuan,AUTHORITATIVE_V1
e0ce9631-cbbe-5390-a672-355e62377076,HSS-KAB-177,177,Bamban Utara - Longawang,Bamban Utara - Longawang,177,Bamban Utara - Longawang,Angkinang - Telaga Langsat,Ds. Bamban Utara - Ds. Longawang,Bamban Utara - Longawang,36,177,112,Bamban Utara - Longawang,AUTHORITATIVE_V1
f9fb610c-66bd-5d6b-99aa-946bd8309439,HSS-KAB-178,178,Angkinang - Kayu Abang - Panggang Hijau,Angkinang - Kayu Abang - Panggang Hijau,178,Angkinang - Kayu Abang - Panggang Hijau,Angkinang,Ds. Angkinang - Ds. Kayu Abang,Angkinang - Kayu Abang - Panggang Hijau,12,178,18,Angkinang - Kayu Abang - Panggang Hijau,AUTHORITATIVE_V1
e1dda79f-f1ca-53fa-9a35-ef193af64cae,HSS-KAB-179,179,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,179,SP. Mandampa Telaga Sili-Sili - SP. Sungai Bungur,Angkinang - Padang Batung,Ds. Angkinang - Ds. Pandulangan,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,274,189,43,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,AUTHORITATIVE_V1
d3b17dd6-ff2c-5c47-a595-22b2b5309716,HSS-KAB-180,180,Sungai Kudung - Kalinduku,Sungai Kudung - Kalinduku,180,Sungai Kudung - Kalinduku,Angkinang,Ds. Bakarung - Ds. Telaga Sili-Sili,Sungai Kudung - Kalinduku,287,180,81,Sungai Kudung - Kalinduku,AUTHORITATIVE_V1
fba82547-ce73-566f-a788-9fcbe07c453b,HSS-KAB-181,181,Bamban Tengah - Lok Nyiur,Bamban Tengah - Lok Nyiur,181,Bamban Tengah - Lok Nyiur,Angkinang,Ds. Bamban,Bamban Tengah - Lok Nyiur,35,181,169,Bamban Tengah - Lok Nyiur,AUTHORITATIVE_V1
04c40b6c-b5e4-52ab-962c-b9b3736ac5ad,HSS-KAB-182,182,Sp. Bakarung Selatan - Sungai Kudung,Sp. Bakarung Selatan - Sungai Kudung,182,Simp. Bakarung Selatan - Sungai Kudung,Angkinang,Ds. Gambah Luar Muka - Ds. Tabihi,Sp. Bakarung Selatan - Sungai Kudung,270,182,256,Sp. Bakarung Selatan - Sungai Kudung,AUTHORITATIVE_V1
a8a5718a-5fb7-585f-922b-0e5489dadd07,HSS-KAB-183,183,Panggang Hijau - Ds. Tawar,Panggang Hijau - Ds. Tawar,183,Jl.Panggang Hijau - DsTawar,Angkinang - Kandangan,Ds. Tawia - Ds. Sungai Kupang,Panggang Hijau - Ds. Tawar,215,183,68,Panggang Hijau - Ds. Tawar,AUTHORITATIVE_V1
31db80b0-b64c-5d91-b838-5d8426adbd2c,HSS-KAB-184,184,Taniran Tengah - Taniran Selatan,Taniran Tengah - Taniran Selatan,184,Taniran Tengah - Taniran Selatan,Angkinang,Ds. Taniran Selatan - Ds. Taniran Kubah,Taniran Tengah - Taniran Selatan,314,184,104,Taniran Tengah - Taniran Selatan,AUTHORITATIVE_V1
cd78ad5e-57de-5f69-abe0-0b168d8d5276,HSS-KAB-185,185,Jl. Kayu Abang - Ds. Anjiran,Kayu Abang - Ds. Anjiran,185,Jl. Kayu Abang - Ds. Anjiran,Angkinang,Ds. Kayu Abang - Ds. Bamban,Kayu Abang - Ds. Anjiran,136,185,197,Kayu Abang - Ds. Anjiran,AUTHORITATIVE_V1
ca0ccf17-ad31-5937-aa38-5cb30d030a56,HSS-KAB-186,186,Jl. Rel Angkinang - TMMD Angkinang,Rel Angkinang - TMMD Angkinang,186,Jl. Rel Angkinang - TMMD Angkinang,Angkinang,Ds. Angkinang Selatan,Rel Angkinang - TMMD Angkinang,239,186,69,Rel Angkinang - TMMD Angkinang,AUTHORITATIVE_V1
fba74e7a-a278-590c-a3c9-dac943efbd3b,HSS-KAB-187,187,Jl. AMD - Ds. Lok Binuang,AMD - Ds. Lok Binuang,187,Jl. AMD - Ds. Lok Binuang,Angkinang,Ds. Lok Binuang - Ds. Telaga Langsat,AMD - Ds. Lok Binuang,8,187,148,AMD - Ds. Lok Binuang,AUTHORITATIVE_V1
e38cfa26-f9d9-50bf-8650-76d43652f7fa,HSS-KAB-188,188,Jl. Pandan Sari - Ds. Angkinang,Pandan Sari - Ds. Angkinang,188,Jl. Pandan Sari,Angkinang,Ds. Angkinang,Pandan Sari - Ds. Angkinang,212,198,271,Pandan Sari - Ds. Angkinang,AUTHORITATIVE_V1
3f1301e9-b2a9-5e2e-8812-2064107102e8,HSS-KAB-189,189,Bamban Selatan - Pakuan Balunan,Bamban Selatan - Pakuan Balunan,189,Jl. Bamban Selatan - Pakuan Balunan,Angkinang,Ds. Bamban Selatan,Bamban Selatan - Pakuan Balunan,33,199,134,Bamban Selatan - Pakuan Balunan,AUTHORITATIVE_V1
fb449268-2cdd-58b7-a175-88e3c080ff71,HSS-KAB-190,190,Kayu Abang - Paya,Kayu Abang - Paya,190,Jl. Kayu Abang - Paya,Angkinang,Ds. Kayu Abang,Kayu Abang - Paya,137,190,233,Kayu Abang - Paya,AUTHORITATIVE_V1
71075970-4e1f-5f31-883c-2449ff248a16,HSS-KAB-191,191,Bamban (Tibung) - Martajiwa,Bamban (Tibung) - Martajiwa,191,Jl. Bamban (Tibung) - Martajiwa,Angkinang,Ds. Bamban,Bamban (Tibung) - Martajiwa,31,191,239,Bamban (Tibung) - Martajiwa,AUTHORITATIVE_V1
7c98d9e5-7940-5e50-b69e-3d027d97341c,HSS-KAB-192,192,Rantauan - Sungai Baru (Jl. Pulau),Rantauan - Sungai Baru (Jl. Pulau),192,Jl. Rantauan - Sungai Baru (Jl. Pulau),Angkinang,Ds. Bakarung - Ds. Taniran Selatan,Rantauan - Sungai Baru (Pulau),237,192,178,Rantauan - Sungai Baru (Pulau),AUTHORITATIVE_V1
fc893e7a-47bf-546c-810a-3019d59e0cec,HSS-KAB-193,193,Telaga Langsat - Pakuan Timur,Telaga Langsat - Pakuan Timur,193,Telaga Langsat - Pakuan Timur,Telaga Langsat,Ds. Mandala - Ds. Pakuan Timur,Telaga Langsat - Pakuan Timur,323,193,89,Telaga Langsat - Pakuan Timur,AUTHORITATIVE_V1
327bed09-66c8-5aec-93c7-22cd9e97eef2,HSS-KAB-194,194,Longawang - Gumbil,Longawang - Gumbil,194,Longawang - Gumbil,Telaga Langsat,Ds. Longawang - Ds. Gumbil,Longawang - Gumbil,151,194,138,Longawang - Gumbil,AUTHORITATIVE_V1
a968cba7-9f86-52bc-93d8-60aa36f9b861,HSS-KAB-195,195,Mandampa - Longawang,Mandampa - Longawang,195,Mandampa - Longawang,Telaga Langsat,Ds. Lok Binuang - Ds. Longawang,Mandampa - Longawang,160,195,87,Mandampa - Longawang,AUTHORITATIVE_V1
afffb22f-d27b-5ab4-9b2c-8f299cd8c61d,HSS-KAB-196,196,Gumbil - Masimpan,Gumbil - Masimpan,196,Gumbil - Masimpan,Telaga Langsat,Ds. Gumbil - Ds. Mandala,Gumbil - Masimpan,80,196,39,Gumbil - Masimpan,AUTHORITATIVE_V1
a3a6bdd2-35f7-5669-a6a3-ef773df2472c,HSS-KAB-197,197,Hamak Timur - Umpaya,Hamak Timur - Umpaya,197,Hamak Timur - Umpaya,Telaga Langsat,Ds. Hamak Timur - Ds. Hamak Utara,Hamak Timur - Umpaya,92,197,56,Hamak Timur - Umpaya,AUTHORITATIVE_V1
b735ea45-4024-580e-9aa3-dfcf67e7959e,HSS-KAB-198,198,Hamak - Umbai,Hamak - Umbai,198,Jl. Hamak - Umbai,Telaga Langsat,Ds. Hamak,Hamak - Umbai,91,198,198,Hamak - Umbai,AUTHORITATIVE_V1
7d3a8d39-4769-51d7-802b-851822de7d7f,HSS-KAB-199,199,Hamak Utara - Samaragi,Hamak Utara - Samaragi,199,Jl. Hamak Utara - Samaragi,Telaga Langsat,Ds. Hamak Timur,Hamak Utara - Samaragi,93,199,307,Hamak Utara - Samaragi,AUTHORITATIVE_V1
a05eacfa-9357-5d4a-9ffa-439f2faf5026,HSS-KAB-200,200,Umpaya - Tumarin,Umpaya - Tumarin,200,Jl. Umpaya - Tumarin,Telaga Langsat,Ds. Hamak Utara,Umpaya - Tumarin,345,200,254,Umpaya - Tumarin,AUTHORITATIVE_V1
1f80c40f-b30d-50c2-896b-3b730d0bf8c1,HSS-KAB-201,201,Jl. Sungai Durian - Ds. Gumbil,Sungai Durian - Ds. Gumbil,201,Jl. Sungai Durian - Ds. Gumbil,Telaga Langsat,Ds. Gumbil,Sungai Durian - Ds. Gumbil,283,201,201,Sungai Durian - Ds. Gumbil,AUTHORITATIVE_V1
6d6c40df-0159-5eb6-9dfd-3c5856d4fb0c,HSS-KAB-202,202,Pantai Langsat - Umpaya,Pantai Langsat - Umpaya,202,Jl. Pantai Langsat - Umpaya,Telaga Langsat,Ds. Hamak Utara,Pantai Langsat - Umpaya,219,202,52,Pantai Langsat - Umpaya,AUTHORITATIVE_V1
2fbc212a-0adc-5484-bbb5-a8547e4d85f9,HSS-KAB-203,203,Halayung - Hantarukung,Halayung - Hantarukung,203,Jl. Halayung - Hantarukung,Simpur,Ds. Ulin - Ds. Wasah Hilir,Halayung - Hantarukung,89,203,125,Halayung - Hantarukung,AUTHORITATIVE_V1
00f4e7dd-20bc-52f9-9538-27da26b39136,HSS-KAB-204,204,Wasah Hulu - Amparaya - Simpur,Wasah Hulu - Amparaya - Simpur,204,Wasah Hulu - Amparaya - Simpur,Simpur,Ds. Wasah Hulu - Ds. Simpur,Wasah Hulu - Amparaya - Simpur,349,204,23,Wasah Hulu - Amparaya - Simpur,AUTHORITATIVE_V1
037ceb04-335d-5238-b5e7-c9aa54b97732,HSS-KAB-205,205,Wasah Hilir - Sarang Halang,Wasah Hilir - Sarang Halang,205,Wasah Hilir - Sarang Halang,Simpur - Sungai Raya,Ds. Wasah Hilir - Ds. Sarang Halang,Wasah Hilir - Sarang Halang,348,205,76,Wasah Hilir - Sarang Halang,AUTHORITATIVE_V1
f4478042-c125-520e-9e15-0a9a0ad78661,HSS-KAB-206,206,Simpur - Simp. Bilui,Simpur - Simp. Bilui,206,Simpur - Simpang Bilui,Simpur,Ds. Simpur,Simpur - Simp. Bilui,258,206,193,Simpur - Simp. Bilui,AUTHORITATIVE_V1
d7c68120-d096-583b-88fd-ddedf111aef8,HSS-KAB-207,207,Simpur - Sp. 3 Muara Paring Agung,Simpur - Sp. 3 Muara Paring Agung,207,Simpur - SP.3 Muara Paring Agung,Simpur - Sungai Raya,Ds. Simpur - Ds.Paring Agung,Simpur - Sp. 3 Muara Paring Agung,259,207,90,Simpur - Sp. 3 Muara Paring Agung,AUTHORITATIVE_V1
304062ed-d501-583f-98f1-e1e890d327a0,HSS-KAB-208,208,Wasah Tengah - Sungai Tarap,Wasah Tengah - Sungai Tarap,208,Wasah Tengah - Sungai Tarap,Simpur,Ds. Wasah Tengah - Ds. Sarang Halang,Wasah Tengah - Sungai Tarap,350,208,73,Wasah Tengah - Sungai Tarap,AUTHORITATIVE_V1
b4367de9-0904-51d4-9d9d-54239fd38b95,HSS-KAB-209,209,Wasah Hilir - Amparaya,Wasah Hilir - Amparaya,209,Wasah Hilir - Amparaya,Simpur,Ds. Wasah Hilir - Ds. Panjampang Bahagia,Wasah Hilir - Amparaya,347,209,84,Wasah Hilir - Amparaya,AUTHORITATIVE_V1
4fcf8593-9960-52bf-a88a-36411aea37ce,HSS-KAB-210,210,Panjampang Bahagia - Bayur,Panjampang Bahagia - Bayur,210,Panjampang Bahagia - Bayur,Simpur,Ds. Panjampang Bahagia - Ds. Pantai Ulin,Panjampang Bahagia - Bayur,217,210,150,Panjampang Bahagia - Bayur,AUTHORITATIVE_V1
e678c2d8-75a2-55dc-acd4-0b4f99fb54d0,HSS-KAB-211,211,Ulin - Tanggul (Balai Mas),Ulin - Tanggul (Balai Mas),211,Ulin - Tanggul (Balai Mas),Simpur,Ds. Ulin - Ds. Pantai Ulin,Ulin - Tanggul (Balai Mas),344,211,64,Ulin - Tanggul (Balai Mas),AUTHORITATIVE_V1
d293f439-66eb-559b-9f0f-691f88737145,HSS-KAB-212,212,Panjampang Bahagia - Hanau,Panjampang Bahagia - Hanau,212,Panjampang Bahagia - Hanau,Simpur,Ds. Panjampang Bahagia,Panjampang Bahagia - Hanau,218,212,46,Panjampang Bahagia - Hanau,AUTHORITATIVE_V1
f12038cb-bea1-5fa0-981a-7b78d1ccd290,HSS-KAB-213,213,Jl. Halaban,Halaban,213,Jl. Halaban,Simpur,Ds. Amparaya - Ds. Garunggang,Halaban,88,213,111,Halaban,AUTHORITATIVE_V1
43d4c9d9-e55b-5731-a202-9fcc92780a46,HSS-KAB-214,214,Amparaya - Karangan - Hanau,Amparaya - Karangan - Hanau,214,Jl. Amparaya-Karangan - Hanau,Simpur,Ds. Amparaya - Ds. Panjampang Bahagia,Amparaya - Karangan - Hanau,9,214,53,Amparaya - Karangan - Hanau,AUTHORITATIVE_V1
cab57aaf-7702-5061-885e-d9caf5cf366f,HSS-KAB-215,215,Jl. Kalimput Desa Wasah Hilir,Kalimput Desa Wasah Hilir,215,Jl. Kalimput Ds. Wasah Hilir,Simpur,Ds. Wasah Hilir - Ds. Garunggang,Kalimput Desa Wasah Hilir,119,215,205,Kalimput Desa Wasah Hilir,AUTHORITATIVE_V1
490ebc10-2e9a-5d51-87a1-55665a7e7b6a,HSS-KAB-216,216,Jl. Sungai Kacil I - Kapuh Padang,Sungai Kacil I - Kapuh Padang,216,Jl. Sungai Kacil I - Kapuh Padang,Simpur,Ds. Wasah Hilir - Ds. Kapuh,Sungai Kacil I - Kapuh Padang,284,216,163,Sungai Kacil I - Kapuh Padang,AUTHORITATIVE_V1
8f5949cf-7ae7-57b6-a066-21e37f0d1017,HSS-KAB-217,217,Jl. Sungai Kacil II,Sungai Kacil II,217,Jl. Sungai Kacil II,Simpur,Ds. Wasah Hilir,Sungai Kacil II,285,217,284,Sungai Kacil II,AUTHORITATIVE_V1
c70ae842-f997-5c61-8814-18d054689fd9,HSS-KAB-218,218,Jl. Papagaran - Ds. Amawang Kanan,Papagaran - Ds. Amawang Kanan,218,Jl. Papagaran - Ds. Amawang Kanan,Simpur,Ds. Amawang Kanan,Papagaran - Ds. Amawang Kanan,220,218,257,Papagaran - Ds. Amawang Kanan,AUTHORITATIVE_V1
4adf2493-35c2-5cbd-a5da-4f3ca9e0b94a,HSS-KAB-219,219,Balaimas - Hanau,Balaimas - Hanau,219,Jl. Balaimas - Hanau,Simpur,Ds. Pantai Ulin - Ds.Panjampang Bahagia,Balaimas - Hanau,27,219,101,Balaimas - Hanau,AUTHORITATIVE_V1
050a2a8d-fa6e-5c77-9192-96c72d540428,HSS-KAB-220,220,Garunggang - Hantamangu,Garunggang - Hantamangu,220,Garunggang - Hantamangu,Simpur,Ds. Garunggang,Garunggang - Hantamangu,76,220,180,Garunggang - Hantamangu,AUTHORITATIVE_V1
8bf61cf0-47a5-5a9c-8099-3ba1011bd207,HSS-KAB-221,221,Jl. KH. Ramli - DS. Amparaya,KH. Ramli - DS. Amparaya,221,Jl. KH. Ramli,Simpur,Ds. Amparaya,KH. Ramli - DS. Amparaya,142,221,295,KH. Ramli - DS. Amparaya,AUTHORITATIVE_V1
2bf8795c-61b8-51bb-8c1f-843696f3333c,HSS-KAB-222,222,Jl. Tungkaran - Ds. Ulin,Tungkaran - Ds. Ulin,222,Jl. Tungkaran,Simpur,Ds. Wasah Hulu - Ds. Ulin,Tungkaran - Ds. Ulin,341,222,173,Tungkaran - Ds. Ulin,AUTHORITATIVE_V1
78581534-2db8-56ea-858a-308462a046ed,HSS-KAB-223,223,Jl. Mondar (Ulin-Pantai Ulin) - Ds. Ulin,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,223,Jl. Mondar (Ulin - Pantai Ulin),Simpur - Kandangan,Ds. Ulin - Ds. Pantai Ulin,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,177,223,128,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,AUTHORITATIVE_V1
8de7b5fe-9ec9-55f4-8903-f7e515545290,HSS-KAB-224,224,Jl. Pendawa - Ds. Tebing Tinggi,Pendawa - Ds. Tebing Tinggi,224,Jl. Pendawa - Ds. Tebing Tinggi,Simpur,Ds. Tebing Tinggi,Pendawa - Ds. Tebing Tinggi,230,224,217,Pendawa - Ds. Tebing Tinggi,AUTHORITATIVE_V1
dc5cfa34-6be9-5d67-9469-6f4f2ef4e5e7,HSS-KAB-225,225,Jl. Mangamol - Ds. Pantai Ulin,Mangamol - Ds. Pantai Ulin,225,Jl. Mangamol,Simpur,Ds. Pantai Ulin,Mangamol - Ds. Pantai Ulin,162,225,235,Mangamol - Ds. Pantai Ulin,AUTHORITATIVE_V1
6cb07bea-41d6-538e-beaf-4b568e24b1e4,HSS-KAB-226,226,Jl. Guru H. Izim - Ds. Pantai Ulin,Guru H. Izim - Ds. Pantai Ulin,226,Jl. Guru H. Izim,Simpur,Ds. Pantai Ulin,Guru H. Izim - Ds. Pantai Ulin,81,226,248,Guru H. Izim - Ds. Pantai Ulin,AUTHORITATIVE_V1
bd5646e6-d9fd-55ce-8f33-48b038471a72,HSS-KAB-227,227,Jl. Rawati - Ds. Panjampang Bahagia,Rawati - Ds. Panjampang Bahagia,227,Jl. Rawati,Simpur,Ds. Ulin - Ds. Pantai Ulin,Rawati - Ds. Panjampang Bahagia,238,227,176,Rawati - Ds. Panjampang Bahagia,AUTHORITATIVE_V1
3dded79d-aa02-5261-91bb-d9d21962c604,HSS-KAB-228,228,Jl. Pianggu,Pianggu,228,Jl. Pianggu,Simpur,Ds. Wasah Hilir - Ds. Amparaya,Pianggu,234,228,218,Pianggu,AUTHORITATIVE_V1
ef5642ee-4a37-5549-8c7b-2116a4ec35c8,HSS-KAB-229,229,Jl. Buluh - Ds. Tebing Tinggi,Buluh - Ds. Tebing Tinggi,229,Jl. Buluh Ds. Tebing Tinggi,Simpur,Ds. Tebing Tinggi - Ds. Garunggang,Buluh - Ds. Tebing Tinggi,60,229,165,Buluh - Ds. Tebing Tinggi,AUTHORITATIVE_V1
5766eff4-e1cb-5a49-b98e-2a48b603bed0,HSS-KAB-230,230,Jl. H. Saim Garunggang - Kalimput,H. Saim Garunggang - Kalimput,230,Jl. H. Saim/Garunggang,Simpur,Ds. Garunggang,H. Saim Garunggang - Kalimput,83,230,228,H. Saim Garunggang - Kalimput,AUTHORITATIVE_V1
4a782df6-4f20-55af-9679-c131171e2a5e,HSS-KAB-231,231,Jl. Padang Haur - Ds. Wasah Tengah,Padang Haur - Ds. Wasah Tengah,231,Jl. Padang Haur - Ds. Wasah Tengah,Simpur,Ds. Wasah Tengah - Ds. Ulin,Padang Haur - Ds. Wasah Tengah,195,231,174,Padang Haur - Ds. Wasah Tengah,AUTHORITATIVE_V1
a99848c6-3654-5bc6-ab60-f753ae7d86f0,HSS-KAB-232,232,Jl. Gerilya - Ds. Simpur,Gerilya - Ds. Simpur,232,Jl. Gerilya Ds. Simpur,Simpur,Ds. Tebing Tinggi - Ds. Simpur,Gerilya - Ds. Simpur,77,232,259,Gerilya - Ds. Simpur,AUTHORITATIVE_V1
a3f72fd6-5c93-543d-b1a3-5c371e0f87db,HSS-KAB-233,233,Jl. Jangkang - Ds. Wasah Hilir,Jangkang - Ds. Wasah Hilir,233,Jl. Jangkang - Ds. Wasah Hilir,Simpur,Ds. Wasah Hilir - Ds. Garunggang,Jangkang - Ds. Wasah Hilir,111,233,294,Jangkang - Ds. Wasah Hilir,AUTHORITATIVE_V1
931275e5-9775-5489-880e-e85018397906,HSS-KAB-234,234,Jl. Air Miris - Ds. Wasah Hilir,Air Miris - Ds. Wasah Hilir,234,Jl. Air Miris,Simpur,Ds. Wasah Tengah,Air Miris - Ds. Wasah Hilir,2,234,189,Air Miris - Ds. Wasah Hilir,AUTHORITATIVE_V1
4961f521-3eb7-59ef-acb7-4217dafc623b,HSS-KAB-235,235,Jl. Tandik - Ds. Wasah Hilir,Tandik - Ds. Wasah Hilir,235,Tandik - Wasah Hilir,Simpur,Ds. Kapuh - Ds. Wasah Tengah,Tandik - Ds. Wasah Hilir,310,235,264,Tandik - Ds. Wasah Hilir,AUTHORITATIVE_V1
8f465ce3-a291-562c-a5eb-c45a778afd47,HSS-KAB-236,236,Jl. Ds. Kapuh Tengah (Jl. Menuju Majelis Talim),Ds. Kapuh Tengah (Jl. Menuju Majelis Talim),236,Jl. Ds. Kapuh Tengah (Jl. Menuju Majelis Taklim),Simpur,Ds. Kapuh,Ds. Kapuh Tengah (Menuju Majelis Talim),67,236,250,Ds. Kapuh Tengah (Menuju Majelis Talim),AUTHORITATIVE_V1
5edf09b1-6b81-53ec-80ab-e4670a872e74,HSS-KAB-237,237,Jl. Karampaci - Ds. Kapuh,Karampaci - Ds. Kapuh,237,Jl. Karampaci,Simpur,Ds. Kapuh - Ds. Wasah Tengah,Karampaci - Ds. Kapuh,131,237,260,Karampaci - Ds. Kapuh,AUTHORITATIVE_V1
3674647f-78a4-5e1e-bd71-2966eb95057c,HSS-KAB-238,238,Jl. At-Taubah - Ds. Kapuh,At-Taubah - Ds. Kapuh,238,Jl. At-Taubah,Simpur,Ds. Kapuh,At-Taubah - Ds. Kapuh,19,238,267,At-Taubah - Ds. Kapuh,AUTHORITATIVE_V1
50ccdbe5-50f5-59ff-851b-743855036009,HSS-KAB-239,239,Jl. Firdaus - Ds. Kapuh,Firdaus - Ds. Kapuh,239,Jl. Firdaus,Simpur,Ds. Kapuh,Firdaus - Ds. Kapuh,68,239,308,Firdaus - Ds. Kapuh,AUTHORITATIVE_V1
