source_system,source_record_id,source_name,bridge_source,road_key,canonical_display_name,match_method,match_status
dataset_ml_clean,19,Hulu Banyu - Datar Mangkung - Tumingki,historical_normative_workbook.nama_ruas,HSS-KAB-273,Hulu Banyu - Datar Mangkung - Tumingki,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,131,Hulu Banyu - Pantai Langsat,historical_normative_workbook.nama_ruas,HSS-KAB-268,Hulu Banyu - Pantai Langsat,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,67,Ida Manggala - Padang Makmur,historical_normative_workbook.nama_ruas,HSS-KAB-099,Ida Manggala - Padang Makmur,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,321,Inst. PDAM Negara,historical_normative_workbook.nama_ruas,HSS-KAB-296,Inst. PDAM Negara,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,187,Jafri Zamzam,historical_normative_workbook.nama_ruas,HSS-KAB-029,Jafri Zamzam,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,142,Jambu Hulu - Paku Pantai,historical_normative_workbook.nama_ruas,HSS-KAB-159,Jambu Hulu - Paku Pantai,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,294,Jangkang - Ds. Wasah Hilir,historical_normative_workbook.nama_ruas,HSS-KAB-233,Jangkang - Ds. Wasah Hilir,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,136,Jangkang - Pantai Ulin,historical_normative_workbook.nama_ruas,HSS-KAB-062,Jangkang - Pantai Ulin,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,230,Jarau - Parandakan,historical_normative_workbook.nama_ruas,HSS-KAB-127,Jarau - Parandakan,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,96,Jend. Sudirman,historical_normative_workbook.nama_ruas,HSS-KAB-034,Jend. Sudirman,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,117,Kacang Parang (Ulang) - Balai Mawak-Kias,historical_normative_workbook.nama_ruas,HSS-KAB-284,Kacang Parang (Ulang) - Balai Mawak-Kias,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,213,Kacang Parang (Ulang) - Balai Wariung,historical_normative_workbook.nama_ruas,HSS-KAB-285,Kacang Parang (Ulang) - Balai Wariung,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,272,Kalaka Dayuh - Ds. Sungai Raya Utara,historical_normative_workbook.nama_ruas,HSS-KAB-134,Kalaka Dayuh - Ds. Sungai Raya Utara,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,276,Kalaka Indah - Perumnas Tibung,historical_normative_workbook.nama_ruas,HSS-KAB-065,Kalaka Indah - Perumnas Tibung,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,205,Kalimput Desa Wasah Hilir,historical_normative_workbook.nama_ruas,HSS-KAB-215,Kalimput Desa Wasah Hilir,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,51,Kaliring - Sp. Padang Batung,historical_normative_workbook.nama_ruas,HSS-KAB-144,Kaliring - Sp. Padang Batung,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,37,Kalumpang - Balimau,historical_normative_workbook.nama_ruas,HSS-KAB-247,Kalumpang - Balimau,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,91,Kalumpang - Baruh,historical_normative_workbook.nama_ruas,HSS-KAB-252,Kalumpang - Baruh,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,29,Kalumpang (Ds. Balanti) - Teratai,historical_normative_workbook.nama_ruas,HSS-KAB-248,Kalumpang (Ds. Balanti) - Teratai,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,219,Kalumpang Selatan - Ds. Asam Tamiyang,historical_normative_workbook.nama_ruas,HSS-KAB-255,Kalumpang Selatan - Ds. Asam Tamiyang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,335,Kamboja,historical_normative_workbook.nama_ruas,HSS-KAB-014,Kamboja,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,293,Kaminting Batu,historical_normative_workbook.nama_ruas,HSS-KAB-333,Kaminting Batu,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,298,Kampung Kawat,historical_normative_workbook.nama_ruas,HSS-KAB-332,Kampung Kawat,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,171,Kandangan Hulu - Sp. Tabihi,historical_normative_workbook.nama_ruas,HSS-KAB-049,Kandangan Hulu - Sp. Tabihi,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,301,Kantor Camat Daha Selatan II,historical_normative_workbook.nama_ruas,HSS-KAB-307,Kantor Camat Daha Selatan II,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,347,Kantor Camat Loksado II,historical_normative_workbook.nama_ruas,HSS-KAB-270,Kantor Camat Loksado II,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,260,Karampaci - Ds. Kapuh,historical_normative_workbook.nama_ruas,HSS-KAB-237,Karampaci - Ds. Kapuh,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,184,Karang Intan - Tanah Bangkang,historical_normative_workbook.nama_ruas,HSS-KAB-109,Karang Intan - Tanah Bangkang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,62,Karang Jawa -Ambarai - Sungai Bungur,historical_normative_workbook.nama_ruas,HSS-KAB-138,Karang Jawa -Ambarai - Sungai Bungur,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,126,Karasikan - Sarang Halang,historical_normative_workbook.nama_ruas,HSS-KAB-103,Karasikan - Sarang Halang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,207,Karya Bakti - Ds. Balimau,historical_normative_workbook.nama_ruas,HSS-KAB-257,Karya Bakti - Ds. Balimau,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,197,Kayu Abang - Ds. Anjiran,historical_normative_workbook.nama_ruas,HSS-KAB-185,Kayu Abang - Ds. Anjiran,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,233,Kayu Abang - Paya,historical_normative_workbook.nama_ruas,HSS-KAB-190,Kayu Abang - Paya,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,329,Kenanga,historical_normative_workbook.nama_ruas,HSS-KAB-012,Kenanga,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,305,Kenanga - Ds. Baruh Kambang,historical_normative_workbook.nama_ruas,HSS-KAB-315,Kenanga - Ds. Baruh Kambang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,234,Keramat Sakti - Ds. Tebing Tinggi,historical_normative_workbook.nama_ruas,HSS-KAB-350,Keramat Sakti - Ds. Tebing Tinggi,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,314,Kesehatan - Komp. Rmh Dokter,historical_normative_workbook.nama_ruas,HSS-KAB-037,Kesehatan - Komp. Rmh Dokter,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,295,KH. Ramli - DS. Amparaya,historical_normative_workbook.nama_ruas,HSS-KAB-221,KH. Ramli - DS. Amparaya,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,331,Kolonel Sugiono,historical_normative_workbook.nama_ruas,HSS-KAB-024,Kolonel Sugiono,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,199,KS. Tubun,historical_normative_workbook.nama_ruas,HSS-KAB-016,KS. Tubun,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,238,Lambuk - Ds. Tumingki,historical_normative_workbook.nama_ruas,HSS-KAB-274,Lambuk - Ds. Tumingki,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,21,Loklahung - Kamawakan,historical_normative_workbook.nama_ruas,HSS-KAB-261,Loklahung - Kamawakan,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,221,Loklahung - Malaris,historical_normative_workbook.nama_ruas,HSS-KAB-264,Loklahung - Malaris,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,17,Loksado - Haratai,historical_normative_workbook.nama_ruas,HSS-KAB-260,Loksado - Haratai,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,168,Loksado - Loklahung,historical_normative_workbook.nama_ruas,HSS-KAB-259,Loksado - Loklahung,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,103,Loksado - Pantai Dusin,historical_normative_workbook.nama_ruas,HSS-KAB-286,Loksado - Pantai Dusin,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,138,Longawang - Gumbil,historical_normative_workbook.nama_ruas,HSS-KAB-194,Longawang - Gumbil,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,283,Lorong Bupati,historical_normative_workbook.nama_ruas,HSS-KAB-081,Lorong Bupati,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,82,Madang - Ambutun,historical_normative_workbook.nama_ruas,HSS-KAB-152,Madang - Ambutun,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,286,Makam Habib - Desa Lumpangi,historical_normative_workbook.nama_ruas,HSS-KAB-279,Makam Habib - Desa Lumpangi,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,147,Malaris - Loapanggang,historical_normative_workbook.nama_ruas,HSS-KAB-275,Malaris - Loapanggang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,3,Malilingin - Lokbahan - Paniungan,historical_normative_workbook.nama_ruas,HSS-KAB-141,Malilingin - Lokbahan - Paniungan,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,49,Malilingin - Muara Hariang,historical_normative_workbook.nama_ruas,HSS-KAB-157,Malilingin - Muara Hariang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,57,Malinau - Kandihin,historical_normative_workbook.nama_ruas,HSS-KAB-287,Malinau - Kandihin,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,5,Malinau - Katingin - Kamawakan,historical_normative_workbook.nama_ruas,HSS-KAB-263,Malinau - Katingin - Kamawakan,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,87,Mandampa - Longawang,historical_normative_workbook.nama_ruas,HSS-KAB-195,Mandampa - Longawang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,28,Mandapai - Madang,historical_normative_workbook.nama_ruas,HSS-KAB-143,Mandapai - Madang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,235,Mangamol - Ds. Pantai Ulin,historical_normative_workbook.nama_ruas,HSS-KAB-225,Mangamol - Ds. Pantai Ulin,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,60,Mangaris - Limau Manis,historical_normative_workbook.nama_ruas,HSS-KAB-120,Mangaris - Limau Manis,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,166,Manggis - Ds. Baru,historical_normative_workbook.nama_ruas,HSS-KAB-131,Manggis - Ds. Baru,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,232,Mangunang - Ds. Sungai Raya Utara,historical_normative_workbook.nama_ruas,HSS-KAB-117,Mangunang - Ds. Sungai Raya Utara,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,274,Matang Gadung - Halalang,historical_normative_workbook.nama_ruas,HSS-KAB-115,Matang Gadung - Halalang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,2,Mawangi - Bukuanin - Telaga Langsat,historical_normative_workbook.nama_ruas,HSS-KAB-142,Mawangi - Bukuanin - Telaga Langsat,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,100,Mawangi - Pariangan,historical_normative_workbook.nama_ruas,HSS-KAB-158,Mawangi - Pariangan,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,319,Mawar (Kandangan Utara),historical_normative_workbook.nama_ruas,HSS-KAB-013,Mawar (Kandangan Utara),EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,330,Mawar (Daha Selatan),historical_normative_workbook.nama_ruas,HSS-KAB-295,Mawar (Daha Selatan),EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,195,Menuju SMP 7 - Ds. Gambah Dalam,historical_normative_workbook.nama_ruas,HSS-KAB-078,Menuju SMP 7 - Ds. Gambah Dalam,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,270,Menuju SMPN Malilingin,historical_normative_workbook.nama_ruas,HSS-KAB-163,Menuju SMPN Malilingin,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,311,Menuju Stadion 2 Desember,historical_normative_workbook.nama_ruas,HSS-KAB-007,Menuju Stadion 2 Desember,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,216,Merah Johansyah - Melati,historical_normative_workbook.nama_ruas,HSS-KAB-006,Merah Johansyah - Jl. Melati,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,336,Mesjid Quba,historical_normative_workbook.nama_ruas,HSS-KAB-059,Mesjid Quba,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,309,MIN Pandak Daun,historical_normative_workbook.nama_ruas,HSS-KAB-325,MIN Pandak Daun,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,128,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,historical_normative_workbook.nama_ruas,HSS-KAB-223,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,350,Monumen 17 Mei - Mandapai,historical_normative_workbook.nama_ruas,HSS-KAB-153,Monumen 17 Mei - Mandapai,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,145,Muara Banta - Karang Jawa,historical_normative_workbook.nama_ruas,HSS-KAB-047,Muara Banta - Karang Jawa,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,63,Muara Hariang - Bayumbung,historical_normative_workbook.nama_ruas,HSS-KAB-165,Muara Hariang - Bayumbung,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,273,Muara Kitar - Desa Lumpangi,historical_normative_workbook.nama_ruas,HSS-KAB-267,Muara Kitar - Desa Lumpangi,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,47,Muara Pipii - Tambak Pipii,historical_normative_workbook.nama_ruas,HSS-KAB-155,Muara Pipii - Tambak Pipii,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,269,Munggu Raya - Ds. Hariti,historical_normative_workbook.nama_ruas,HSS-KAB-121,Munggu Raya - Ds. Hariti,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,229,Mungkur Galah - Lokpaikat,historical_normative_workbook.nama_ruas,HSS-KAB-128,Mungkur Galah - Lokpaikat,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,35,Muning Tengah - Batang Alai (Pihanin Raya),historical_normative_workbook.nama_ruas,HSS-KAB-301,Muning Tengah - Batang Alai (Pihanin Raya),EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,1,Muning Tengah - Ds. Muning Dalam,historical_normative_workbook.nama_ruas,HSS-KAB-302,Muning Tengah - Ds. Muning Dalam,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,277,Musyawarah (Kandangan),historical_normative_workbook.nama_ruas,HSS-KAB-020,Musyawarah (Kandangan),EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,302,Musyawarah (Nagara),historical_normative_workbook.nama_ruas,HSS-KAB-292,Musyawarah (Nagara),EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,258,Negara - Tumbukan Banyu,historical_normative_workbook.nama_ruas,HSS-KAB-304,Negara - Tumbukan Banyu,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,312,Newangsekarti - Ds. Gambah Luar Muka,historical_normative_workbook.nama_ruas,HSS-KAB-070,Newangsekarti - Ds. Gambah Luar Muka,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,118,Niagara (Ds. Halunuk) - Ayan,historical_normative_workbook.nama_ruas,HSS-KAB-262,Niagara (Ds. Halunuk) - Ayan,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,278,Nomura,historical_normative_workbook.nama_ruas,HSS-KAB-080,Nomura,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,287,Nusa Indah,historical_normative_workbook.nama_ruas,HSS-KAB-010,Nusa Indah,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,6,Padang Batung - Batulaki - Malilingin,historical_normative_workbook.nama_ruas,HSS-KAB-140,Padang Batung - Batulaki - Malilingin,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,174,Padang Haur - Ds. Wasah Tengah,historical_normative_workbook.nama_ruas,HSS-KAB-231,Padang Haur - Ds. Wasah Tengah,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,236,Padang Palas,historical_normative_workbook.nama_ruas,HSS-KAB-063,Padang Palas,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,106,Padang Rasau (Tambak Tamiang) - Paku Pantai,historical_normative_workbook.nama_ruas,HSS-KAB-161,Padang Rasau (Tambak Tamiang) - Paku Pantai,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,333,Pagar Haur - Malutu,historical_normative_workbook.nama_ruas,HSS-KAB-145,Pagar Haur - Malutu,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,74,Pagat Batu - Muara Hariang,historical_normative_workbook.nama_ruas,HSS-KAB-148,Pagat Batu - Muara Hariang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,202,Paharuangan - Asam Dua,historical_normative_workbook.nama_ruas,HSS-KAB-122,Paharuangan - Asam Dua,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,123,Paharuangan - Sei. Raya Selatan,historical_normative_workbook.nama_ruas,HSS-KAB-111,Paharuangan - Sei. Raya Selatan,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,296,Pajah Api - Ds. Kapuh,historical_normative_workbook.nama_ruas,HSS-KAB-244,Pajah Api - Ds. Kapuh,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,130,Pakan Dalam - Kaminting Batu,historical_normative_workbook.nama_ruas,HSS-KAB-328,Pakan Dalam - Kaminting Batu,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,303,Pakan Dalam I,historical_normative_workbook.nama_ruas,HSS-KAB-321,Pakan Dalam I,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,313,Pakan Dalam II,historical_normative_workbook.nama_ruas,HSS-KAB-322,Pakan Dalam II,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,315,Pakan Dalam III,historical_normative_workbook.nama_ruas,HSS-KAB-323,Pakan Dalam III,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,127,Paku (Jambu Hulu) - Ganda,historical_normative_workbook.nama_ruas,HSS-KAB-149,Paku (Jambu Hulu) - Ganda,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,167,Palajau - Ds. Baluti,historical_normative_workbook.nama_ruas,HSS-KAB-083,Palajau - Ds. Baluti,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,214,Palas - Ds. Wasah Tengah,historical_normative_workbook.nama_ruas,HSS-KAB-241,Palas - Ds. Wasah Tengah,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,15,Pandak Daun - Baruh Jaya - Samuda,historical_normative_workbook.nama_ruas,HSS-KAB-310,Pandak Daun - Baruh Jaya - Samuda,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,139,Pandak Daun (Buntut Muradiyah) - Pakan Dalam,historical_normative_workbook.nama_ruas,HSS-KAB-327,Pandak Daun (Buntut Muradiyah) - Pakan Dalam,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,271,Pandan Sari - Ds. Angkinang,historical_normative_workbook.nama_ruas,HSS-KAB-188,Pandan Sari - Ds. Angkinang,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,188,Pandulangan - Kalinduku,historical_normative_workbook.nama_ruas,HSS-KAB-170,Pandulangan - Kalinduku,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,253,Pangeran Antasari - Loklua,historical_normative_workbook.nama_ruas,HSS-KAB-001,Pangeran Antasari - Loklua,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,68,Panggang Hijau - Ds. Tawar,historical_normative_workbook.nama_ruas,HSS-KAB-183,Panggang Hijau - Ds. Tawar,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,186,Panglima Batur,historical_normative_workbook.nama_ruas,HSS-KAB-009,Panglima Batur,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,150,Panjampang Bahagia - Bayur,historical_normative_workbook.nama_ruas,HSS-KAB-210,Panjampang Bahagia - Bayur,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,46,Panjampang Bahagia - Hanau,historical_normative_workbook.nama_ruas,HSS-KAB-212,Panjampang Bahagia - Hanau,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
dataset_ml_clean,52,Pantai Langsat - Umpaya,historical_normative_workbook.nama_ruas,HSS-KAB-202,Pantai Langsat - Umpaya,EXACT_SOURCE_NAME_TO_HISTORICAL_THEN_VERIFIED_CANONICAL,VERIFIED
