road_key,canonical_display_name,alias_name,source_system,alias_role
HSS-KAB-140,Padang Batung - Batulaki - Malilingin,Padang Batung - Batulaki - Malilingin,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-140,Padang Batung - Batulaki - Malilingin,Padang Batung - Batu Laki - Malilingin,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-141,Malilingin - Lokbahan - Paniungan,Malilingin - Lokbahan - Paniungan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-142,Mawangi - Bukuanin - Telaga Langsat,Mawangi - Bukuanin - Telaga Langsat,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-143,Mandapai - Madang,Mandapai - Madang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-144,Kaliring - Sp. Padang Batung,Kaliring - Sp. Padang Batung,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-144,Kaliring - Sp. Padang Batung,Kaliring - SP. Padang Batung,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-145,Pagar Haur - Malutu,Pagar Haur - Malutu,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-146,Simpang Malutu - Pahampangan,Simpang Malutu - Pahampangan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-147,Simpang Malutu - Tambak,Simpang Malutu - Tambak,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-148,Pagat Batu - Muara Hariang,Pagat Batu - Muara Hariang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-149,Paku (Jambu Hulu) - Ganda,Paku (Jambu Hulu) - Ganda,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-150,Sp.3 Bukuanin - Riam Talo,Sp.3 Bukuanin - Riam Talo,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-150,Sp.3 Bukuanin - Riam Talo,SP.3 Bukuanin - Riam Talo,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-151,Sp.3 Bukuanin - Tayub,Sp.3 Bukuanin - Tayub,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-151,Sp.3 Bukuanin - Tayub,SP.3 Bukuanin - Tayub,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-152,Madang - Ambutun,Madang - Ambutun,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-153,Monumen 17 Mei - Mandapai,Jl. Monumen 17 Mei - Mandapai,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-154,Batu Laki - Muara Pipii,Batu Laki - Muara Pipii,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-154,Batu Laki - Muara Pipii,Batulaki - Muara Pipii,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-155,Muara Pipii - Tambak Pipii,Muara Pipii - Tambak Pipii,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-156,Tambak Pipii - Malilingin,Tambak Pipii - Malilingin,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-157,Malilingin - Muara Hariang,Malilingin - Muara Hariang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-158,Mawangi - Pariangan,Mawangi - Pariangan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-159,Jambu Hulu - Paku Pantai,Jambu Hulu - Paku Pantai,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-160,Sungai Minting - Ds. Malutu,Sungai Minting - Ds. Malutu,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-160,Sungai Minting - Ds. Malutu,Jl. Sungai Minting - Ds. Malutu,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-161,Padang Rasau (Tambak Tamiang) - Paku Pantai,Padang Rasau (Tambak Tamiang) - Paku Pantai,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-161,Padang Rasau (Tambak Tamiang) - Paku Pantai,Jl. Padang Rasau (Tambak Tamiang) - Paku Pantai,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-162,Galuntang Tayub - Ds. Madang,Jl. Galuntang Tayub - Ds. Madang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-163,Menuju SMPN Malilingin,Jl. Menuju SMPN Malilingin,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-164,Samping Mesjid Mandapai,Jl. Samping Mesjid Mandapai,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-165,Muara Hariang - Bayumbung,Muara Hariang - Bayumbung,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-166,Tambak Pipii - Batu Ampar,Tambak Pipii - Batu Ampar,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-167,Bakarung - Rantauan,Bakarung - Rantauan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-168,Taniran Selatan - Rantauan,Taniran Selatan - Rantauan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-169,Bakarung -Tabihi - Karang Jawa,Bakarung -Tabihi - Karang Jawa,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-169,Bakarung -Tabihi - Karang Jawa,Bakarung - Tabihi -Karang Jawa,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-170,Pandulangan - Kalinduku,Pandulangan - Kalinduku,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-171,Taniran Selatan Kubah - Buntut Taniran / Wawaran,Taniran Selatan Kubah - Buntut Taniran / Wawaran,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-171,Taniran Selatan Kubah - Buntut Taniran / Wawaran,Taniran Selatan Kubah - Buntut Taniran/Wawaran,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-172,Angkinang Selatan - Tawia - Wawaran,Angkinang Selatan - Tawia - Wawaran,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-173,Tawia - Kayu Abang,Tawia - Kayu Abang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-174,Bamban Selatan - Tanggang - Panggang Hijau,Bamban Selatan - Tanggang - Panggang Hijau,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-174,Bamban Selatan - Tanggang - Panggang Hijau,Bamban Selatan - Tangang - Panggang Hijau,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-175,Angkinang - Telaga Langsat,Angkinang - Telaga Langsat,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-176,Bamban Selatan - Pakuan,Bamban Selatan - Pakuan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-177,Bamban Utara - Longawang,Bamban Utara - Longawang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-178,Angkinang - Kayu Abang - Panggang Hijau,Angkinang - Kayu Abang - Panggang Hijau,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-179,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-179,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur,SP. Mandampa Telaga Sili-Sili - SP. Sungai Bungur,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-180,Sungai Kudung - Kalinduku,Sungai Kudung - Kalinduku,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-181,Bamban Tengah - Lok Nyiur,Bamban Tengah - Lok Nyiur,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-182,Sp. Bakarung Selatan - Sungai Kudung,Sp. Bakarung Selatan - Sungai Kudung,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-182,Sp. Bakarung Selatan - Sungai Kudung,Simp. Bakarung Selatan - Sungai Kudung,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-183,Panggang Hijau - Ds. Tawar,Panggang Hijau - Ds. Tawar,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-183,Panggang Hijau - Ds. Tawar,Jl.Panggang Hijau - DsTawar,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-184,Taniran Tengah - Taniran Selatan,Taniran Tengah - Taniran Selatan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-185,Kayu Abang - Ds. Anjiran,Jl. Kayu Abang - Ds. Anjiran,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-186,Rel Angkinang - TMMD Angkinang,Jl. Rel Angkinang - TMMD Angkinang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-187,AMD - Ds. Lok Binuang,Jl. AMD - Ds. Lok Binuang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-188,Pandan Sari - Ds. Angkinang,Jl. Pandan Sari - Ds. Angkinang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-188,Pandan Sari - Ds. Angkinang,Jl. Pandan Sari,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-189,Bamban Selatan - Pakuan Balunan,Bamban Selatan - Pakuan Balunan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-189,Bamban Selatan - Pakuan Balunan,Jl. Bamban Selatan - Pakuan Balunan,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-190,Kayu Abang - Paya,Kayu Abang - Paya,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-190,Kayu Abang - Paya,Jl. Kayu Abang - Paya,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-191,Bamban (Tibung) - Martajiwa,Bamban (Tibung) - Martajiwa,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-191,Bamban (Tibung) - Martajiwa,Jl. Bamban (Tibung) - Martajiwa,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-192,Rantauan - Sungai Baru (Jl. Pulau),Rantauan - Sungai Baru (Jl. Pulau),dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-192,Rantauan - Sungai Baru (Jl. Pulau),Jl. Rantauan - Sungai Baru (Jl. Pulau),qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-193,Telaga Langsat - Pakuan Timur,Telaga Langsat - Pakuan Timur,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-194,Longawang - Gumbil,Longawang - Gumbil,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-195,Mandampa - Longawang,Mandampa - Longawang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-196,Gumbil - Masimpan,Gumbil - Masimpan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-197,Hamak Timur - Umpaya,Hamak Timur - Umpaya,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-198,Hamak - Umbai,Hamak - Umbai,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-198,Hamak - Umbai,Jl. Hamak - Umbai,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-199,Hamak Utara - Samaragi,Hamak Utara - Samaragi,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-199,Hamak Utara - Samaragi,Jl. Hamak Utara - Samaragi,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-200,Umpaya - Tumarin,Umpaya - Tumarin,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-200,Umpaya - Tumarin,Jl. Umpaya - Tumarin,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-201,Sungai Durian - Ds. Gumbil,Jl. Sungai Durian - Ds. Gumbil,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-202,Pantai Langsat - Umpaya,Pantai Langsat - Umpaya,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-202,Pantai Langsat - Umpaya,Jl. Pantai Langsat - Umpaya,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-203,Halayung - Hantarukung,Halayung - Hantarukung,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-203,Halayung - Hantarukung,Jl. Halayung - Hantarukung,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-204,Wasah Hulu - Amparaya - Simpur,Wasah Hulu - Amparaya - Simpur,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-205,Wasah Hilir - Sarang Halang,Wasah Hilir - Sarang Halang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-206,Simpur - Simp. Bilui,Simpur - Simp. Bilui,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-206,Simpur - Simp. Bilui,Simpur - Simpang Bilui,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-207,Simpur - Sp. 3 Muara Paring Agung,Simpur - Sp. 3 Muara Paring Agung,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-207,Simpur - Sp. 3 Muara Paring Agung,Simpur - SP.3 Muara Paring Agung,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-208,Wasah Tengah - Sungai Tarap,Wasah Tengah - Sungai Tarap,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-209,Wasah Hilir - Amparaya,Wasah Hilir - Amparaya,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-210,Panjampang Bahagia - Bayur,Panjampang Bahagia - Bayur,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-211,Ulin - Tanggul (Balai Mas),Ulin - Tanggul (Balai Mas),dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-212,Panjampang Bahagia - Hanau,Panjampang Bahagia - Hanau,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-213,Halaban,Jl. Halaban,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-214,Amparaya - Karangan - Hanau,Amparaya - Karangan - Hanau,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-214,Amparaya - Karangan - Hanau,Jl. Amparaya-Karangan - Hanau,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-215,Kalimput Desa Wasah Hilir,Jl. Kalimput Desa Wasah Hilir,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-215,Kalimput Desa Wasah Hilir,Jl. Kalimput Ds. Wasah Hilir,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-216,Sungai Kacil I - Kapuh Padang,Jl. Sungai Kacil I - Kapuh Padang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-217,Sungai Kacil II,Jl. Sungai Kacil II,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-218,Papagaran - Ds. Amawang Kanan,Jl. Papagaran - Ds. Amawang Kanan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-219,Balaimas - Hanau,Balaimas - Hanau,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-219,Balaimas - Hanau,Jl. Balaimas - Hanau,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-220,Garunggang - Hantamangu,Garunggang - Hantamangu,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-221,KH. Ramli - DS. Amparaya,Jl. KH. Ramli - DS. Amparaya,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-221,KH. Ramli - DS. Amparaya,Jl. KH. Ramli,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-222,Tungkaran - Ds. Ulin,Jl. Tungkaran - Ds. Ulin,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-222,Tungkaran - Ds. Ulin,Jl. Tungkaran,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-223,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,Jl. Mondar (Ulin-Pantai Ulin) - Ds. Ulin,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-223,Mondar (Ulin-Pantai Ulin) - Ds. Ulin,Jl. Mondar (Ulin - Pantai Ulin),qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-224,Pendawa - Ds. Tebing Tinggi,Jl. Pendawa - Ds. Tebing Tinggi,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-225,Mangamol - Ds. Pantai Ulin,Jl. Mangamol - Ds. Pantai Ulin,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-225,Mangamol - Ds. Pantai Ulin,Jl. Mangamol,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-226,Guru H. Izim - Ds. Pantai Ulin,Jl. Guru H. Izim - Ds. Pantai Ulin,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-226,Guru H. Izim - Ds. Pantai Ulin,Jl. Guru H. Izim,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-227,Rawati - Ds. Panjampang Bahagia,Jl. Rawati - Ds. Panjampang Bahagia,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-227,Rawati - Ds. Panjampang Bahagia,Jl. Rawati,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-228,Pianggu,Jl. Pianggu,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-229,Buluh - Ds. Tebing Tinggi,Jl. Buluh - Ds. Tebing Tinggi,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-229,Buluh - Ds. Tebing Tinggi,Jl. Buluh Ds. Tebing Tinggi,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-230,H. Saim Garunggang - Kalimput,Jl. H. Saim Garunggang - Kalimput,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-230,H. Saim Garunggang - Kalimput,Jl. H. Saim/Garunggang,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-231,Padang Haur - Ds. Wasah Tengah,Jl. Padang Haur - Ds. Wasah Tengah,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-232,Gerilya - Ds. Simpur,Jl. Gerilya - Ds. Simpur,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-232,Gerilya - Ds. Simpur,Jl. Gerilya Ds. Simpur,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-233,Jangkang - Ds. Wasah Hilir,Jl. Jangkang - Ds. Wasah Hilir,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-234,Air Miris - Ds. Wasah Hilir,Jl. Air Miris - Ds. Wasah Hilir,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-234,Air Miris - Ds. Wasah Hilir,Jl. Air Miris,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-235,Tandik - Ds. Wasah Hilir,Jl. Tandik - Ds. Wasah Hilir,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-235,Tandik - Ds. Wasah Hilir,Tandik - Wasah Hilir,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-236,Ds. Kapuh Tengah (Jl. Menuju Majelis Talim),Jl. Ds. Kapuh Tengah (Jl. Menuju Majelis Talim),dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-236,Ds. Kapuh Tengah (Jl. Menuju Majelis Talim),Jl. Ds. Kapuh Tengah (Jl. Menuju Majelis Taklim),qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-237,Karampaci - Ds. Kapuh,Jl. Karampaci - Ds. Kapuh,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-237,Karampaci - Ds. Kapuh,Jl. Karampaci,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-238,At-Taubah - Ds. Kapuh,Jl. At-Taubah - Ds. Kapuh,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-238,At-Taubah - Ds. Kapuh,Jl. At-Taubah,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-239,Firdaus - Ds. Kapuh,Jl. Firdaus - Ds. Kapuh,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-239,Firdaus - Ds. Kapuh,Jl. Firdaus,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-240,Slasa Garih - Ds. Kapuh,Jl. Slasa Garih - Ds. Kapuh,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-241,Palas - Ds. Wasah Tengah,Jl. Palas - Ds. Wasah Tengah,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-242,Tanah Habang - Ds. Simpur,Jl. Tanah Habang - Ds. Simpur,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-243,Banua Kambang - Ds. Wasah Tengah,Jl. Banua Kambang - Ds. Wasah Tengah,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-243,Banua Kambang - Ds. Wasah Tengah,Jl. Banua Kambang,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-244,Pajah Api - Ds. Kapuh,Jl. Pajah Api - Ds. Kapuh,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-244,Pajah Api - Ds. Kapuh,Jl. Pajah Api,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-245,Talapak Manuk - Ds. Kapuh,Jl. Talapak Manuk - Ds. Kapuh,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-245,Talapak Manuk - Ds. Kapuh,Jl. Telapak Manuk,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-246,Sirih - Taro,Sirih - Taro,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-247,Kalumpang - Balimau,Kalumpang - Balimau,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-248,Kalumpang (Ds. Balanti) - Teratai,Kalumpang (Ds. Balanti) - Teratai,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-248,Kalumpang (Ds. Balanti) - Teratai,Kalumpang (Ds. Belanti) - Teratai,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-249,Bago Tanggul - Katilang - Teratai,Bago Tanggul - Katilang - Teratai,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-249,Bago Tanggul - Katilang - Teratai,Jl. Bago Tanggul - Katilang - Teratai,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-250,Binjai (Sirih Hulu) - Ds. Seranggan,Binjai (Sirih Hulu) - Ds. Seranggan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-250,Binjai (Sirih Hulu) - Ds. Seranggan,Jl. Binjai (Sirih Hulu) - Ds. Seranggan,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-251,Balanti - (Ex. P3DT),Balanti - (Ex. P3DT),dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-251,Balanti - (Ex. P3DT),Jl. Balanti - (Ex. P3DT),qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-252,Kalumpang - Baruh,Kalumpang - Baruh,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-253,Sirih - Pacakan,Sirih - Pacakan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-254,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-255,Kalumpang Selatan - Ds. Asam Tamiyang,Kalumpang Selatan - Ds. Asam Tamiyang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-255,Kalumpang Selatan - Ds. Asam Tamiyang,Jl. Kalumpang Selatan - Ds. Asam Tamiyang,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-256,Balimau - Murung Dalam,Balimau - Murung Dalam,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-256,Balimau - Murung Dalam,Jl. Balimau - Murung Dalam,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-257,Karya Bakti - Ds. Balimau,Jl. Karya Bakti - Ds. Balimau,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-257,Karya Bakti - Ds. Balimau,Jl. Karya Bakti TNI - Ds. Balimau,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-258,Tanuhi - Ulang,Tanuhi - Ulang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-259,Loksado - Loklahung,Loksado - Loklahung,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-260,Loksado - Haratai,Loksado - Haratai,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-261,Loklahung - Kamawakan,Loklahung - Kamawakan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-262,Niagara (Ds. Halunuk) - Ayan,Jl. Niagara (Ds. Halunuk) - Ayan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-263,Malinau - Katingin - Kamawakan,Malinau - Katingin - Kamawakan,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-264,Loklahung - Malaris,Loklahung - Malaris,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-265,Bubuih - Ds. Halunuk,Jl. Bubuih - Ds. Halunuk,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-265,Bubuih - Ds. Halunuk,Jl. Bubuih (Ds. Halunuk),qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-266,Halunuk - Riam Tajam/Talo - Hamak Umpaya,Halunuk - Riam Tajam/Talo - Hamak Umpaya,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-267,Muara Kitar - Desa Lumpangi,Jl. Muara Kitar - Desa Lumpangi,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-267,Muara Kitar - Desa Lumpangi,Jl. Muara Kitar - Ds. Lumpangi,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-268,Hulu Banyu - Pantai Langsat,Jl. Hulu Banyu - Pantai Langsat,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-269,Bayampah - Tanuhi - Tugu Niih,Jl. Bayampah - Tanuhi - Tugu Niih,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-270,Kantor Camat Loksado II,Jl. Kantor Camat Loksado II,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-271,Buntu Muara Hatib - Bts. Kab. HST,Jl. Buntu Muara Hatib - Bts. Kab. HST,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-271,Buntu Muara Hatib - Bts. Kab. HST,Jl. Buntu Muara Hatib,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-272,Tanuhi - Hulu Banyu,Tanuhi - Hulu Banyu,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-272,Tanuhi - Hulu Banyu,Jl. Tanuhi - Hulu Banyu,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-273,Hulu Banyu - Datar Mangkung - Tumingki,Hulu Banyu - Datar Mangkung - Tumingki,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-273,Hulu Banyu - Datar Mangkung - Tumingki,Hulu Banyu - Datar Mangkung -Tumingki,qgis_county_roads,IMPORT_SEARCH_ONLY
HSS-KAB-274,Lambuk - Ds. Tumingki,Lambuk - Ds. Tumingki,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-275,Malaris - Loapanggang,Malaris - Loapanggang,dashboard_2025,IMPORT_SEARCH_ONLY
HSS-KAB-276,Haratai 3 (Balai Kedayang) / SDN Haratai 3,Jl. Haratai 3 (Balai Kedayang) / SDN Haratai 3,dashboard_2025,IMPORT_SEARCH_ONLY
