source_ml_road_id,source_name,norm_panjang_ruas,norm_lebar_ruas,norm_kondisi_sedang,norm_rusak_ringan,norm_rusak_berat,norm_permukaan_aspal_penmac,norm_permukaan_beton,norm_penduduk_dilayani,norm_desa_dilalui,norm_kecamatan_dilalui,norm_koneksi_jalan_provinsi,norm_koneksi_jalan_nasional,norm_jarak_rsud_cost,norm_jarak_puskesmas_cost,norm_jarak_sd_smp_cost,norm_jarak_pasar_cost,norm_jarak_ibukota_kabupaten_cost,label_top105
280,Angkakai - Ds. Amawang Kiri,0.01994134897360704,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.07238605898123325,0.0,0.0,0.0,0.0,0.881140406497504,0.8503603900692515,0.9390835847206187,0.9867919238828793,0.9127612585219089,0
18,Angkinang - Kayu Abang - Panggang Hijau,0.40703812316715543,0.0,0.1428571428571428,0.1428571428571428,0.48571428571428577,0.77142852978565,0.0,0.265638963360143,0.25,0.0,0.0,1.0,0.718262413391591,0.7736891694539973,0.8720221469094882,0.9881899529931472,0.7836315334634958,1
32,Angkinang - Telaga Langsat,0.3237536656891496,0.0,0.1075268817204301,0.1075268817204301,0.0,0.9999999596911842,0.0,0.25603217158176944,0.5,0.5,0.0,1.0,0.7111977035081449,0.8746831865077496,0.9947363847404814,0.9920493288780654,0.7770935356186452,1
26,Angkinang Selatan - Tawia - Wawaran,0.34134897360703814,0.0,0.5102040816326531,0.18367346938775508,0.0,0.9999999265556957,0.0,0.3324396782841823,0.375,0.0,0.0,0.0,0.7343286335181748,0.786074339284873,0.7767805047608407,0.9901628249419494,0.7984999306511326,0
175,Anjiran Rantauan - Ds. Taniran Tengah,0.06744868035190615,0.045454545454545456,0.0,0.0,1.0,0.999999914492014,0.0,0.04546470062555853,0.0,0.0,0.0,1.0,0.804127229337914,0.8519103029160975,0.9411319255645352,0.9918737611145721,0.863094666538638,1
212,Asam Cangkuk - Telaga Bidadari,0.04516129032258064,0.0,0.0,0.0,1.0,0.0,0.0,0.18453976764968721,0.25,1.0,0.0,0.0,0.9529173055417853,0.8597352428510858,0.8929400518913013,0.9916016310811576,0.9412497732825487,1
183,Asam Duhat - Ds. Pantai Ulin,0.06158357771260997,0.045454545454545456,0.0,0.0,1.0,0.0,0.0,0.06367292225201072,0.0,0.0,0.0,0.0,0.7453453384212771,0.8045602298958873,0.9338447978349658,0.9876454097525061,0.8511218512946901,0
194,Asam Seranggan - Asam Tamiyang,0.056304985337243395,0.0,0.0,0.0,1.0,0.0,0.0,0.07361483467381591,0.125,0.0,0.0,0.0,0.8103019333417876,0.7666650963395676,0.8783657964321627,0.9790026618338336,0.739101025296333,0
267,At-Taubah - Ds. Kapuh,0.024046920821114367,0.0,0.0,0.0,0.0,0.9999999485548028,0.0,0.06076854334226988,0.0,0.0,0.0,0.0,0.9155140014526003,0.8565506194940407,0.9344655071816071,0.9927343263295011,0.8965827011917337,0
78,Badaun - Ds. Bjayau Lama,0.1782991202346041,0.0,0.0,0.0,1.0,0.0,0.0,0.032171581769437,0.0,0.0,0.0,0.0,0.8539514185909778,0.8744287935176898,0.9240251759710998,0.9908305487908479,0.8239200247522112,0
4,Bago Tanggul - Katilang - Teratai,0.5659824046920822,0.09090909090909091,0.10298661174047369,0.0,0.2520082389289392,0.7463439320622904,0.0,0.0918230563002681,0.375,0.0,0.0,0.0,0.5231136371496755,0.6317614359070994,0.9799386739165519,0.9710865379169734,0.5338454480470292,0
158,Baiturrahim Parincahan,0.07976539589442815,0.0,0.2816901408450704,0.5633802816901409,0.1549295774647887,0.8450704024567669,0.0,0.193923145665773,0.0,0.0,0.0,1.0,0.8986407811761451,0.8771187638385075,0.8838156244956736,0.9924231183100187,0.9505617258265852,1
14,Bajayau - Ds. Bajayau Tengah,0.4410557184750733,0.045454545454545456,0.0,0.02638522427440633,0.6569920844327177,0.23746700804096005,0.0,0.06657730116175156,0.125,0.0,0.0,0.0,0.5877128462895287,0.9260281716681584,0.8695144811490572,0.9897063487568669,0.8239200247522112,0
79,Bakarung - Rantauan,0.17419354838709675,0.045454545454545456,0.0,0.0,0.0,0.9999999554607544,0.0,0.2645218945487042,0.375,0.5,1.0,1.0,0.8081345615107043,0.8684317143260941,0.8074932032326543,0.9950376621170074,0.8668032305903189,0
48,Bakarung -Tabihi - Karang Jawa,0.2645161290322581,0.045454545454545456,1.0,0.0,0.0,0.9999999084557741,0.0,0.2935656836461126,0.375,0.5,0.0,1.0,0.8843107642291419,0.9269138361520705,0.9479721425645228,0.9924146230956561,0.9345368029105187,1
65,Bakarung Tengah - Karang Jawa,0.21759530791788856,0.045454545454545456,1.0,0.0,0.0,0.9999999510777157,0.0,0.18342269883824844,0.25,0.5,0.0,1.0,0.8958208920810228,0.913529938286145,0.9889389594428513,0.9932930282607464,0.9451909227666997,1
101,Balaimas - Hanau,0.13313782991202344,0.045454545454545456,0.0,0.0,0.0,0.9999999787626161,0.0,0.113047363717605,0.125,0.0,0.0,0.0,0.79796405390761,0.7756630706176096,0.7996101945303092,0.9812519114232315,0.8141258308527777,0
