road_key,source_system,source_name
HSS-KAB-273,dashboard_2025,Hulu Banyu - Datar Mangkung - Tumingki
HSS-KAB-273,qgis_county_roads,Hulu Banyu - Datar Mangkung -Tumingki
HSS-KAB-273,display,Hulu Banyu - Datar Mangkung - Tumingki
HSS-KAB-274,dashboard_2025,Lambuk - Ds. Tumingki
HSS-KAB-274,qgis_county_roads,Lambuk - Ds. Tumingki
HSS-KAB-274,display,Lambuk - Ds. Tumingki
HSS-KAB-275,dashboard_2025,Malaris - Loapanggang
HSS-KAB-275,qgis_county_roads,Malaris - Loapanggang
HSS-KAB-275,display,Malaris - Loapanggang
HSS-KAB-276,dashboard_2025,Jl. Haratai 3 (Balai Kedayang) / SDN Haratai 3
HSS-KAB-276,qgis_county_roads,Jl. Haratai 3 (Balai Kedayang) / SDN Haratai 3
HSS-KAB-276,display,Haratai 3 (Balai Kedayang) / SDN Haratai 3
HSS-KAB-277,dashboard_2025,Jl. Haratai 2 (Balai Ujung Atas) SDN Haratai2
HSS-KAB-277,qgis_county_roads,Jl. Haratai 2 (SDN Haratai2)
HSS-KAB-277,display,Haratai 2 (Balai Ujung Atas) SDN Haratai2
HSS-KAB-278,dashboard_2025,Jl. Bubuih (Ds. Halunuk) - Kandihin
HSS-KAB-278,qgis_county_roads,Jl. Bubuih - Kandihin
HSS-KAB-278,display,Bubuih (Ds. Halunuk) - Kandihin
HSS-KAB-279,dashboard_2025,Jl. Makam Habib - Desa Lumpangi
HSS-KAB-279,qgis_county_roads,Jl. Makam Habib Ds. Lumpangi
HSS-KAB-279,display,Makam Habib - Desa Lumpangi
HSS-KAB-280,dashboard_2025,Jl. Datar Belimbing - Muara Kitar
HSS-KAB-280,qgis_county_roads,Jl. Datar Belimbing - Muara Kitar
HSS-KAB-280,display,Datar Belimbing - Muara Kitar
HSS-KAB-281,dashboard_2025,Jl. Tanginau - Balai Haruyan
HSS-KAB-281,qgis_county_roads,Jl. Tanginau - Balai Haruyan
HSS-KAB-281,display,Tanginau - Balai Haruyan
HSS-KAB-282,dashboard_2025,Jl. Tataian - (Ds. Ulang) - Loksado
HSS-KAB-282,qgis_county_roads,Jl. Tataian - (Ds. Ulang) - Loksado
HSS-KAB-282,display,Tataian - (Ds. Ulang) - Loksado
HSS-KAB-283,dashboard_2025,Jl. Ulang - Kacang Parang
HSS-KAB-283,qgis_county_roads,Jl. Ulang - Kacang Parang
HSS-KAB-283,display,Ulang - Kacang Parang
HSS-KAB-284,dashboard_2025,Jl. Kacang Parang (Ulang) - Balai Mawak-Kias
HSS-KAB-284,qgis_county_roads,Jl. Kacang Parang (Ulang) - Balai Mawak-Kias
HSS-KAB-284,display,Kacang Parang (Ulang) - Balai Mawak-Kias
HSS-KAB-285,dashboard_2025,Jl. Kacang Parang (Ulang) - Balai Wariung
HSS-KAB-285,qgis_county_roads,Jl. Kacang Parang (Ulang) - Balai Wariung
HSS-KAB-285,display,Kacang Parang (Ulang) - Balai Wariung
HSS-KAB-286,dashboard_2025,Jl. Loksado - Pantai Dusin
HSS-KAB-286,qgis_county_roads,Jl. Loksado - Pantai Dusin
HSS-KAB-286,display,Loksado - Pantai Dusin
HSS-KAB-287,dashboard_2025,Jl. Malinau - Kandihin
HSS-KAB-287,qgis_county_roads,Jl. Malinau - Kandihin
HSS-KAB-287,display,Malinau - Kandihin
HSS-KAB-288,dashboard_2025,Jl. Ulang - Bangkaun
HSS-KAB-288,qgis_county_roads,Ulang - Bangkaun
HSS-KAB-288,display,Ulang - Bangkaun
HSS-KAB-289,dashboard_2025,Bayanan - Habirau Tengah
HSS-KAB-289,qgis_county_roads,Bayanan - Habirau Tengah
HSS-KAB-289,display,Bayanan - Habirau Tengah
HSS-KAB-290,dashboard_2025,Tumbukan Banyu - Banua Hanyar
HSS-KAB-290,qgis_county_roads,Tumbukan Banyu - Banua Hanyar
HSS-KAB-290,display,Tumbukan Banyu - Banua Hanyar
HSS-KAB-291,dashboard_2025,Jl. Satria
HSS-KAB-291,qgis_county_roads,Jl. Satria
HSS-KAB-291,display,Satria
HSS-KAB-292,dashboard_2025,Jl. Musyawarah
HSS-KAB-292,qgis_county_roads,Jl. Musyawarah
HSS-KAB-292,display,Musyawarah (Tumbukan Banyu)
HSS-KAB-293,dashboard_2025,Jl. Sekolah Islam
HSS-KAB-293,qgis_county_roads,Jl. Sekolah Islam
HSS-KAB-293,display,Sekolah Islam (Sungai Pinang)
HSS-KAB-294,dashboard_2025,Jl. Habib
HSS-KAB-294,qgis_county_roads,Jl. Habib
HSS-KAB-294,display,Habib
HSS-KAB-295,dashboard_2025,Jl. Mawar
HSS-KAB-295,qgis_county_roads,Jl. Mawar
HSS-KAB-295,display,Mawar (Sungai Pinang)
HSS-KAB-296,dashboard_2025,Jl. Inst. PDAM Negara
HSS-KAB-296,qgis_county_roads,Jl. Instalasi PDAM Negara
HSS-KAB-296,display,Inst. PDAM Negara
HSS-KAB-297,dashboard_2025,Jl. Gerilya / (Depan PUSTU Habirau)
HSS-KAB-297,qgis_county_roads,Jl. Gerilya / (Depan Pustu Habirau)
HSS-KAB-297,display,Gerilya / (Depan PUSTU Habirau)
HSS-KAB-298,dashboard_2025,Jl. Harapan (SDN Habirau II)/ Sei. Palangan
HSS-KAB-298,qgis_county_roads,Jl. Harapan (SDN Habirau II)/Sei. Palangan
HSS-KAB-298,display,Harapan (SDN Habirau II)/ Sei. Palangan
HSS-KAB-299,dashboard_2025,Samuda - Bajayau
HSS-KAB-299,qgis_county_roads,Samuda - Bajayau
HSS-KAB-299,display,Samuda - Bajayau
HSS-KAB-300,dashboard_2025,Jl. Tambangan - Ds. Baruh Jaya
HSS-KAB-300,qgis_county_roads,Jl. Tambangan - Ds. Baruh Jaya
HSS-KAB-300,display,Tambangan - Ds. Baruh Jaya
HSS-KAB-301,dashboard_2025,Muning Tengah - Batang Alai (Pihanin Raya)
HSS-KAB-301,qgis_county_roads,Jl. Muning Tengah - Batang Alai (Pihanin Raya)
HSS-KAB-301,display,Muning Tengah - Batang Alai (Pihanin Raya)
HSS-KAB-302,dashboard_2025,Muning Tengah - Ds. Muning Dalam
HSS-KAB-302,qgis_county_roads,Jl. Muning Tengah - Muning Dalam
HSS-KAB-302,display,Muning Tengah - Ds. Muning Dalam
HSS-KAB-303,dashboard_2025,SP.4 Banjarbaru - Pasar Negara
HSS-KAB-303,qgis_county_roads,SP.4 Banjarbaru - Pasar Negara
HSS-KAB-303,display,SP.4 Banjarbaru - Pasar Negara
HSS-KAB-304,dashboard_2025,Negara - Tumbukan Banyu
HSS-KAB-304,qgis_county_roads,Negara - Tumbukan Banyu
HSS-KAB-304,display,Negara - Tumbukan Banyu
HSS-KAB-305,dashboard_2025,SP.4. Banjarbaru - Pihanin Raya
HSS-KAB-305,qgis_county_roads,SP.4. Banjarbaru - Pihanin Raya
HSS-KAB-305,display,SP.4. Banjarbaru - Pihanin Raya
HSS-KAB-306,dashboard_2025,Bayanan - Pihanin
HSS-KAB-306,qgis_county_roads,Bayanan - Pihanin
HSS-KAB-306,display,Bayanan - Pihanin
HSS-KAB-307,dashboard_2025,Jl. Kantor Camat Daha Selatan II
HSS-KAB-307,qgis_county_roads,Jl. Kantor Camat Daha Selatan II
HSS-KAB-307,display,Kantor Camat Daha Selatan II
HSS-KAB-308,dashboard_2025,Jl. Sungai Bugundi
HSS-KAB-308,qgis_county_roads,Jl. Sungai Bugundi
HSS-KAB-308,display,Sungai Bugundi
HSS-KAB-309,dashboard_2025,Jl. Tukang Garit (Tambangan)
HSS-KAB-309,qgis_county_roads,Jl. Tukang Garit
HSS-KAB-309,display,Tukang Garit (Tambangan)
HSS-KAB-310,dashboard_2025,Pandak Daun - Baruh Jaya - Samuda
HSS-KAB-310,qgis_county_roads,Pandak Daun - Baruh Jaya - Samuda
HSS-KAB-310,display,Pandak Daun - Baruh Jaya - Samuda
HSS-KAB-311,dashboard_2025,Sei. Mandala Murung Raya
HSS-KAB-311,qgis_county_roads,Sei. Mandala - Murung Raya
HSS-KAB-311,display,Sei. Mandala Murung Raya
HSS-KAB-312,dashboard_2025,Jl. Teluk Haur I
HSS-KAB-312,qgis_county_roads,Teluk haur I
HSS-KAB-312,display,Teluk Haur I
HSS-KAB-313,dashboard_2025,Jl. Teluk Haur II
HSS-KAB-313,qgis_county_roads,Teluk Haur II
HSS-KAB-313,display,Teluk Haur II
HSS-KAB-314,dashboard_2025,Jl. H.M. Thaib
HSS-KAB-314,qgis_county_roads,Jl. HM. Thaib
HSS-KAB-314,display,H.M. Thaib
HSS-KAB-315,dashboard_2025,Jl. Kenanga - Ds. Baruh Kambang
HSS-KAB-315,qgis_county_roads,Jl. Kenanga - Ds. Baruh Kambang
HSS-KAB-315,display,Kenanga - Ds. Baruh Kambang
HSS-KAB-316,dashboard_2025,Jl. SMAN Negara (KH. Abdullah)
HSS-KAB-316,qgis_county_roads,Jl. SMAN Negara (KH. Abdullah)
HSS-KAB-316,display,SMAN Negara (KH. Abdullah)
HSS-KAB-317,dashboard_2025,Jl. Pertukangan
HSS-KAB-317,qgis_county_roads,Jl. Pertukangan
HSS-KAB-317,display,Pertukangan
HSS-KAB-318,dashboard_2025,Jl. Silaturrahim
HSS-KAB-318,qgis_county_roads,Jl. Silaturahim
HSS-KAB-318,display,Silaturrahim
HSS-KAB-319,dashboard_2025,Jl. Habib Ibrahim - Ds. Sei Mandala
HSS-KAB-319,qgis_county_roads,Jl. Habib Iberahim
HSS-KAB-319,display,Habib Ibrahim - Ds. Sei Mandala
HSS-KAB-320,dashboard_2025,Jl. Sukaramai - Keramat
HSS-KAB-320,qgis_county_roads,Jl. Sukaramai - Keramat
HSS-KAB-320,display,Sukaramai - Keramat
HSS-KAB-321,dashboard_2025,Jl. Pakan Dalam I
HSS-KAB-321,qgis_county_roads,Pakan Dalam I
HSS-KAB-321,display,Pakan Dalam I
HSS-KAB-322,dashboard_2025,Jl. Pakan Dalam II
HSS-KAB-322,qgis_county_roads,Pakan Dalam II
HSS-KAB-322,display,Pakan Dalam II
HSS-KAB-323,dashboard_2025,Jl. Pakan Dalam III
HSS-KAB-323,qgis_county_roads,Pakan Dalam III
HSS-KAB-323,display,Pakan Dalam III
HSS-KAB-324,dashboard_2025,Jl. Paramaian
HSS-KAB-324,qgis_county_roads,Jl. Paramaian
HSS-KAB-324,display,Paramaian
HSS-KAB-325,dashboard_2025,Jl. MIN Pandak Daun
HSS-KAB-325,qgis_county_roads,Jl. MIN Pandak Daun
HSS-KAB-325,display,MIN Pandak Daun
HSS-KAB-326,dashboard_2025,Jl. Pesantren Muradiyah
HSS-KAB-326,qgis_county_roads,Jl. Pesantren Muradiyah
HSS-KAB-326,display,Pesantren Muradiyah
HSS-KAB-327,dashboard_2025,Pandak Daun (Buntut Muradiyah) - Pakan Dalam
HSS-KAB-327,qgis_county_roads,Jl. Pandak Daun (Buntut Muradiyah) - Pakan Dalam
HSS-KAB-327,display,Pandak Daun (Buntut Muradiyah) - Pakan Dalam
HSS-KAB-328,dashboard_2025,Pakan Dalam - Kaminting Batu
HSS-KAB-328,qgis_county_roads,Pakan Dalam - Keminting Batu
HSS-KAB-328,display,Pakan Dalam - Kaminting Batu
HSS-KAB-329,dashboard_2025,Jl. Samping Kantor Camat Daha Utara
HSS-KAB-329,qgis_county_roads,Jl. Samping Kantor Camat Daha Utara
HSS-KAB-329,display,Samping Kantor Camat Daha Utara
HSS-KAB-330,dashboard_2025,Jl. Gang Bidan (Ds. Tambak Bitin)
HSS-KAB-330,qgis_county_roads,Jl. Gang Bidan (Ds. Tambak Bitin)
HSS-KAB-330,display,Gang Bidan (Ds. Tambak Bitin)
HSS-KAB-331,dashboard_2025,Jl. Cangkingan Herman
HSS-KAB-331,qgis_county_roads,Jl. Cakingan Herman
HSS-KAB-331,display,Cangkingan Herman
HSS-KAB-332,dashboard_2025,Jl. Kampung Kawat
HSS-KAB-332,qgis_county_roads,Jl. Kampung Kawat
HSS-KAB-332,display,Kampung Kawat
HSS-KAB-333,dashboard_2025,Jl. Kaminting Batu
HSS-KAB-333,qgis_county_roads,Jl. Keminting Batu
HSS-KAB-333,display,Kaminting Batu
HSS-KAB-334,dashboard_2025,Jl. Hamayung - Hakurung Dalam
HSS-KAB-334,qgis_county_roads,Jl. Hamayung - Ds. Hakurung Dalam
HSS-KAB-334,display,Hamayung - Hakurung Dalam
HSS-KAB-335,dashboard_2025,Simpang Jadi Makmur - Ds. Samuda
HSS-KAB-335,qgis_county_roads,Simpang Jadi Makmur Ds. Samuda
HSS-KAB-335,display,Simpang Jadi Makmur - Ds. Samuda
HSS-KAB-336,dashboard_2025,Jl. Sakincung - Ds. Hakurung Dalam
HSS-KAB-336,qgis_county_roads,Jl. Sakincung Ds. Hakurun Dalam
HSS-KAB-336,display,Sakincung - Ds. Hakurung Dalam
HSS-KAB-337,dashboard_2025,Jl. Hakurung Dalam - Ds. Sungai Haji
HSS-KAB-337,qgis_county_roads,Hakurung Dalam - Ds. Sungai haji
HSS-KAB-337,display,Hakurung Dalam - Ds. Sungai Haji
HSS-KAB-338,dashboard_2025,Jl. Siang Gantung - Ds. Baru
HSS-KAB-338,qgis_county_roads,Jl. Siang Gantung - Ds. Baru
HSS-KAB-338,display,Siang Gantung - Ds. Baru
HSS-KAB-339,dashboard_2025,Jl. Baru - Ds. Bajayau
HSS-KAB-339,qgis_county_roads,Jl. Baru - Ds. Bajayau
HSS-KAB-339,display,Baru - Ds. Bajayau
HSS-KAB-340,dashboard_2025,Jl. Bajayau - Ds. Bajayau Tengah
HSS-KAB-340,qgis_county_roads,Bajayau - Bajayau Tengah
HSS-KAB-340,display,Bajayau - Ds. Bajayau Tengah
HSS-KAB-341,dashboard_2025,Jl. Banua Hanyar - Ds. Tanjung Selor
HSS-KAB-341,qgis_county_roads,Jl. Banua Hanyar - Tanjung Selor
HSS-KAB-341,display,Banua Hanyar - Ds. Tanjung Selor
HSS-KAB-342,dashboard_2025,Jl. Tanjung Selor - Ds. Badaun
HSS-KAB-342,qgis_county_roads,Jl. Tanjung Selor - Ds. Badaun
HSS-KAB-342,display,Tanjung Selor - Ds. Badaun
HSS-KAB-343,dashboard_2025,Jl. Badaun - Ds. Bjayau Lama
HSS-KAB-343,qgis_county_roads,Jl. Badaun - Ds. Bajayau Lama
HSS-KAB-343,display,Badaun - Ds. Bjayau Lama
HSS-KAB-344,dashboard_2025,Jl. Goha - Ds. Amawang Kanan
HSS-KAB-344,qgis_county_roads,Jl. Goha - Ds. Amawang Kanan
HSS-KAB-344,display,Goha - Ds. Amawang Kanan
HSS-KAB-345,dashboard_2025,Jl. Al - Ikhlas - Ds. Baluti
HSS-KAB-345,qgis_county_roads,Jl. Al - Ikhlas - Ds. Baluti
HSS-KAB-345,display,Al - Ikhlas - Ds. Baluti
HSS-KAB-346,dashboard_2025,Jl. Angkakai - Ds. Amawang Kiri
HSS-KAB-346,qgis_county_roads,Jl. Angkakai - Ds. Amawang Kiri
HSS-KAB-346,display,Angkakai - Ds. Amawang Kiri
HSS-KAB-347,dashboard_2025,Jl. Anjiran Rantauan - Ds. Taniran Tengah
HSS-KAB-347,qgis_county_roads,Jl. Anjiran Rantauan - Ds. Taniran Tengah
HSS-KAB-347,display,Anjiran Rantauan - Ds. Taniran Tengah
HSS-KAB-348,dashboard_2025,Jl. Asam Duhat - Ds. Pantai Ulin
HSS-KAB-348,qgis_county_roads,Jl. Asam Duhat - Ds. Pantai Ulin
HSS-KAB-348,display,Asam Duhat - Ds. Pantai Ulin
HSS-KAB-349,dashboard_2025,Jl. Pertanian - Ds. Wasah Tengah
HSS-KAB-349,qgis_county_roads,Jl. Pertanian - Ds. Wasah Tengah
HSS-KAB-349,display,Pertanian - Ds. Wasah Tengah
HSS-KAB-350,dashboard_2025,Jl. Keramat Sakti - Ds. Tebing Tinggi
HSS-KAB-350,qgis_county_roads,Jl. Keramat Sakti - Ds. Tebing Tinggi
HSS-KAB-350,display,Keramat Sakti - Ds. Tebing Tinggi
