road_key,source_system,source_name
HSS-KAB-136,qgis_county_roads,Tanayung - Simpang Ambarai
HSS-KAB-136,display,Tanayung - Simp. Ambarai
HSS-KAB-137,dashboard_2025,Tabihi - Telaga Langsat
HSS-KAB-137,qgis_county_roads,Tabihi - Telaga Langsat
HSS-KAB-137,display,Tabihi - Telaga Langsat
HSS-KAB-138,dashboard_2025,Karang Jawa -Ambarai - Sungai Bungur
HSS-KAB-138,qgis_county_roads,Karang Jawa - Ambarai - Sungai Bungur
HSS-KAB-138,display,Karang Jawa -Ambarai - Sungai Bungur
HSS-KAB-139,dashboard_2025,Ambarai - Madang
HSS-KAB-139,qgis_county_roads,Ambarai - Madang
HSS-KAB-139,display,Ambarai - Madang
HSS-KAB-140,dashboard_2025,Padang Batung - Batulaki - Malilingin
HSS-KAB-140,qgis_county_roads,Padang Batung - Batu Laki - Malilingin
HSS-KAB-140,display,Padang Batung - Batulaki - Malilingin
HSS-KAB-141,dashboard_2025,Malilingin - Lokbahan - Paniungan
HSS-KAB-141,qgis_county_roads,Malilingin - Lokbahan - Paniungan
HSS-KAB-141,display,Malilingin - Lokbahan - Paniungan
HSS-KAB-142,dashboard_2025,Mawangi - Bukuanin - Telaga Langsat
HSS-KAB-142,qgis_county_roads,Mawangi - Bukuanin - Telaga Langsat
HSS-KAB-142,display,Mawangi - Bukuanin - Telaga Langsat
HSS-KAB-143,dashboard_2025,Mandapai - Madang
HSS-KAB-143,qgis_county_roads,Mandapai - Madang
HSS-KAB-143,display,Mandapai - Madang
HSS-KAB-144,dashboard_2025,Kaliring - Sp. Padang Batung
HSS-KAB-144,qgis_county_roads,Kaliring - SP. Padang Batung
HSS-KAB-144,display,Kaliring - Sp. Padang Batung
HSS-KAB-145,dashboard_2025,Pagar Haur - Malutu
HSS-KAB-145,qgis_county_roads,Pagar Haur - Malutu
HSS-KAB-145,display,Pagar Haur - Malutu
HSS-KAB-146,dashboard_2025,Simpang Malutu - Pahampangan
HSS-KAB-146,qgis_county_roads,Simpang Malutu - Pahampangan
HSS-KAB-146,display,Simpang Malutu - Pahampangan
HSS-KAB-147,dashboard_2025,Simpang Malutu - Tambak
HSS-KAB-147,qgis_county_roads,Simpang Malutu - Tambak
HSS-KAB-147,display,Simpang Malutu - Tambak
HSS-KAB-148,dashboard_2025,Pagat Batu - Muara Hariang
HSS-KAB-148,qgis_county_roads,Pagat Batu - Muara Hariang
HSS-KAB-148,display,Pagat Batu - Muara Hariang
HSS-KAB-149,dashboard_2025,Paku (Jambu Hulu) - Ganda
HSS-KAB-149,qgis_county_roads,Paku (Jambu Hulu) - Ganda
HSS-KAB-149,display,Paku (Jambu Hulu) - Ganda
HSS-KAB-150,dashboard_2025,Sp.3 Bukuanin - Riam Talo
HSS-KAB-150,qgis_county_roads,SP.3 Bukuanin - Riam Talo
HSS-KAB-150,display,Sp.3 Bukuanin - Riam Talo
HSS-KAB-151,dashboard_2025,Sp.3 Bukuanin - Tayub
HSS-KAB-151,qgis_county_roads,SP.3 Bukuanin - Tayub
HSS-KAB-151,display,Sp.3 Bukuanin - Tayub
HSS-KAB-152,dashboard_2025,Madang - Ambutun
HSS-KAB-152,qgis_county_roads,Madang - Ambutun
HSS-KAB-152,display,Madang - Ambutun
HSS-KAB-153,dashboard_2025,Jl. Monumen 17 Mei - Mandapai
HSS-KAB-153,qgis_county_roads,Jl. Monumen 17 Mei - Mandapai
HSS-KAB-153,display,Monumen 17 Mei - Mandapai
HSS-KAB-154,dashboard_2025,Batu Laki - Muara Pipii
HSS-KAB-154,qgis_county_roads,Batulaki - Muara Pipii
HSS-KAB-154,display,Batu Laki - Muara Pipii
HSS-KAB-155,dashboard_2025,Muara Pipii - Tambak Pipii
HSS-KAB-155,qgis_county_roads,Muara Pipii - Tambak Pipii
HSS-KAB-155,display,Muara Pipii - Tambak Pipii
HSS-KAB-156,dashboard_2025,Tambak Pipii - Malilingin
HSS-KAB-156,qgis_county_roads,Tambak Pipii - Malilingin
HSS-KAB-156,display,Tambak Pipii - Malilingin
HSS-KAB-157,dashboard_2025,Malilingin - Muara Hariang
HSS-KAB-157,qgis_county_roads,Malilingin - Muara Hariang
HSS-KAB-157,display,Malilingin - Muara Hariang
HSS-KAB-158,dashboard_2025,Mawangi - Pariangan
HSS-KAB-158,qgis_county_roads,Mawangi - Pariangan
HSS-KAB-158,display,Mawangi - Pariangan
HSS-KAB-159,dashboard_2025,Jambu Hulu - Paku Pantai
HSS-KAB-159,qgis_county_roads,Jambu Hulu - Paku Pantai
HSS-KAB-159,display,Jambu Hulu - Paku Pantai
HSS-KAB-160,dashboard_2025,Sungai Minting - Ds. Malutu
HSS-KAB-160,qgis_county_roads,Jl. Sungai Minting - Ds. Malutu
HSS-KAB-160,display,Sungai Minting - Ds. Malutu
HSS-KAB-161,dashboard_2025,Padang Rasau (Tambak Tamiang) - Paku Pantai
HSS-KAB-161,qgis_county_roads,Jl. Padang Rasau (Tambak Tamiang) - Paku Pantai
HSS-KAB-161,display,Padang Rasau (Tambak Tamiang) - Paku Pantai
HSS-KAB-162,dashboard_2025,Jl. Galuntang Tayub - Ds. Madang
HSS-KAB-162,qgis_county_roads,Jl. Galuntang Tayub - Ds. Madang
HSS-KAB-162,display,Galuntang Tayub - Ds. Madang
HSS-KAB-163,dashboard_2025,Jl. Menuju SMPN Malilingin
HSS-KAB-163,qgis_county_roads,Jl. Menuju SMPN Malilingin
HSS-KAB-163,display,Menuju SMPN Malilingin
HSS-KAB-164,dashboard_2025,Jl. Samping Mesjid Mandapai
HSS-KAB-164,qgis_county_roads,Jl. Samping Mesjid Mandapai
HSS-KAB-164,display,Samping Mesjid Mandapai
HSS-KAB-165,dashboard_2025,Muara Hariang - Bayumbung
HSS-KAB-165,qgis_county_roads,Muara Hariang - Bayumbung
HSS-KAB-165,display,Muara Hariang - Bayumbung
HSS-KAB-166,dashboard_2025,Tambak Pipii - Batu Ampar
HSS-KAB-166,qgis_county_roads,Tambak Pipii - Batu Ampar
HSS-KAB-166,display,Tambak Pipii - Batu Ampar
HSS-KAB-167,dashboard_2025,Bakarung - Rantauan
HSS-KAB-167,qgis_county_roads,Bakarung - Rantauan
HSS-KAB-167,display,Bakarung - Rantauan
HSS-KAB-168,dashboard_2025,Taniran Selatan - Rantauan
HSS-KAB-168,qgis_county_roads,Taniran Selatan - Rantauan
HSS-KAB-168,display,Taniran Selatan - Rantauan
HSS-KAB-169,dashboard_2025,Bakarung -Tabihi - Karang Jawa
HSS-KAB-169,qgis_county_roads,Bakarung - Tabihi -Karang Jawa
HSS-KAB-169,display,Bakarung -Tabihi - Karang Jawa
HSS-KAB-170,dashboard_2025,Pandulangan - Kalinduku
HSS-KAB-170,qgis_county_roads,Pandulangan - Kalinduku
HSS-KAB-170,display,Pandulangan - Kalinduku
HSS-KAB-171,dashboard_2025,Taniran Selatan Kubah - Buntut Taniran / Wawaran
HSS-KAB-171,qgis_county_roads,Taniran Selatan Kubah - Buntut Taniran/Wawaran
HSS-KAB-171,display,Taniran Selatan Kubah - Buntut Taniran / Wawaran
HSS-KAB-172,dashboard_2025,Angkinang Selatan - Tawia - Wawaran
HSS-KAB-172,qgis_county_roads,Angkinang Selatan - Tawia - Wawaran
HSS-KAB-172,display,Angkinang Selatan - Tawia - Wawaran
HSS-KAB-173,dashboard_2025,Tawia - Kayu Abang
HSS-KAB-173,qgis_county_roads,Tawia - Kayu Abang
HSS-KAB-173,display,Tawia - Kayu Abang
HSS-KAB-174,dashboard_2025,Bamban Selatan - Tanggang - Panggang Hijau
HSS-KAB-174,qgis_county_roads,Bamban Selatan - Tangang - Panggang Hijau
HSS-KAB-174,display,Bamban Selatan - Tanggang - Panggang Hijau
HSS-KAB-175,dashboard_2025,Angkinang - Telaga Langsat
HSS-KAB-175,qgis_county_roads,Angkinang - Telaga Langsat
HSS-KAB-175,display,Angkinang - Telaga Langsat
HSS-KAB-176,dashboard_2025,Bamban Selatan - Pakuan
HSS-KAB-176,qgis_county_roads,Bamban Selatan - Pakuan
HSS-KAB-176,display,Bamban Selatan - Pakuan
HSS-KAB-177,dashboard_2025,Bamban Utara - Longawang
HSS-KAB-177,qgis_county_roads,Bamban Utara - Longawang
HSS-KAB-177,display,Bamban Utara - Longawang
HSS-KAB-178,dashboard_2025,Angkinang - Kayu Abang - Panggang Hijau
HSS-KAB-178,qgis_county_roads,Angkinang - Kayu Abang - Panggang Hijau
HSS-KAB-178,display,Angkinang - Kayu Abang - Panggang Hijau
HSS-KAB-179,dashboard_2025,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur
HSS-KAB-179,qgis_county_roads,SP. Mandampa Telaga Sili-Sili - SP. Sungai Bungur
HSS-KAB-179,display,Sp. Mandampa Tel. Sili-Sili - Sp. Sei. Bungur
HSS-KAB-180,dashboard_2025,Sungai Kudung - Kalinduku
HSS-KAB-180,qgis_county_roads,Sungai Kudung - Kalinduku
HSS-KAB-180,display,Sungai Kudung - Kalinduku
HSS-KAB-181,dashboard_2025,Bamban Tengah - Lok Nyiur
HSS-KAB-181,qgis_county_roads,Bamban Tengah - Lok Nyiur
HSS-KAB-181,display,Bamban Tengah - Lok Nyiur
HSS-KAB-182,dashboard_2025,Sp. Bakarung Selatan - Sungai Kudung
HSS-KAB-182,qgis_county_roads,Simp. Bakarung Selatan - Sungai Kudung
HSS-KAB-182,display,Sp. Bakarung Selatan - Sungai Kudung
HSS-KAB-183,dashboard_2025,Panggang Hijau - Ds. Tawar
HSS-KAB-183,qgis_county_roads,Jl.Panggang Hijau - DsTawar
HSS-KAB-183,display,Panggang Hijau - Ds. Tawar
HSS-KAB-184,dashboard_2025,Taniran Tengah - Taniran Selatan
HSS-KAB-184,qgis_county_roads,Taniran Tengah - Taniran Selatan
HSS-KAB-184,display,Taniran Tengah - Taniran Selatan
HSS-KAB-185,dashboard_2025,Jl. Kayu Abang - Ds. Anjiran
HSS-KAB-185,qgis_county_roads,Jl. Kayu Abang - Ds. Anjiran
HSS-KAB-185,display,Kayu Abang - Ds. Anjiran
HSS-KAB-186,dashboard_2025,Jl. Rel Angkinang - TMMD Angkinang
HSS-KAB-186,qgis_county_roads,Jl. Rel Angkinang - TMMD Angkinang
HSS-KAB-186,display,Rel Angkinang - TMMD Angkinang
HSS-KAB-187,dashboard_2025,Jl. AMD - Ds. Lok Binuang
HSS-KAB-187,qgis_county_roads,Jl. AMD - Ds. Lok Binuang
HSS-KAB-187,display,AMD - Ds. Lok Binuang
HSS-KAB-188,dashboard_2025,Jl. Pandan Sari - Ds. Angkinang
HSS-KAB-188,qgis_county_roads,Jl. Pandan Sari
HSS-KAB-188,display,Pandan Sari - Ds. Angkinang
HSS-KAB-189,dashboard_2025,Bamban Selatan - Pakuan Balunan
HSS-KAB-189,qgis_county_roads,Jl. Bamban Selatan - Pakuan Balunan
HSS-KAB-189,display,Bamban Selatan - Pakuan Balunan
HSS-KAB-190,dashboard_2025,Kayu Abang - Paya
HSS-KAB-190,qgis_county_roads,Jl. Kayu Abang - Paya
HSS-KAB-190,display,Kayu Abang - Paya
HSS-KAB-191,dashboard_2025,Bamban (Tibung) - Martajiwa
HSS-KAB-191,qgis_county_roads,Jl. Bamban (Tibung) - Martajiwa
HSS-KAB-191,display,Bamban (Tibung) - Martajiwa
HSS-KAB-192,dashboard_2025,Rantauan - Sungai Baru (Jl. Pulau)
HSS-KAB-192,qgis_county_roads,Jl. Rantauan - Sungai Baru (Jl. Pulau)
HSS-KAB-192,display,Rantauan - Sungai Baru (Jl. Pulau)
HSS-KAB-193,dashboard_2025,Telaga Langsat - Pakuan Timur
HSS-KAB-193,qgis_county_roads,Telaga Langsat - Pakuan Timur
HSS-KAB-193,display,Telaga Langsat - Pakuan Timur
HSS-KAB-194,dashboard_2025,Longawang - Gumbil
HSS-KAB-194,qgis_county_roads,Longawang - Gumbil
HSS-KAB-194,display,Longawang - Gumbil
HSS-KAB-195,dashboard_2025,Mandampa - Longawang
HSS-KAB-195,qgis_county_roads,Mandampa - Longawang
HSS-KAB-195,display,Mandampa - Longawang
HSS-KAB-196,dashboard_2025,Gumbil - Masimpan
HSS-KAB-196,qgis_county_roads,Gumbil - Masimpan
HSS-KAB-196,display,Gumbil - Masimpan
HSS-KAB-197,dashboard_2025,Hamak Timur - Umpaya
HSS-KAB-197,qgis_county_roads,Hamak Timur - Umpaya
HSS-KAB-197,display,Hamak Timur - Umpaya
HSS-KAB-198,dashboard_2025,Hamak - Umbai
HSS-KAB-198,qgis_county_roads,Jl. Hamak - Umbai
HSS-KAB-198,display,Hamak - Umbai
HSS-KAB-199,dashboard_2025,Hamak Utara - Samaragi
HSS-KAB-199,qgis_county_roads,Jl. Hamak Utara - Samaragi
HSS-KAB-199,display,Hamak Utara - Samaragi
HSS-KAB-200,dashboard_2025,Umpaya - Tumarin
HSS-KAB-200,qgis_county_roads,Jl. Umpaya - Tumarin
HSS-KAB-200,display,Umpaya - Tumarin
HSS-KAB-201,dashboard_2025,Jl. Sungai Durian - Ds. Gumbil
HSS-KAB-201,qgis_county_roads,Jl. Sungai Durian - Ds. Gumbil
HSS-KAB-201,display,Sungai Durian - Ds. Gumbil
HSS-KAB-202,dashboard_2025,Pantai Langsat - Umpaya
HSS-KAB-202,qgis_county_roads,Jl. Pantai Langsat - Umpaya
HSS-KAB-202,display,Pantai Langsat - Umpaya
HSS-KAB-203,dashboard_2025,Halayung - Hantarukung
HSS-KAB-203,qgis_county_roads,Jl. Halayung - Hantarukung
HSS-KAB-203,display,Halayung - Hantarukung
HSS-KAB-204,dashboard_2025,Wasah Hulu - Amparaya - Simpur
HSS-KAB-204,qgis_county_roads,Wasah Hulu - Amparaya - Simpur
HSS-KAB-204,display,Wasah Hulu - Amparaya - Simpur
HSS-KAB-205,dashboard_2025,Wasah Hilir - Sarang Halang
HSS-KAB-205,qgis_county_roads,Wasah Hilir - Sarang Halang
HSS-KAB-205,display,Wasah Hilir - Sarang Halang
HSS-KAB-206,dashboard_2025,Simpur - Simp. Bilui
HSS-KAB-206,qgis_county_roads,Simpur - Simpang Bilui
HSS-KAB-206,display,Simpur - Simp. Bilui
HSS-KAB-207,dashboard_2025,Simpur - Sp. 3 Muara Paring Agung
HSS-KAB-207,qgis_county_roads,Simpur - SP.3 Muara Paring Agung
HSS-KAB-207,display,Simpur - Sp. 3 Muara Paring Agung
HSS-KAB-208,dashboard_2025,Wasah Tengah - Sungai Tarap
HSS-KAB-208,qgis_county_roads,Wasah Tengah - Sungai Tarap
HSS-KAB-208,display,Wasah Tengah - Sungai Tarap
HSS-KAB-209,dashboard_2025,Wasah Hilir - Amparaya
HSS-KAB-209,qgis_county_roads,Wasah Hilir - Amparaya
HSS-KAB-209,display,Wasah Hilir - Amparaya
HSS-KAB-210,dashboard_2025,Panjampang Bahagia - Bayur
HSS-KAB-210,qgis_county_roads,Panjampang Bahagia - Bayur
HSS-KAB-210,display,Panjampang Bahagia - Bayur
HSS-KAB-211,dashboard_2025,Ulin - Tanggul (Balai Mas)
HSS-KAB-211,qgis_county_roads,Ulin - Tanggul (Balai Mas)
HSS-KAB-211,display,Ulin - Tanggul (Balai Mas)
HSS-KAB-212,dashboard_2025,Panjampang Bahagia - Hanau
HSS-KAB-212,qgis_county_roads,Panjampang Bahagia - Hanau
HSS-KAB-212,display,Panjampang Bahagia - Hanau
HSS-KAB-213,dashboard_2025,Jl. Halaban
HSS-KAB-213,qgis_county_roads,Jl. Halaban
HSS-KAB-213,display,Halaban
HSS-KAB-214,dashboard_2025,Amparaya - Karangan - Hanau
HSS-KAB-214,qgis_county_roads,Jl. Amparaya-Karangan - Hanau
HSS-KAB-214,display,Amparaya - Karangan - Hanau
HSS-KAB-215,dashboard_2025,Jl. Kalimput Desa Wasah Hilir
HSS-KAB-215,qgis_county_roads,Jl. Kalimput Ds. Wasah Hilir
HSS-KAB-215,display,Kalimput Desa Wasah Hilir
HSS-KAB-216,dashboard_2025,Jl. Sungai Kacil I - Kapuh Padang
HSS-KAB-216,qgis_county_roads,Jl. Sungai Kacil I - Kapuh Padang
HSS-KAB-216,display,Sungai Kacil I - Kapuh Padang
HSS-KAB-217,dashboard_2025,Jl. Sungai Kacil II
HSS-KAB-217,qgis_county_roads,Jl. Sungai Kacil II
HSS-KAB-217,display,Sungai Kacil II
HSS-KAB-218,dashboard_2025,Jl. Papagaran - Ds. Amawang Kanan
HSS-KAB-218,qgis_county_roads,Jl. Papagaran - Ds. Amawang Kanan
HSS-KAB-218,display,Papagaran - Ds. Amawang Kanan
HSS-KAB-219,dashboard_2025,Balaimas - Hanau
HSS-KAB-219,qgis_county_roads,Jl. Balaimas - Hanau
HSS-KAB-219,display,Balaimas - Hanau
HSS-KAB-220,dashboard_2025,Garunggang - Hantamangu
HSS-KAB-220,qgis_county_roads,Garunggang - Hantamangu
HSS-KAB-220,display,Garunggang - Hantamangu
HSS-KAB-221,dashboard_2025,Jl. KH. Ramli - DS. Amparaya
HSS-KAB-221,qgis_county_roads,Jl. KH. Ramli
HSS-KAB-221,display,KH. Ramli - DS. Amparaya
HSS-KAB-222,dashboard_2025,Jl. Tungkaran - Ds. Ulin
HSS-KAB-222,qgis_county_roads,Jl. Tungkaran
HSS-KAB-222,display,Tungkaran - Ds. Ulin
HSS-KAB-223,dashboard_2025,Jl. Mondar (Ulin-Pantai Ulin) - Ds. Ulin
HSS-KAB-223,qgis_county_roads,Jl. Mondar (Ulin - Pantai Ulin)
HSS-KAB-223,display,Mondar (Ulin-Pantai Ulin) - Ds. Ulin
HSS-KAB-224,dashboard_2025,Jl. Pendawa - Ds. Tebing Tinggi
HSS-KAB-224,qgis_county_roads,Jl. Pendawa - Ds. Tebing Tinggi
HSS-KAB-224,display,Pendawa - Ds. Tebing Tinggi
HSS-KAB-225,dashboard_2025,Jl. Mangamol - Ds. Pantai Ulin
HSS-KAB-225,qgis_county_roads,Jl. Mangamol
HSS-KAB-225,display,Mangamol - Ds. Pantai Ulin
HSS-KAB-226,dashboard_2025,Jl. Guru H. Izim - Ds. Pantai Ulin
HSS-KAB-226,qgis_county_roads,Jl. Guru H. Izim
HSS-KAB-226,display,Guru H. Izim - Ds. Pantai Ulin
HSS-KAB-227,dashboard_2025,Jl. Rawati - Ds. Panjampang Bahagia
HSS-KAB-227,qgis_county_roads,Jl. Rawati
HSS-KAB-227,display,Rawati - Ds. Panjampang Bahagia
HSS-KAB-228,dashboard_2025,Jl. Pianggu
HSS-KAB-228,qgis_county_roads,Jl. Pianggu
HSS-KAB-228,display,Pianggu
HSS-KAB-229,dashboard_2025,Jl. Buluh - Ds. Tebing Tinggi
HSS-KAB-229,qgis_county_roads,Jl. Buluh Ds. Tebing Tinggi
HSS-KAB-229,display,Buluh - Ds. Tebing Tinggi
HSS-KAB-230,dashboard_2025,Jl. H. Saim Garunggang - Kalimput
HSS-KAB-230,qgis_county_roads,Jl. H. Saim/Garunggang
HSS-KAB-230,display,H. Saim Garunggang - Kalimput
HSS-KAB-231,dashboard_2025,Jl. Padang Haur - Ds. Wasah Tengah
HSS-KAB-231,qgis_county_roads,Jl. Padang Haur - Ds. Wasah Tengah
HSS-KAB-231,display,Padang Haur - Ds. Wasah Tengah
HSS-KAB-232,dashboard_2025,Jl. Gerilya - Ds. Simpur
HSS-KAB-232,qgis_county_roads,Jl. Gerilya Ds. Simpur
HSS-KAB-232,display,Gerilya - Ds. Simpur
HSS-KAB-233,dashboard_2025,Jl. Jangkang - Ds. Wasah Hilir
HSS-KAB-233,qgis_county_roads,Jl. Jangkang - Ds. Wasah Hilir
HSS-KAB-233,display,Jangkang - Ds. Wasah Hilir
HSS-KAB-234,dashboard_2025,Jl. Air Miris - Ds. Wasah Hilir
HSS-KAB-234,qgis_county_roads,Jl. Air Miris
HSS-KAB-234,display,Air Miris - Ds. Wasah Hilir
HSS-KAB-235,dashboard_2025,Jl. Tandik - Ds. Wasah Hilir
HSS-KAB-235,qgis_county_roads,Tandik - Wasah Hilir
HSS-KAB-235,display,Tandik - Ds. Wasah Hilir
HSS-KAB-236,dashboard_2025,Jl. Ds. Kapuh Tengah (Jl. Menuju Majelis Talim)
HSS-KAB-236,qgis_county_roads,Jl. Ds. Kapuh Tengah (Jl. Menuju Majelis Taklim)
HSS-KAB-236,display,Ds. Kapuh Tengah (Jl. Menuju Majelis Talim)
HSS-KAB-237,dashboard_2025,Jl. Karampaci - Ds. Kapuh
HSS-KAB-237,qgis_county_roads,Jl. Karampaci
HSS-KAB-237,display,Karampaci - Ds. Kapuh
HSS-KAB-238,dashboard_2025,Jl. At-Taubah - Ds. Kapuh
HSS-KAB-238,qgis_county_roads,Jl. At-Taubah
HSS-KAB-238,display,At-Taubah - Ds. Kapuh
HSS-KAB-239,dashboard_2025,Jl. Firdaus - Ds. Kapuh
HSS-KAB-239,qgis_county_roads,Jl. Firdaus
HSS-KAB-239,display,Firdaus - Ds. Kapuh
HSS-KAB-240,dashboard_2025,Jl. Slasa Garih - Ds. Kapuh
HSS-KAB-240,qgis_county_roads,Jl. Slasa Garih - Ds. Kapuh
HSS-KAB-240,display,Slasa Garih - Ds. Kapuh
HSS-KAB-241,dashboard_2025,Jl. Palas - Ds. Wasah Tengah
HSS-KAB-241,qgis_county_roads,Jl. Palas - Ds. Wasah Tengah
HSS-KAB-241,display,Palas - Ds. Wasah Tengah
HSS-KAB-242,dashboard_2025,Jl. Tanah Habang - Ds. Simpur
HSS-KAB-242,qgis_county_roads,Jl. Tanah Habang - Ds. Simpur
HSS-KAB-242,display,Tanah Habang - Ds. Simpur
HSS-KAB-243,dashboard_2025,Jl. Banua Kambang - Ds. Wasah Tengah
HSS-KAB-243,qgis_county_roads,Jl. Banua Kambang
HSS-KAB-243,display,Banua Kambang - Ds. Wasah Tengah
HSS-KAB-244,dashboard_2025,Jl. Pajah Api - Ds. Kapuh
HSS-KAB-244,qgis_county_roads,Jl. Pajah Api
HSS-KAB-244,display,Pajah Api - Ds. Kapuh
HSS-KAB-245,dashboard_2025,Jl. Talapak Manuk - Ds. Kapuh
HSS-KAB-245,qgis_county_roads,Jl. Telapak Manuk
HSS-KAB-245,display,Talapak Manuk - Ds. Kapuh
HSS-KAB-246,dashboard_2025,Sirih - Taro
HSS-KAB-246,qgis_county_roads,Sirih - Taro
HSS-KAB-246,display,Sirih - Taro
HSS-KAB-247,dashboard_2025,Kalumpang - Balimau
HSS-KAB-247,qgis_county_roads,Kalumpang - Balimau
HSS-KAB-247,display,Kalumpang - Balimau
HSS-KAB-248,dashboard_2025,Kalumpang (Ds. Balanti) - Teratai
HSS-KAB-248,qgis_county_roads,Kalumpang (Ds. Belanti) - Teratai
HSS-KAB-248,display,Kalumpang (Ds. Balanti) - Teratai
HSS-KAB-249,dashboard_2025,Bago Tanggul - Katilang - Teratai
HSS-KAB-249,qgis_county_roads,Jl. Bago Tanggul - Katilang - Teratai
HSS-KAB-249,display,Bago Tanggul - Katilang - Teratai
HSS-KAB-250,dashboard_2025,Binjai (Sirih Hulu) - Ds. Seranggan
HSS-KAB-250,qgis_county_roads,Jl. Binjai (Sirih Hulu) - Ds. Seranggan
HSS-KAB-250,display,Binjai (Sirih Hulu) - Ds. Seranggan
HSS-KAB-251,dashboard_2025,Balanti - (Ex. P3DT)
HSS-KAB-251,qgis_county_roads,Jl. Balanti - (Ex. P3DT)
HSS-KAB-251,display,Balanti - (Ex. P3DT)
HSS-KAB-252,dashboard_2025,Kalumpang - Baruh
HSS-KAB-252,qgis_county_roads,Kalumpang - Baruh
HSS-KAB-252,display,Kalumpang - Baruh
HSS-KAB-253,dashboard_2025,Sirih - Pacakan
HSS-KAB-253,qgis_county_roads,Sirih - Pacakan
HSS-KAB-253,display,Sirih - Pacakan
HSS-KAB-254,dashboard_2025,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang
HSS-KAB-254,qgis_county_roads,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang
HSS-KAB-254,display,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang
HSS-KAB-255,dashboard_2025,Kalumpang Selatan - Ds. Asam Tamiyang
HSS-KAB-255,qgis_county_roads,Jl. Kalumpang Selatan - Ds. Asam Tamiyang
HSS-KAB-255,display,Kalumpang Selatan - Ds. Asam Tamiyang
HSS-KAB-256,dashboard_2025,Balimau - Murung Dalam
HSS-KAB-256,qgis_county_roads,Jl. Balimau - Murung Dalam
HSS-KAB-256,display,Balimau - Murung Dalam
HSS-KAB-257,dashboard_2025,Jl. Karya Bakti - Ds. Balimau
HSS-KAB-257,qgis_county_roads,Jl. Karya Bakti TNI - Ds. Balimau
HSS-KAB-257,display,Karya Bakti - Ds. Balimau
HSS-KAB-258,dashboard_2025,Tanuhi - Ulang
HSS-KAB-258,qgis_county_roads,Tanuhi - Ulang
HSS-KAB-258,display,Tanuhi - Ulang
HSS-KAB-259,dashboard_2025,Loksado - Loklahung
HSS-KAB-259,qgis_county_roads,Loksado - Loklahung
HSS-KAB-259,display,Loksado - Loklahung
HSS-KAB-260,dashboard_2025,Loksado - Haratai
HSS-KAB-260,qgis_county_roads,Loksado - Haratai
HSS-KAB-260,display,Loksado - Haratai
HSS-KAB-261,dashboard_2025,Loklahung - Kamawakan
HSS-KAB-261,qgis_county_roads,Loklahung - Kamawakan
HSS-KAB-261,display,Loklahung - Kamawakan
HSS-KAB-262,dashboard_2025,Jl. Niagara (Ds. Halunuk) - Ayan
HSS-KAB-262,qgis_county_roads,Jl. Niagara (Ds. Halunuk) - Ayan
HSS-KAB-262,display,Niagara (Ds. Halunuk) - Ayan
HSS-KAB-263,dashboard_2025,Malinau - Katingin - Kamawakan
HSS-KAB-263,qgis_county_roads,Malinau - Katingin - Kamawakan
HSS-KAB-263,display,Malinau - Katingin - Kamawakan
HSS-KAB-264,dashboard_2025,Loklahung - Malaris
HSS-KAB-264,qgis_county_roads,Loklahung - Malaris
HSS-KAB-264,display,Loklahung - Malaris
HSS-KAB-265,dashboard_2025,Jl. Bubuih - Ds. Halunuk
HSS-KAB-265,qgis_county_roads,Jl. Bubuih (Ds. Halunuk)
HSS-KAB-265,display,Bubuih - Ds. Halunuk
HSS-KAB-266,dashboard_2025,Halunuk - Riam Tajam/Talo - Hamak Umpaya
HSS-KAB-266,qgis_county_roads,Halunuk - Riam Tajam/Talo - Hamak Umpaya
HSS-KAB-266,display,Halunuk - Riam Tajam/Talo - Hamak Umpaya
HSS-KAB-267,dashboard_2025,Jl. Muara Kitar - Desa Lumpangi
HSS-KAB-267,qgis_county_roads,Jl. Muara Kitar - Ds. Lumpangi
HSS-KAB-267,display,Muara Kitar - Desa Lumpangi
HSS-KAB-268,dashboard_2025,Jl. Hulu Banyu - Pantai Langsat
HSS-KAB-268,qgis_county_roads,Jl. Hulu Banyu - Pantai Langsat
HSS-KAB-268,display,Hulu Banyu - Pantai Langsat
HSS-KAB-269,dashboard_2025,Jl. Bayampah - Tanuhi - Tugu Niih
HSS-KAB-269,qgis_county_roads,Jl. Bayampah - Tanuhi - Tugu Niih
HSS-KAB-269,display,Bayampah - Tanuhi - Tugu Niih
HSS-KAB-270,dashboard_2025,Jl. Kantor Camat Loksado II
HSS-KAB-270,qgis_county_roads,Jl. Kantor Camat Loksado II
HSS-KAB-270,display,Kantor Camat Loksado II
HSS-KAB-271,dashboard_2025,Jl. Buntu Muara Hatib - Bts. Kab. HST
HSS-KAB-271,qgis_county_roads,Jl. Buntu Muara Hatib
HSS-KAB-271,display,Buntu Muara Hatib - Bts. Kab. HST
HSS-KAB-272,dashboard_2025,Tanuhi - Hulu Banyu
HSS-KAB-272,qgis_county_roads,Jl. Tanuhi - Hulu Banyu
HSS-KAB-272,display,Tanuhi - Hulu Banyu
