road_key,road_geometry_id,source_road_code,source_object_id,candidate_nomor_ruas,identity_match_status,display_name,district_id,district_name,intersection_length_m
HSS-KAB-171,hss-county-171,171,138,171,exact_normalized,Taniran Selatan Kubah - Buntut Taniran/Wawaran,63.06.04,Angkinang,6152.19
HSS-KAB-171,hss-county-171,171,138,171,exact_normalized,Taniran Selatan Kubah - Buntut Taniran/Wawaran,63.06.05,Kandangan,597.24
HSS-KAB-172,hss-county-172,172,139,172,exact_normalized,Angkinang Selatan - Tawia - Wawaran,63.06.04,Angkinang,5876.6
HSS-KAB-173,hss-county-173,173,140,173,exact_normalized,Tawia - Kayu Abang,63.06.04,Angkinang,1478.65
HSS-KAB-174,hss-county-174,174,142,174,treatment_engine_alias,Bamban Selatan - Tangang - Panggang Hijau,63.06.04,Angkinang,3580.56
HSS-KAB-175,hss-county-175,175,143,175,exact_normalized,Angkinang - Telaga Langsat,63.06.03,Telaga Langsat,3935.22
HSS-KAB-175,hss-county-175,175,143,175,exact_normalized,Angkinang - Telaga Langsat,63.06.04,Angkinang,1654.47
HSS-KAB-176,hss-county-176,176,144,176,exact_normalized,Bamban Selatan - Pakuan,63.06.03,Telaga Langsat,683.37
HSS-KAB-176,hss-county-176,176,144,176,exact_normalized,Bamban Selatan - Pakuan,63.06.04,Angkinang,1412.37
HSS-KAB-177,hss-county-177,177,145,177,exact_normalized,Bamban Utara - Longawang,63.06.03,Telaga Langsat,1617.84
HSS-KAB-177,hss-county-177,177,145,177,exact_normalized,Bamban Utara - Longawang,63.06.04,Angkinang,500.31
HSS-KAB-178,hss-county-178,178,141,178,exact_normalized,Angkinang - Kayu Abang - Panggang Hijau,63.06.04,Angkinang,6998.73
HSS-KAB-179,hss-county-179,179,147,,unresolved,SP. Mandampa Telaga Sili-Sili - SP. Sungai Bungur,63.06.02,Padang Batung,279.07
HSS-KAB-179,hss-county-179,179,147,,unresolved,SP. Mandampa Telaga Sili-Sili - SP. Sungai Bungur,63.06.04,Angkinang,4615.72
HSS-KAB-180,hss-county-180,180,148,180,exact_normalized,Sungai Kudung - Kalinduku,63.06.04,Angkinang,2953.48
HSS-KAB-181,hss-county-181,181,150,181,exact_normalized,Bamban Tengah - Lok Nyiur,63.06.04,Angkinang,1240.75
HSS-KAB-182,hss-county-182,182,47,182,treatment_engine_alias,Simp. Bakarung Selatan - Sungai Kudung,63.06.02,Padang Batung,121.67
HSS-KAB-182,hss-county-182,182,47,182,treatment_engine_alias,Simp. Bakarung Selatan - Sungai Kudung,63.06.05,Kandangan,431.78
HSS-KAB-183,hss-county-183,183,153,183,exact_normalized,Jl.Panggang Hijau - DsTawar,63.06.04,Angkinang,2113.71
HSS-KAB-183,hss-county-183,183,153,183,exact_normalized,Jl.Panggang Hijau - DsTawar,63.06.05,Kandangan,1531.65
HSS-KAB-184,hss-county-184,184,154,184,exact_normalized,Taniran Tengah - Taniran Selatan,63.06.04,Angkinang,2256.31
HSS-KAB-185,hss-county-185,185,1214,185,exact_normalized,Jl. Kayu Abang - Ds. Anjiran,63.06.04,Angkinang,975.89
HSS-KAB-186,hss-county-186,186,158,186,exact_normalized,Jl. Rel Angkinang - TMMD Angkinang,63.06.04,Angkinang,3629.77
HSS-KAB-187,hss-county-187,187,143,187,exact_normalized,Jl. AMD - Ds. Lok Binuang,63.06.03,Telaga Langsat,1558.35
HSS-KAB-188,hss-county-188,188,159,,unresolved,Jl. Pandan Sari,63.06.04,Angkinang,447.26
HSS-KAB-189,hss-county-189,189,347,199,exact_normalized,Jl. Bamban Selatan - Pakuan Balunan,63.06.04,Angkinang,1704.04
HSS-KAB-190,hss-county-190,190,346,190,exact_normalized,Jl. Kayu Abang - Paya,63.06.04,Angkinang,705.72
HSS-KAB-191,hss-county-191,191,347,191,exact_normalized,Jl. Bamban (Tibung) - Martajiwa,63.06.04,Angkinang,658.98
HSS-KAB-192,hss-county-192,192,0,192,exact_normalized,Jl. Rantauan - Sungai Baru (Jl. Pulau),63.06.04,Angkinang,1151.25
HSS-KAB-192,hss-county-192,192,0,192,exact_normalized,Jl. Rantauan - Sungai Baru (Jl. Pulau),63.06.05,Kandangan,36.66
HSS-KAB-193,hss-county-193,193,160,193,exact_normalized,Telaga Langsat - Pakuan Timur,63.06.03,Telaga Langsat,2823.09
HSS-KAB-194,hss-county-194,194,161,194,exact_normalized,Longawang - Gumbil,63.06.03,Telaga Langsat,1663.79
HSS-KAB-195,hss-county-195,195,149,195,exact_normalized,Mandampa - Longawang,63.06.03,Telaga Langsat,2863.55
HSS-KAB-196,hss-county-196,196,162,196,exact_normalized,Gumbil - Masimpan,63.06.03,Telaga Langsat,4994.6
HSS-KAB-197,hss-county-197,197,166,197,exact_normalized,Hamak Timur - Umpaya,63.06.03,Telaga Langsat,4187.01
HSS-KAB-198,hss-county-198,198,169,198,exact_normalized,Jl. Hamak - Umbai,63.06.03,Telaga Langsat,973.42
HSS-KAB-199,hss-county-199,199,169,199,exact_normalized,Jl. Hamak Utara - Samaragi,63.06.03,Telaga Langsat,298.53
HSS-KAB-200,hss-county-200,200,350,200,exact_normalized,Jl. Umpaya - Tumarin,63.06.03,Telaga Langsat,530.03
HSS-KAB-201,hss-county-201,201,0,201,exact_normalized,Jl. Sungai Durian - Ds. Gumbil,63.06.03,Telaga Langsat,884.53
HSS-KAB-202,hss-county-202,202,349,202,exact_normalized,Jl. Pantai Langsat - Umpaya,63.06.03,Telaga Langsat,4238.33
HSS-KAB-202,hss-county-202,202,349,202,exact_normalized,Jl. Pantai Langsat - Umpaya,63.06.10,Loksado,21.57
HSS-KAB-203,hss-county-203,203,171,203,exact_normalized,Jl. Halayung - Hantarukung,63.06.06,Simpur,1913.67
HSS-KAB-204,hss-county-204,204,182,204,exact_normalized,Wasah Hulu - Amparaya - Simpur,63.06.06,Simpur,6360.53
HSS-KAB-205,hss-county-205,205,175,205,exact_normalized,Wasah Hilir - Sarang Halang,63.06.01,Sungai Raya,1472.06
HSS-KAB-205,hss-county-205,205,175,205,exact_normalized,Wasah Hilir - Sarang Halang,63.06.06,Simpur,1657.52
HSS-KAB-206,hss-county-206,206,176,206,treatment_engine_alias,Simpur - Simpang Bilui,63.06.06,Simpur,1031.38
HSS-KAB-207,hss-county-207,207,177,207,exact_normalized,Simpur - SP.3 Muara Paring Agung,63.06.01,Sungai Raya,1264.16
HSS-KAB-207,hss-county-207,207,177,207,exact_normalized,Simpur - SP.3 Muara Paring Agung,63.06.06,Simpur,1464.94
HSS-KAB-208,hss-county-208,208,178,208,exact_normalized,Wasah Tengah - Sungai Tarap,63.06.01,Sungai Raya,272.38
HSS-KAB-208,hss-county-208,208,178,208,exact_normalized,Wasah Tengah - Sungai Tarap,63.06.06,Simpur,3068.77
HSS-KAB-209,hss-county-209,209,180,209,exact_normalized,Wasah Hilir - Amparaya,63.06.06,Simpur,2933.77
HSS-KAB-210,hss-county-210,210,181,210,exact_normalized,Panjampang Bahagia - Bayur,63.06.06,Simpur,1555.29
HSS-KAB-211,hss-county-211,211,183,211,exact_normalized,Ulin - Tanggul (Balai Mas),63.06.06,Simpur,3910.73
HSS-KAB-212,hss-county-212,212,184,212,exact_normalized,Panjampang Bahagia - Hanau,63.06.06,Simpur,4772.92
HSS-KAB-213,hss-county-213,213,185,213,exact_normalized,Jl. Halaban,63.06.06,Simpur,2123.24
HSS-KAB-214,hss-county-214,214,186,214,exact_normalized,Jl. Amparaya-Karangan - Hanau,63.06.06,Simpur,4360.23
HSS-KAB-215,hss-county-215,215,674,215,exact_normalized,Jl. Kalimput Ds. Wasah Hilir,63.06.06,Simpur,905.53
HSS-KAB-216,hss-county-216,216,191,216,exact_normalized,Jl. Sungai Kacil I - Kapuh Padang,63.06.06,Simpur,1312.08
HSS-KAB-217,hss-county-217,217,191,217,exact_normalized,Jl. Sungai Kacil II,63.06.06,Simpur,390.43
HSS-KAB-218,hss-county-218,218,1927,218,exact_normalized,Jl. Papagaran - Ds. Amawang Kanan,63.06.05,Kandangan,537.47
HSS-KAB-219,hss-county-219,219,193,219,exact_normalized,Jl. Balaimas - Hanau,63.06.06,Simpur,2331.98
HSS-KAB-220,hss-county-220,220,194,220,exact_normalized,Garunggang - Hantamangu,63.06.06,Simpur,1156.44
HSS-KAB-221,hss-county-221,221,195,,unresolved,Jl. KH. Ramli,63.06.06,Simpur,333.07
HSS-KAB-222,hss-county-222,222,196,,unresolved,Jl. Tungkaran,63.06.06,Simpur,1244.01
HSS-KAB-223,hss-county-223,223,197,,unresolved,Jl. Mondar (Ulin - Pantai Ulin),63.06.06,Simpur,1852.54
HSS-KAB-224,hss-county-224,224,198,224,exact_normalized,Jl. Pendawa - Ds. Tebing Tinggi,63.06.06,Simpur,819.19
HSS-KAB-225,hss-county-225,225,199,,unresolved,Jl. Mangamol,63.06.06,Simpur,686.24
HSS-KAB-226,hss-county-226,226,200,,unresolved,Jl. Guru H. Izim,63.06.06,Simpur,617.35
HSS-KAB-227,hss-county-227,227,351,,unresolved,Jl. Rawati,63.06.06,Simpur,1206.28
HSS-KAB-228,hss-county-228,228,352,228,exact_normalized,Jl. Pianggu,63.06.06,Simpur,812.75
HSS-KAB-229,hss-county-229,229,353,229,exact_normalized,Jl. Buluh Ds. Tebing Tinggi,63.06.06,Simpur,1278.5
HSS-KAB-230,hss-county-230,230,354,,unresolved,Jl. H. Saim/Garunggang,63.06.06,Simpur,706.36
HSS-KAB-231,hss-county-231,231,0,231,exact_normalized,Jl. Padang Haur - Ds. Wasah Tengah,63.06.06,Simpur,1230.06
HSS-KAB-232,hss-county-232,232,0,232,exact_normalized,Jl. Gerilya Ds. Simpur,63.06.06,Simpur,525.72
HSS-KAB-233,hss-county-233,233,0,233,exact_normalized,Jl. Jangkang - Ds. Wasah Hilir,63.06.06,Simpur,344.38
HSS-KAB-234,hss-county-234,234,0,,unresolved,Jl. Air Miris,63.06.06,Simpur,1057.71
HSS-KAB-235,hss-county-235,235,0,,unresolved,Tandik - Wasah Hilir,63.06.06,Simpur,501.38
HSS-KAB-236,hss-county-236,236,0,236,exact_normalized,Jl. Ds. Kapuh Tengah (Jl. Menuju Majelis Taklim),63.06.06,Simpur,599.76
HSS-KAB-237,hss-county-237,237,0,,unresolved,Jl. Karampaci,63.06.06,Simpur,516.94
HSS-KAB-238,hss-county-238,238,0,,unresolved,Jl. At-Taubah,63.06.06,Simpur,470.91
HSS-KAB-239,hss-county-239,239,0,,unresolved,Jl. Firdaus,63.06.06,Simpur,294.9
HSS-KAB-240,hss-county-240,240,0,240,exact_normalized,Jl. Slasa Garih - Ds. Kapuh,63.06.01,Sungai Raya,35.43
HSS-KAB-240,hss-county-240,240,0,240,exact_normalized,Jl. Slasa Garih - Ds. Kapuh,63.06.06,Simpur,458.61
HSS-KAB-241,hss-county-241,241,0,241,exact_normalized,Jl. Palas - Ds. Wasah Tengah,63.06.06,Simpur,828.9
HSS-KAB-242,hss-county-242,242,176,242,exact_normalized,Jl. Tanah Habang - Ds. Simpur,63.06.06,Simpur,1059.15
HSS-KAB-243,hss-county-243,243,0,,unresolved,Jl. Banua Kambang,63.06.06,Simpur,1390.02
HSS-KAB-244,hss-county-244,244,0,,unresolved,Jl. Pajah Api,63.06.06,Simpur,339.15
HSS-KAB-245,hss-county-245,245,0,,unresolved,Jl. Telapak Manuk,63.06.06,Simpur,753.38
HSS-KAB-246,hss-county-246,246,201,246,exact_normalized,Sirih - Taro,63.06.09,Kalumpang,1260.97
HSS-KAB-247,hss-county-247,247,202,247,exact_normalized,Kalumpang - Balimau,63.06.09,Kalumpang,5217.18
HSS-KAB-248,hss-county-248,248,205,248,treatment_engine_alias,Kalumpang (Ds. Belanti) - Teratai,63.06.09,Kalumpang,5692.37
HSS-KAB-249,hss-county-249,249,212,249,exact_normalized,Jl. Bago Tanggul - Katilang - Teratai,63.06.09,Kalumpang,9711.28
HSS-KAB-250,hss-county-250,250,208,250,exact_normalized,Jl. Binjai (Sirih Hulu) - Ds. Seranggan,63.06.01,Sungai Raya,1851.6
HSS-KAB-250,hss-county-250,250,208,250,exact_normalized,Jl. Binjai (Sirih Hulu) - Ds. Seranggan,63.06.09,Kalumpang,2484.75
HSS-KAB-251,hss-county-251,251,204,251,exact_normalized,Jl. Balanti - (Ex. P3DT),63.06.09,Kalumpang,1660.42
HSS-KAB-252,hss-county-252,252,213,252,exact_normalized,Kalumpang - Baruh,63.06.09,Kalumpang,2713.63
HSS-KAB-253,hss-county-253,253,215,253,exact_normalized,Sirih - Pacakan,63.06.09,Kalumpang,644.55
HSS-KAB-254,hss-county-254,254,94,254,exact_normalized,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,63.06.01,Sungai Raya,3073.19
HSS-KAB-254,hss-county-254,254,94,254,exact_normalized,SP.4 Mesjid Sirih - Sarang Nyamuk - Asam Tamiyang,63.06.09,Kalumpang,3026.09
HSS-KAB-255,hss-county-255,255,2465,255,exact_normalized,Jl. Kalumpang Selatan - Ds. Asam Tamiyang,63.06.01,Sungai Raya,820.44
HSS-KAB-256,hss-county-256,256,614,256,exact_normalized,Jl. Balimau - Murung Dalam,63.06.09,Kalumpang,1464.92
HSS-KAB-257,hss-county-257,257,614,,unresolved,Jl. Karya Bakti TNI - Ds. Balimau,63.06.09,Kalumpang,855.45
HSS-KAB-258,hss-county-258,258,222,258,exact_normalized,Tanuhi - Ulang,63.06.10,Loksado,7648.53
HSS-KAB-259,hss-county-259,259,223,259,exact_normalized,Loksado - Loklahung,63.06.10,Loksado,1290.69
HSS-KAB-260,hss-county-260,260,224,260,exact_normalized,Loksado - Haratai,63.06.10,Loksado,7216.9
HSS-KAB-261,hss-county-261,261,225,261,exact_normalized,Loklahung - Kamawakan,63.06.10,Loksado,6816.52
HSS-KAB-262,hss-county-262,262,227,262,exact_normalized,Jl. Niagara (Ds. Halunuk) - Ayan,63.06.10,Loksado,2045.5
HSS-KAB-263,hss-county-263,263,228,263,exact_normalized,Malinau - Katingin - Kamawakan,63.06.10,Loksado,9457.53
HSS-KAB-264,hss-county-264,264,230,264,exact_normalized,Loklahung - Malaris,63.06.10,Loksado,808.65
HSS-KAB-265,hss-county-265,265,234,265,treatment_engine_alias,Jl. Bubuih (Ds. Halunuk),63.06.10,Loksado,744.49
HSS-KAB-266,hss-county-266,266,165,266,exact_normalized,Halunuk - Riam Tajam/Talo - Hamak Umpaya,63.06.03,Telaga Langsat,3017.21
HSS-KAB-266,hss-county-266,266,165,266,exact_normalized,Halunuk - Riam Tajam/Talo - Hamak Umpaya,63.06.10,Loksado,4753.82
HSS-KAB-267,hss-county-267,267,237,267,exact_normalized,Jl. Muara Kitar - Ds. Lumpangi,63.06.10,Loksado,451.89
HSS-KAB-268,hss-county-268,268,349,268,exact_normalized,Jl. Hulu Banyu - Pantai Langsat,63.06.10,Loksado,1780.69
HSS-KAB-269,hss-county-269,269,244,269,exact_normalized,Jl. Bayampah - Tanuhi - Tugu Niih,63.06.10,Loksado,607.34
HSS-KAB-270,hss-county-270,270,261,270,exact_normalized,Jl. Kantor Camat Loksado II,63.06.10,Loksado,120.8
HSS-KAB-271,hss-county-271,271,356,,unresolved,Jl. Buntu Muara Hatib,63.06.10,Loksado,1142.49
HSS-KAB-272,hss-county-272,272,947,272,exact_normalized,Jl. Tanuhi - Hulu Banyu,63.06.10,Loksado,662.41
HSS-KAB-273,hss-county-273,273,226,273,exact_normalized,Hulu Banyu - Datar Mangkung -Tumingki,63.06.10,Loksado,7560.57
HSS-KAB-274,hss-county-274,274,221,274,exact_normalized,Lambuk - Ds. Tumingki,63.06.10,Loksado,604.46
HSS-KAB-275,hss-county-275,275,230,275,exact_normalized,Malaris - Loapanggang,63.06.10,Loksado,1582.57
HSS-KAB-276,hss-county-276,276,255,276,exact_normalized,Jl. Haratai 3 (Balai Kedayang) / SDN Haratai 3,63.06.10,Loksado,5251.3
HSS-KAB-277,hss-county-277,277,233,,unresolved,Jl. Haratai 2 (SDN Haratai2),63.06.10,Loksado,2697.8
HSS-KAB-278,hss-county-278,278,234,,unresolved,Jl. Bubuih - Kandihin,63.06.10,Loksado,2924.54
HSS-KAB-279,hss-county-279,279,238,279,exact_normalized,Jl. Makam Habib Ds. Lumpangi,63.06.10,Loksado,388.01
HSS-KAB-280,hss-county-280,280,237,280,exact_normalized,Jl. Datar Belimbing - Muara Kitar,63.06.10,Loksado,4369.71
HSS-KAB-281,hss-county-281,281,779,281,exact_normalized,Jl. Tanginau - Balai Haruyan,63.06.10,Loksado,1165.65
HSS-KAB-282,hss-county-282,282,357,282,exact_normalized,Jl. Tataian - (Ds. Ulang) - Loksado,63.06.10,Loksado,395.87
HSS-KAB-283,hss-county-283,283,357,283,exact_normalized,Jl. Ulang - Kacang Parang,63.06.10,Loksado,1746.22
HSS-KAB-284,hss-county-284,284,357,284,exact_normalized,Jl. Kacang Parang (Ulang) - Balai Mawak-Kias,63.06.10,Loksado,2050.99
HSS-KAB-285,hss-county-285,285,357,285,exact_normalized,Jl. Kacang Parang (Ulang) - Balai Wariung,63.06.10,Loksado,830.96
HSS-KAB-286,hss-county-286,286,261,286,exact_normalized,Jl. Loksado - Pantai Dusin,63.06.10,Loksado,2213.66
HSS-KAB-287,hss-county-287,287,254,287,exact_normalized,Jl. Malinau - Kandihin,63.06.10,Loksado,4661.24
HSS-KAB-288,hss-county-288,288,222,288,exact_normalized,Ulang - Bangkaun,63.06.10,Loksado,3324.33
HSS-KAB-289,hss-county-289,289,262,289,exact_normalized,Bayanan - Habirau Tengah,63.06.07,Daha Selatan,2867.13
HSS-KAB-290,hss-county-290,290,263,290,exact_normalized,Tumbukan Banyu - Banua Hanyar,63.06.07,Daha Selatan,5007.25
HSS-KAB-291,hss-county-291,291,276,291,exact_normalized,Jl. Satria,63.06.07,Daha Selatan,367.92
HSS-KAB-292,hss-county-292,292,265,,unresolved,Musyawarah (Nagara),63.06.07,Daha Selatan,410.15
HSS-KAB-293,hss-county-293,293,266,,unresolved,Sekolah Islam (Sungai Pinang),63.06.07,Daha Selatan,401.31
HSS-KAB-294,hss-county-294,294,277,294,exact_normalized,Jl. Habib,63.06.07,Daha Selatan,320.19
HSS-KAB-295,hss-county-295,295,267,,unresolved,Mawar (Daha Selatan),63.06.07,Daha Selatan,272.03
HSS-KAB-296,hss-county-296,296,278,,unresolved,Jl. Instalasi PDAM Negara,63.06.07,Daha Selatan,262.93
HSS-KAB-297,hss-county-297,297,284,297,exact_normalized,Jl. Gerilya / (Depan Pustu Habirau),63.06.07,Daha Selatan,235.2
HSS-KAB-298,hss-county-298,298,283,298,exact_normalized,Jl. Harapan (SDN Habirau II)/Sei. Palangan,63.06.07,Daha Selatan,207.59
HSS-KAB-299,hss-county-299,299,268,299,exact_normalized,Samuda - Bajayau,63.06.07,Daha Selatan,3523.8
HSS-KAB-299,hss-county-299,299,268,299,exact_normalized,Samuda - Bajayau,63.06.11,Daha Barat,4918.71
HSS-KAB-300,hss-county-300,300,361,300,exact_normalized,Jl. Tambangan - Ds. Baruh Jaya,63.06.07,Daha Selatan,2228.52
HSS-KAB-301,hss-county-301,301,273,301,exact_normalized,Jl. Muning Tengah - Batang Alai (Pihanin Raya),63.06.07,Daha Selatan,5257.05
HSS-KAB-302,hss-county-302,302,272,,unresolved,Jl. Muning Tengah - Muning Dalam,63.06.07,Daha Selatan,17112.19
HSS-KAB-303,hss-county-303,303,281,303,exact_normalized,SP.4 Banjarbaru - Pasar Negara,63.06.07,Daha Selatan,656.14
HSS-KAB-304,hss-county-304,304,281,304,exact_normalized,Negara - Tumbukan Banyu,63.06.07,Daha Selatan,529.47
HSS-KAB-305,hss-county-305,305,282,305,exact_normalized,SP.4. Banjarbaru - Pihanin Raya,63.06.07,Daha Selatan,929.7
HSS-KAB-305,hss-county-305,305,282,305,exact_normalized,SP.4. Banjarbaru - Pihanin Raya,63.06.08,Daha Utara,104.22
HSS-KAB-306,hss-county-306,306,289,306,exact_normalized,Bayanan - Pihanin,63.06.07,Daha Selatan,2208.88
HSS-KAB-307,hss-county-307,307,286,307,exact_normalized,Jl. Kantor Camat Daha Selatan II,63.06.07,Daha Selatan,321.94
HSS-KAB-308,hss-county-308,308,363,308,exact_normalized,Jl. Sungai Bugundi,63.06.07,Daha Selatan,306.68
HSS-KAB-309,hss-county-309,309,362,309,exact_normalized,Jl. Tukang Garit,63.06.07,Daha Selatan,482.87
HSS-KAB-310,hss-county-310,310,288,310,exact_normalized,Pandak Daun - Baruh Jaya - Samuda,63.06.07,Daha Selatan,2599.06
HSS-KAB-310,hss-county-310,310,288,310,exact_normalized,Pandak Daun - Baruh Jaya - Samuda,63.06.08,Daha Utara,4728.36
HSS-KAB-311,hss-county-311,311,291,311,exact_normalized,Sei. Mandala - Murung Raya,63.06.08,Daha Utara,2101.74
HSS-KAB-312,hss-county-312,312,297,312,exact_normalized,Teluk haur I,63.06.08,Daha Utara,177.49
HSS-KAB-313,hss-county-313,313,298,313,exact_normalized,Teluk Haur II,63.06.08,Daha Utara,203.81
HSS-KAB-314,hss-county-314,314,365,314,treatment_engine_alias,Jl. HM. Thaib,63.06.08,Daha Utara,346.44
HSS-KAB-315,hss-county-315,315,311,315,exact_normalized,Jl. Kenanga - Ds. Baruh Kambang,63.06.08,Daha Utara,308.38
HSS-KAB-316,hss-county-316,316,303,316,exact_normalized,Jl. SMAN Negara (KH. Abdullah),63.06.08,Daha Utara,337.78
HSS-KAB-317,hss-county-317,317,311,317,exact_normalized,Jl. Pertukangan,63.06.08,Daha Utara,316.61
HSS-KAB-318,hss-county-318,318,311,318,treatment_engine_alias,Jl. Silaturahim,63.06.08,Daha Utara,279.52
HSS-KAB-319,hss-county-319,319,369,,unresolved,Jl. Habib Iberahim,63.06.08,Daha Utara,170.78
HSS-KAB-320,hss-county-320,320,303,320,exact_normalized,Jl. Sukaramai - Keramat,63.06.08,Daha Utara,728.87
HSS-KAB-321,hss-county-321,321,292,321,exact_normalized,Pakan Dalam I,63.06.08,Daha Utara,321.38
HSS-KAB-322,hss-county-322,322,293,322,exact_normalized,Pakan Dalam II,63.06.08,Daha Utara,294.82
HSS-KAB-323,hss-county-323,323,294,323,exact_normalized,Pakan Dalam III,63.06.08,Daha Utara,281.72
HSS-KAB-324,hss-county-324,324,309,324,exact_normalized,Jl. Paramaian,63.06.08,Daha Utara,301.98
HSS-KAB-325,hss-county-325,325,358,325,exact_normalized,Jl. MIN Pandak Daun,63.06.08,Daha Utara,296.3
HSS-KAB-326,hss-county-326,326,310,326,exact_normalized,Jl. Pesantren Muradiyah,63.06.08,Daha Utara,271.97
HSS-KAB-327,hss-county-327,327,360,327,exact_normalized,Jl. Pandak Daun (Buntut Muradiyah) - Pakan Dalam,63.06.08,Daha Utara,1651.18
HSS-KAB-328,hss-county-328,328,299,328,treatment_engine_alias,Pakan Dalam - Keminting Batu,63.06.07,Daha Selatan,84.05
HSS-KAB-328,hss-county-328,328,299,328,treatment_engine_alias,Pakan Dalam - Keminting Batu,63.06.08,Daha Utara,1739.01
HSS-KAB-329,hss-county-329,329,359,329,exact_normalized,Jl. Samping Kantor Camat Daha Utara,63.06.08,Daha Utara,149.42
HSS-KAB-330,hss-county-330,330,369,330,exact_normalized,Jl. Gang Bidan (Ds. Tambak Bitin),63.06.08,Daha Utara,578.0
HSS-KAB-331,hss-county-331,331,308,331,treatment_engine_alias,Jl. Cakingan Herman,63.06.08,Daha Utara,318.21
HSS-KAB-332,hss-county-332,332,307,332,exact_normalized,Jl. Kampung Kawat,63.06.08,Daha Utara,324.74
HSS-KAB-333,hss-county-333,333,306,333,treatment_engine_alias,Jl. Keminting Batu,63.06.07,Daha Selatan,351.69
HSS-KAB-334,hss-county-334,334,301,,unresolved,Jl. Hamayung - Ds. Hakurung Dalam,63.06.08,Daha Utara,4104.21
HSS-KAB-335,hss-county-335,335,285,335,exact_normalized,Simpang Jadi Makmur Ds. Samuda,63.06.07,Daha Selatan,662.04
HSS-KAB-336,hss-county-336,336,370,336,treatment_engine_alias,Jl. Sakincung Ds. Hakurun Dalam,63.06.08,Daha Utara,1343.42
HSS-KAB-337,hss-county-337,337,302,337,exact_normalized,Hakurung Dalam - Ds. Sungai haji,63.06.08,Daha Utara,298.92
HSS-KAB-338,hss-county-338,338,318,338,exact_normalized,Jl. Siang Gantung - Ds. Baru,63.06.11,Daha Barat,6924.9
HSS-KAB-339,hss-county-339,339,319,339,exact_normalized,Jl. Baru - Ds. Bajayau,63.06.11,Daha Barat,2326.09
HSS-KAB-340,hss-county-340,340,268,,unresolved,Bajayau - Bajayau Tengah,63.06.11,Daha Barat,7475.53
HSS-KAB-341,hss-county-341,341,322,,unresolved,Jl. Banua Hanyar - Tanjung Selor,63.06.07,Daha Selatan,5563.12
HSS-KAB-341,hss-county-341,341,322,,unresolved,Jl. Banua Hanyar - Tanjung Selor,63.06.11,Daha Barat,38.89
HSS-KAB-342,hss-county-342,342,323,342,exact_normalized,Jl. Tanjung Selor - Ds. Badaun,63.06.11,Daha Barat,8031.15
HSS-KAB-343,hss-county-343,343,324,343,treatment_engine_alias,Jl. Badaun - Ds. Bajayau Lama,63.06.11,Daha Barat,3097.17
HSS-KAB-344,hss-county-344,344,26,344,exact_normalized,Jl. Goha - Ds. Amawang Kanan,63.06.05,Kandangan,703.36
HSS-KAB-345,hss-county-345,345,333,345,exact_normalized,Jl. Al - Ikhlas - Ds. Baluti,63.06.05,Kandangan,383.17
HSS-KAB-346,hss-county-346,346,57,346,exact_normalized,Jl. Angkakai - Ds. Amawang Kiri,63.06.05,Kandangan,396.69
HSS-KAB-347,hss-county-347,347,0,347,exact_normalized,Jl. Anjiran Rantauan - Ds. Taniran Tengah,63.06.04,Angkinang,1210.95
HSS-KAB-348,hss-county-348,348,61,348,exact_normalized,Jl. Asam Duhat - Ds. Pantai Ulin,63.06.06,Simpur,1107.93
HSS-KAB-349,hss-county-349,349,0,349,exact_normalized,Jl. Pertanian - Ds. Wasah Tengah,63.06.06,Simpur,361.06
HSS-KAB-350,hss-county-350,350,198,350,exact_normalized,Jl. Keramat Sakti - Ds. Tebing Tinggi,63.06.06,Simpur,687.97
